title,release_year,artists,genres,region,track_id,album_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
Precipício ,2021.0,Vinicius Chagas,Jazz,Brazil,5V2A87G6fD7yIr4FseetwD,Desperdício,46.0,179118.0,False,0.62,0.838,11.0,-3.652,1.0,0.0435,0.534,0.0,0.197,0.58,145.1,4.0,sertanejo
Swedish Pastry,1978.0,Stan Hasselgard; Wardell Gray; Benny Goodman Septet,Jazz,Sweden,7DOuM8cAxWRssJnWQO3tLE,Somehow We Met,27.0,227278.0,False,0.623,0.645,8.0,-5.524,1.0,0.0278,0.0136,0.00379,0.0895,0.336,141.088,4.0,dub
My Duke,1991.0,Yasuko Agawa; Yasuko Agawa; Various; Various,Jazz,Japan,7bkFaxB2bI0cdTi5zuLQ03,Painted From Memory,24.0,259839.0,False,0.373,0.142,7.0,-14.455,1.0,0.0357,0.74,2.35e-06,0.0705,0.16,122.321,4.0,power-pop
Clear Horizon,2024.0,Kerem Görsev,Jazz,Turkey,1QIsVlaCz3U5GfsEJE9O8L,Quiet Storm,65.0,124675.0,False,0.613,0.526,7.0,-9.243,0.0,0.031,0.669,0.933,0.168,0.108,154.082,4.0,jazz
Adelina,1970.0,Jean Kluger,Jazz,Japan,0DIYusRuEUeZaD5bEeXsGG,Monalisa,48.0,222732.0,False,0.773,0.873,1.0,-4.955,0.0,0.0486,0.482,1.87e-06,0.0995,0.636,124.968,4.0,mpb
Misty Mornin' / The Blues With A Feelin',1936.0,The Jungle Band (2),Jazz,US,7EYoPg7AavQDIxhuPcMzsu,Barefoot and Pregnant,22.0,180119.0,False,0.522,0.914,7.0,-5.27,1.0,0.0363,0.000194,7.36e-05,0.199,0.721,98.046,4.0,power-pop
At The Embers,2017.0,The Frankie Ortega Trio,Jazz,Japan,6b6mmcR7bq9fePa88KjCvA,Whisper to the Wild Water,45.0,205400.0,False,0.499,0.394,3.0,-14.791,0.0,0.0318,0.845,0.0691,0.089,0.157,90.136,4.0,opera
Ebb Tide And Other Instrumental Favorites,,Earl Grant,Jazz,US,15VlEpeJn87yTi9bLTjj8E,"Baby Sleep Music: Soothing Baby Lullaby Music For Babies, Sleep Aid and Sleeping Music",35.0,132149.0,False,0.164,0.00269,9.0,-36.205,1.0,0.0414,0.995,0.984,0.0835,0.0514,71.003,5.0,sleep
Hit Collection,2008.0,Toots Thielemans,Jazz,Benelux,6tWJC2WMWzjfV3vHDFo3pJ,"Baby Sleep Music: Soothing Baby Lullaby Music For Babies, Sleep Aid and Sleeping Music",32.0,134669.0,False,0.191,0.00272,9.0,-35.621,0.0,0.0392,0.995,0.965,0.0817,0.0391,64.017,5.0,sleep
La Paloma / Frenesi,1964.0,Acker Bilk; The Leon Young String Chorale,Jazz,Netherlands,2wiXz8o3HyMpCBTbigJmsY,On Air,17.0,534653.0,False,0.388,0.183,9.0,-16.192,0.0,0.0449,0.871,0.301,0.745,0.216,131.825,4.0,tango
All Of Us,,Brook Eighty-Six,Jazz,Netherlands,29mtZPY0dBU9WJmwnOig3E,both of us,41.0,153000.0,True,0.72,0.352,2.0,-12.092,1.0,0.0333,0.895,0.043,0.0875,0.727,80.011,4.0,sad
Consummation,1973.0,Thad Jones & Mel Lewis,Jazz,US,6rAnjfvnJs5tNzE8kjZJWI,You Want,39.0,363388.0,False,0.891,0.468,10.0,-10.374,0.0,0.144,0.00119,6.62e-05,0.363,0.656,122.004,4.0,detroit-techno
Getz / Gilberto,1964.0,Stan Getz; João Gilberto,Jazz,US,3fTC2g9Po4DW8MKvcKdpMD,Tareco & Mariola,45.0,253440.0,False,0.585,0.863,9.0,-4.459,0.0,0.0613,0.289,0.0,0.0536,0.927,168.088,4.0,forro
The Same Old Moon,1983.0,Jerry Vale,Jazz,UK,4ptyM8MB6Oh51Quj5OTMzk,The Essential Ray Price,11.0,162626.0,False,0.479,0.445,11.0,-9.263,1.0,0.033,0.556,6.5e-05,0.11,0.894,134.259,4.0,honky-tonk
Secret Passion,2007.0,Gene Burkert,Jazz,US,1nGbV5JylrjkgigRUWswqX,pov: it's 2021,0.0,165365.0,False,0.695,0.756,4.0,-7.659,0.0,0.0423,0.0449,0.000174,0.298,0.413,123.033,4.0,house
Sugar,1993.0,Stanley Turrentine,Jazz,Japan,4lftmZjJPhQ9fR67DFiO8n,Comme un lundi,3.0,219043.0,False,0.635,0.813,5.0,-5.098,0.0,0.0578,0.0187,0.0,0.163,0.641,123.065,4.0,edm
Antibiotika In Concert,,Keith Jarrett,Jazz,Germany,6H2i7vVOCLYewQKn90ArUv,2021 Midwest Clinic: Klein High School Chamber Orchestra (Live),0.0,299280.0,False,0.15,0.111,5.0,-23.505,0.0,0.0606,0.809,0.906,0.199,0.0771,137.877,4.0,british
A Blowin' Session,2009.0,Johnny Griffin,Jazz,US,1A82o7j36d0Ga3WMfbfb0Y,La Petite Mort or a Conversation with God,26.0,272813.0,False,0.488,0.933,4.0,-7.433,0.0,0.125,0.107,1.39e-05,0.12,0.28,119.906,4.0,metalcore
Recipe For Love,1991.0,"Harry Connick, Jr.",Jazz,Europe,7wZUrN8oemZfsEd1CGkbXE,Spirit,75.0,262466.0,False,0.638,0.656,5.0,-5.886,1.0,0.0357,0.188,0.0,0.146,0.225,104.036,4.0,soul
The Best Of Ornette Coleman,1997.0,Ornette Coleman,Jazz,US,76F03Wnao0psYfzukldF5N,"Baby Sleep Music: Soothing Baby Lullaby Music For Babies, Sleep Aid and Sleeping Music",33.0,134030.0,False,0.0937,0.00247,5.0,-36.872,1.0,0.0441,0.995,0.881,0.0974,0.0373,74.743,3.0,sleep
Another Morning,2008.0,Matt Jorgensen; 451 (3),Jazz,US,5bUeN1bZKkmP4SJb0aft8B,Creating Patterns,27.0,297573.0,False,0.631,0.528,10.0,-10.044,0.0,0.0923,0.283,2.93e-05,0.205,0.539,150.448,4.0,drum-and-bass
Etude,2014.0,George Mourtos,Jazz,Greece,3whsmPRiQBK1VSkZt9GJl1,Won't You (Be There) EP,27.0,257320.0,False,0.605,0.703,5.0,-3.86,0.0,0.043,0.00378,0.847,0.0948,0.155,123.015,4.0,drum-and-bass
Day Trip,,Pat Metheny; Christian McBride; Antonio Sanchez (2),Jazz,Russia,7thLVTvGXOpJcMEmQPNxU8,Tailgate Country,0.0,178840.0,False,0.591,0.959,9.0,-2.515,1.0,0.057,0.103,0.0,0.779,0.86,163.883,4.0,country
Vault Of Whispers,2021.0,The Six Million Dollar Guitar,Jazz,Worldwide,06henIQqvVk2vAKj1yQtTp,Maze of Tranquility,63.0,262707.0,False,0.488,0.134,7.0,-17.904,1.0,0.0327,0.76,0.219,0.0826,0.0507,112.892,4.0,jazz
Thelonious Himself,1957.0,Thelonious Monk,Jazz,US,049LYvMmtkeEs4WxP7MPXa,Land Of The Midnight Sun,20.0,406133.0,False,0.378,0.552,6.0,-14.155,1.0,0.0519,0.369,0.851,0.247,0.652,157.859,4.0,guitar
Chris Barber At The Royal Festival Hall,1959.0,Chris Barber's Jazz Band; Ottilie Patterson,Jazz,UK,5IBDi9cISbefMMtAB8syp3,Live at the Royal Albert Hall,49.0,280250.0,False,0.402,0.9,5.0,-6.444,0.0,0.0919,0.0729,0.00401,0.783,0.223,147.021,4.0,metalcore
I Don't Know What He Told You / Weave Me The Sunshine,1974.0,Perry Como,Jazz,US,62PIPtJCvA2axjPdpqJWGf,The Last Five Years (Original Cast Recording),27.0,320226.0,False,0.397,0.46,2.0,-10.389,1.0,0.114,0.817,0.0,0.185,0.323,86.163,5.0,show-tunes
15 Grandes Éxitos,,Roberto Ledesma,Latin,US,79GgWm5EjKgv2GkgoYqSr6,Inovando,45.0,186440.0,False,0.81,0.759,9.0,-3.994,0.0,0.037,0.462,0.0,0.25,0.711,122.025,4.0,funk
El Relojito / Bobolocoikui,,Negrito Chevalier; Ramón Márquez & His Orchestra,Latin,Mexico,2wiXz8o3HyMpCBTbigJmsY,On Air,17.0,534653.0,False,0.388,0.183,9.0,-16.192,0.0,0.0449,0.871,0.301,0.745,0.216,131.825,4.0,tango
Baldosa Floja / Nada Más,1958.0,Juan D'Arienzo Y Su Orquesta Típica,Latin,Argentina,2wiXz8o3HyMpCBTbigJmsY,On Air,17.0,534653.0,False,0.388,0.183,9.0,-16.192,0.0,0.0449,0.871,0.301,0.745,0.216,131.825,4.0,tango
Es Magico,1962.0,bertha dupuy,Latin,Spain,5BLXWjtErKV3De7MOtomI6,Mojigata,44.0,139389.0,False,0.562,0.784,2.0,-7.147,1.0,0.0971,0.177,9.92e-05,0.0793,0.805,158.113,4.0,alt-rock
El Envidioso / Malditos Celos,,Nueva Agrupacion de Mojica,Latin,Panama,2drXQlner4VYpHQyY9yy3s,Clássicos,26.0,270655.0,False,0.281,0.247,4.0,-11.221,1.0,0.0297,0.915,1.02e-05,0.132,0.194,78.873,1.0,groove
Llegamos / We're Here,,Lebron Brothers,Latin,US,0bCytBmznSsL8EguzVf2iJ,Azulejos 2,33.0,273240.0,False,0.536,0.485,9.0,-9.326,1.0,0.0434,0.652,1.47e-05,0.662,0.536,143.332,3.0,rock-n-roll
In Alaska: Breaking The Ice,1990.0,El Gran Combo,Latin,US,48xSxuH3aSd86rJpotla07,You've Changed,23.0,256333.0,True,0.637,0.512,4.0,-16.028,1.0,0.954,0.786,0.0,0.776,0.537,79.775,4.0,comedy
El Rey Del Estilo,1963.0,Olimpo Cárdenas; Trio Los Duques,Latin,Mexico,2ke4FeyQ0qaTuA5muRNY2u,Tutti in piscina Canzoni per bambini,1.0,179640.0,False,0.733,0.829,8.0,-5.264,0.0,0.0468,0.159,2.34e-06,0.0831,0.975,112.995,4.0,latin
Guajiro Natural - Para Siempre / Forever,2009.0,Polo Montañez,Latin,Colombia,1Iz07jlK4Eg8VQD0eBZTTO,Raiz (Ao Vivo),48.0,251498.0,False,0.653,0.848,9.0,-3.978,1.0,0.0325,0.2,0.0,0.608,0.434,105.988,4.0,sertanejo
Chocolate Dice...,1982.0,"Alfredo ""Chocolate"" Armenteros",Latin,Mexico,67sN4oLKwQy4btUDWOvtPJ,Quando...,39.0,225629.0,False,0.458,0.876,7.0,-3.638,1.0,0.0286,0.00726,0.0,0.307,0.664,97.972,4.0,emo
Rosa De Ouro 10 Anos Vol. 1,1965.0,Aracy Côrtes; Clementina De Jesus; Hermínio Bello De Carvalho,Latin,Brazil,6t8mmZgaYAd9yVnBBhOuQG,Tudozaras,51.0,174666.0,True,0.707,0.603,5.0,-8.787,0.0,0.461,0.793,0.0,0.116,0.396,89.831,4.0,brazil
Qué Será?,,Pedro Vargas; Orquesta De Mario Ruíz Armengol,Latin,Mexico,15MiuWTnrG4vlG3lqyIZSk,Por Quê?,34.0,142973.0,False,0.245,0.913,9.0,-6.313,1.0,0.0416,3.04e-05,0.000236,0.223,0.932,184.986,4.0,emo
"Contestacion A ""El Aguacero"" / El Monje Loco",,Bimbi Y Su Trio Oriental,Latin,,49uU9hhXMRYnXf5EqHgKlW,La Cenicienta (Banda Sonora Original),24.0,346720.0,False,0.276,0.135,7.0,-17.956,1.0,0.0384,0.93,0.00233,0.135,0.246,137.135,3.0,disney
La Virgen de la Macarena / Sax Cantabile,,Luis Arcaraz Y Su Orquesta,Latin,Mexico,1VcFSLsUWrTggLBZqq8b4u,Musica Relajante Para Que Estudien Los Niños,22.0,144080.0,False,0.514,0.156,9.0,-15.889,1.0,0.0423,0.958,0.93,0.111,0.158,142.513,4.0,world-music
Marco . . . Cierra Los Ojos . . . Sueña Conmigo,1968.0,Marco Antonio Muñiz,Latin,US,24mZnZSuGUqRGUi9CRuSJu,Especie en Extinción,32.0,247333.0,True,0.315,0.876,7.0,-11.078,1.0,0.0679,0.0699,1.49e-06,0.0731,0.178,174.594,4.0,hardcore
Matogrosso,1992.0,Matogrosso,Latin,Brazil,7vcQl8nyhPd0yNEG1k1O4V,Infame,36.0,178532.0,False,0.656,0.786,2.0,-6.427,1.0,0.0344,0.258,0.0779,0.0799,0.784,110.007,4.0,electronic
A Medias Aguas,1997.0,Alejandra Avalos,Latin,Mexico,3O0dOxKTr03ccUot2cLLSW,A Comunidade,38.0,219400.0,False,0.429,0.908,10.0,-6.987,0.0,0.251,0.571,2.59e-06,0.344,0.729,111.89,4.0,samba
Seu Domingos,2012.0,Dominguinhos,Latin,Brazil,20XzmyE8IdJr3WKBJMs3Hh,Grande Amor,41.0,225693.0,False,0.753,0.855,9.0,-5.939,1.0,0.0357,0.115,9.46e-05,0.0346,0.949,94.966,4.0,forro
Contigo / Borracho No Vale,,Cuarteto De Pedro Flores,Latin,US,3WGbvhdIbSsl9V6DkfMP7A,Copo Sujo 2,44.0,204997.0,False,0.677,0.645,11.0,-3.615,1.0,0.0347,0.707,0.0,0.356,0.846,107.895,4.0,sertanejo
Barrio Bravo Tepito Distrito Federal,,Various,Latin,Mexico,0Cn4KfGGEaf7rXobYJ6bn4,Miró,37.0,290306.0,False,0.498,0.653,7.0,-5.128,1.0,0.0308,0.0416,2.41e-05,0.0713,0.363,94.964,4.0,chill
Llámame = Call Me / Un Gusto A Miel = A Taste Of Honey,,Nancy Ames,Latin,Argentina,0yNVFu81jqC3eAGgxLpddH,Abraça-Me / Lindo És / Só Quero Ver Você,47.0,946474.0,False,0.423,0.603,7.0,-7.894,1.0,0.04,0.0994,5.1e-06,0.334,0.156,135.793,4.0,gospel
Tesoros De Coleccion,2006.0,José Alfredo Jiménez,Latin,Mexico,4rvqisHl7HTX7CiebJ4MgF,Embajadores Del Tango (Grabado En Vivo En Alemania),23.0,251240.0,False,0.428,0.338,9.0,-13.731,0.0,0.0516,0.666,0.00233,0.238,0.479,114.379,4.0,tango
A Medio Camino / Mariachis,1964.0,Ramon Gaona; Santiago y Sus Plateados,Latin,Mexico,4utJUGMfAkQLc6Vwyg6vHw,Zona,16.0,194612.0,False,0.802,0.64,1.0,-5.264,0.0,0.0932,0.66,0.00108,0.0947,0.345,97.002,4.0,club
Mamboscope,1994.0,Tito Puente And His Orchestra,Latin,Spain,0qnJL225ioqAtwm588guxe,Daily Lama,18.0,187640.0,False,0.636,0.765,5.0,-8.253,1.0,0.0447,0.256,0.0139,0.113,0.897,170.838,4.0,trip-hop
Recuerdos del Brasil,1975.0,Ensemble Amaro De Souza; Haraldo De Oliveira,Latin,Spain,6NcLv7sKEdS4wBBA5FnCjS,Peste,30.0,208813.0,True,0.427,0.998,7.0,-1.815,1.0,0.161,0.315,1.85e-05,0.355,0.0762,95.296,4.0,death-metal
El Negrito Porfiao,1976.0,Mano Cacho,Latin,Venezuela,0zpEpdoYYyhBEwgfsxqVVe,Cordero Atado,46.0,232240.0,False,0.632,0.85,11.0,-7.382,0.0,0.0444,0.00459,0.0022,0.126,0.663,137.13,4.0,punk
Un Dolor / Dime Amorcito Por Que,,Los Yonics,Latin,Mexico,2drXQlner4VYpHQyY9yy3s,Clássicos,26.0,270655.0,False,0.281,0.247,4.0,-11.221,1.0,0.0297,0.915,1.02e-05,0.132,0.194,78.873,1.0,groove
La Zenaida / Un Guayabo Con Otro Guayabo,1984.0,Armando Hernandez Y Su Conjunto,Latin,Ecuador,60uVBasnEjpzytz0ProHpy,Pinkfong & Baby Shark Halloween Zombi,20.0,98097.0,False,0.808,0.855,5.0,-4.683,0.0,0.0779,0.673,2.29e-05,0.0409,0.85,123.918,4.0,children
Proteger El Medio Ambiente,1993.0,Various,Latin,Ecuador,0Gv4SYQ4jOs4t9ruxEWCwF,A Bela e a Fera,25.0,295040.0,False,0.49,0.27,10.0,-15.962,1.0,0.187,0.913,0.0,0.108,0.537,105.552,4.0,disney
Cuando Llegue A Phoenix,,Rene Ornelas; Mike Ornelas,Latin,El Salvador,5RcOwwja0Juob7X5F13ohX,El Sonero Quel El Pueblo Prefiere,29.0,325493.0,False,0.79,0.745,2.0,-6.584,1.0,0.0357,0.689,0.000137,0.0496,0.957,94.508,4.0,salsa
Cinco Pa' Las Doce,1989.0,Gabino Pampini,Latin,Peru,1modDYKBVY7mi6wo3vd6P4,Joan Sebastian Con Tambora,50.0,158241.0,False,0.731,0.328,0.0,-7.947,1.0,0.069,0.816,0.0,0.085,0.929,103.228,4.0,r-n-b
Solita Y Sin Compromiso / La Duda,,Los Vecinos,Latin,Dominican Republic,49uU9hhXMRYnXf5EqHgKlW,La Cenicienta (Banda Sonora Original),24.0,346720.0,False,0.276,0.135,7.0,-17.956,1.0,0.0384,0.93,0.00233,0.135,0.246,137.135,3.0,disney
Ausencia,1969.0,Los Lobos Del Norte,Latin,Mexico,33gpMXRcFSeHqeLhcAUiWY,Orquesta de Carnaval,16.0,240160.0,False,0.448,0.133,7.0,-11.943,0.0,0.0324,0.866,0.654,0.107,0.365,99.782,4.0,tango
"Salsa, Mambo, Cha-Cha-Cha",2005.0,Batambo,Latin,Europe,1Cx5tsliVtAZRqh4e7l82t,La navidad es todo aquello que nos hace recordar...,0.0,219906.0,False,0.815,0.815,7.0,-5.334,1.0,0.0431,0.721,0.0107,0.0407,0.883,100.057,4.0,salsa
Justicia,2018.0,Silvestre Dangond; Natti Natasha,Latin,,5MWp9jzmw5hQN5aQwOpoRt,Diatribes,12.0,208933.0,False,0.29,0.989,1.0,-5.762,1.0,0.176,0.000101,0.683,0.0594,0.0405,85.944,4.0,grindcore
Volvamos A Empezar ,,Gregorio Barrios; Orquesta de Don Americo,Latin,Colombia,2NFGw4aZ0eVrQu531doQ4r,Tango Classics 063: Chorra,25.0,196216.0,False,0.531,0.23,10.0,-12.747,0.0,0.0435,0.891,3.51e-06,0.271,0.735,115.151,4.0,tango
Bovea Y Sus Vallenatos,1973.0,Bovea Y Sus Vallenatos,Latin,Colombia,14yYVlxDi7orbwheBXqIPt,Mambo Para Los Presos,44.0,187201.0,False,0.884,0.693,9.0,-8.598,0.0,0.0981,0.144,7.06e-06,0.0858,0.587,129.989,4.0,reggae
Enamorada / Quisiera Ser,1961.0,Lolita Garrido,Latin,Spain,3WGbvhdIbSsl9V6DkfMP7A,Copo Sujo 2,44.0,204997.0,False,0.677,0.645,11.0,-3.615,1.0,0.0347,0.707,0.0,0.356,0.846,107.895,4.0,forro
Grupo Chapéu De Palha,1977.0,Grupo Chapéu De Palha,Latin,Brazil,5EYzrykQ95uOmepteDi9KT,Aire Acondicionado de Ruido Blanco,27.0,128000.0,False,0.0,0.188,8.0,-25.837,0.0,0.0,0.139,0.339,0.122,0.0,0.0,0.0,world-music
Quem Ama Não Esquece / Se Meu Coração Falasse,1973.0,Marcos Roberto,Latin,Brazil,3DLmrQOMtWEk8AA9LjDmj7,Pisadinha dos Parazim,39.0,208941.0,False,0.328,0.874,2.0,-4.104,1.0,0.0466,0.549,0.0,0.223,0.899,169.696,4.0,forro
Tabaco Y Ron / Kanyengue,1979.0,Manuel Delaroche Y Su Conjunto,Latin,Colombia,2wiXz8o3HyMpCBTbigJmsY,On Air,17.0,534653.0,False,0.388,0.183,9.0,-16.192,0.0,0.0449,0.871,0.301,0.745,0.216,131.825,4.0,tango
Si Fueras Libre - volumen 1,,Blanca Iris Villafañe,Latin,,2U51UMaauzeR3uPaGCGTXT,Estudiar Con Sonidos de Truenos,28.0,97581.0,False,0.161,0.897,10.0,-22.398,0.0,0.0804,0.00163,0.92,0.863,0.0247,110.367,4.0,world-music
Lennon & McCartney Al Estilo Tijuana,1969.0,The Torero Band,Latin,Mexico,0qeKzbUsW0V4ZWRJrHNiD3,Blazzin' Fire,69.0,229374.0,False,0.781,0.722,7.0,-8.376,1.0,0.0667,0.236,0.000398,0.077,0.533,87.858,4.0,reggae
Boleros Antillanos Volumen 3,1992.0,Various,Latin,Colombia,2Ge1IwUGqWBhzOo4w1ZlIx,Acido Argentino,32.0,257665.0,False,0.461,0.913,6.0,-8.983,0.0,0.0697,0.00131,0.00707,0.0404,0.337,91.451,4.0,heavy-metal
La Maraña,1991.0,Orquesta Hermanos Flores,Latin,El Salvador,2WGKo3sflN4aUNtesZw4Py,Bella Unión,63.0,181000.0,False,0.162,0.0286,6.0,-29.408,0.0,0.038,0.853,0.812,0.102,0.114,74.131,4.0,sleep
Organo Melodico Vol. 19,,Juan Torres,Latin,Panama,4jGpQgN8N0coixYr14tXyI,Happy Electronic Sounds,0.0,257410.0,False,0.461,0.438,5.0,-15.467,0.0,0.644,0.667,0.000873,0.13,0.0659,147.657,4.0,iranian
Grandes Éxitos,,Los Hispanos; Gustavo Quintero,Latin,US,2K08WKliY0Bj44u7GW7JFz,Punk Rock Até Os Ossos,34.0,201906.0,False,0.357,0.962,9.0,-4.661,1.0,0.0703,0.000216,0.0316,0.0469,0.616,178.14,4.0,punk-rock
20 Grandes Éxitos ,2001.0,Franco De Vita,Latin,Mexico,79GgWm5EjKgv2GkgoYqSr6,Inovando,45.0,186440.0,False,0.81,0.759,9.0,-3.994,0.0,0.037,0.462,0.0,0.25,0.711,122.025,4.0,funk
Sabes Que Te Espero / El Milagro De Tu Amor ,,Peregrina Frias; Chalino Nieto y su Conjunto; Chalino Nieto y su Conjunto,Latin,Panama,3GsEY43YrEzbFASVfDL8uJ,"De 2000 pra Frente, Vol. 01",49.0,193205.0,False,0.478,0.81,9.0,-4.67,1.0,0.0792,0.295,0.0,0.097,0.703,132.846,4.0,sertanejo
Cumbias Pegaditas Vol.II,1981.0,Cuarteto Continental,Latin,Peru,5Gv6kUJV6yukwNfK8XikRp,"Peine Caracol, Vol. 2",39.0,190593.0,True,0.767,0.94,1.0,-5.967,1.0,0.0713,0.0607,0.00755,0.379,0.675,118.992,4.0,latino
Mosaïque,,Gipsy Kings,Latin,Spain,3bbqxT5UGZsvTy1r3txs0t,Mosaïque,58.0,221935.0,False,0.671,0.773,7.0,-5.789,0.0,0.0289,0.247,0.797,0.245,0.236,92.968,4.0,electronic
Una Tarde De Abril / Porque Te Quiero,1979.0,Humberto Cravioto; Mariachi Vargas de Tecalitlán,Latin,Mexico,2drXQlner4VYpHQyY9yy3s,Clássicos,26.0,270655.0,False,0.281,0.247,4.0,-11.221,1.0,0.0297,0.915,1.02e-05,0.132,0.194,78.873,1.0,groove
Аржентинска Страст,,Various,Latin,Bulgaria,0kRXO4iwyNOktVFdBmmtbQ,20 лучших застольных песен. Коробушка,0.0,328146.0,False,0.416,0.199,9.0,-9.073,0.0,0.0297,0.896,0.0,0.272,0.371,134.821,4.0,romance
22 Super Exitos,2011.0,La Sonora Malecón; La Sonora Dinamita,Latin,Chile,2luLDXlcVQmuQ3HARbIDgr,Do Quarto Pro Mundo,44.0,166573.0,False,0.566,0.483,10.0,-10.66,1.0,0.0313,0.562,0.0004,0.0973,0.323,142.793,4.0,mpb
Soy Virgencita / Caballo Criollo,1928.0,Los Castilians; Los Argentinos (2),Latin,US,0r5a4dtFlmvrR1tu88AX6r,Colección De Oro,33.0,156160.0,False,0.583,0.705,4.0,-6.911,0.0,0.039,0.487,0.0,0.771,0.875,110.551,4.0,rock-n-roll
Original Masters - 2 En 1,2004.0,"Ramiro ""Ram"" Herrera",Latin,US,2Mp5jdMQspKnFjlk8ACsMw,Den Svevende Festning,17.0,354523.0,False,0.162,0.98,6.0,-5.571,0.0,0.138,3.51e-05,0.0283,0.959,0.0635,129.642,4.0,black-metal
Lo Mejor De Carlos Gardel,2000.0,Carlos Gardel,Latin,Venezuela,77Yv2GmissdksItJb8QjiT,Só as Melhores do Pop Rock Brasileiro,0.0,259133.0,False,0.564,0.561,2.0,-8.391,1.0,0.0402,0.635,2.18e-06,0.12,0.559,105.776,4.0,mpb
Lo Mejor De Su Repertorio,1989.0,Connie Francis,Latin,US,4zymqtwxceeOlUebIemgdU,El Fin de los Inicuos,21.0,242906.0,False,0.277,0.927,4.0,-6.426,0.0,0.0831,0.00138,0.000151,0.0959,0.233,139.882,4.0,heavy-metal
La Persona Ideal,1997.0,Controversia (3),Latin,Mexico,1I1fprbi1SWCwwJFtP0EPS,"16 Exitos - Rancheras Populares, Vol. 3",46.0,277060.0,False,0.652,0.825,1.0,-6.447,0.0,0.0323,0.098,0.00174,0.0796,0.919,143.905,4.0,folk
Esto Esta Tachuela,1969.0,Eliseo Herrera Y Su Conjunto,Latin,Colombia,3wTZLJ5muNKKNQpzw485gQ,La Princesa y el sapo (Banda Sonora Original en Español),18.0,200066.0,False,0.135,0.202,0.0,-14.366,1.0,0.0329,0.632,0.543,0.396,0.0878,94.196,4.0,disney
Nova Série,2007.0,Chiclete Com Banana,Latin,Brazil,7HLSbLocao5Q6J0FCESH4u,"Para Sempre, Vol. 2",26.0,273880.0,False,0.786,0.658,0.0,-9.422,1.0,0.0449,0.125,0.00568,0.0443,0.877,107.242,4.0,groove
Aliette,,Aliette Senoceain,Latin,Switzerland,4D4KVgVNxed4Hd3rGWlCo2,飛兒樂團,55.0,238933.0,False,0.527,0.733,11.0,-4.624,0.0,0.0426,0.179,0.0,0.1,0.374,80.973,4.0,mandopop
Malando King Of Tango,1973.0,Malando And His Tango Orchestra,Latin,Italy,3YvssUVNR2pS0cN3DGgdXv,Party EP,19.0,172519.0,False,0.73,0.916,8.0,-2.784,1.0,0.297,0.439,0.0,0.196,0.561,104.073,4.0,j-dance
Embajadora de la Canción Mexicana ,1978.0,Maria De Lourdes,Latin,Mexico,0ZDimC3vvXs0scfWxVpY16,Espíritu Combativo,25.0,253243.0,False,0.363,0.947,4.0,-4.106,0.0,0.0799,0.000184,0.000112,0.205,0.625,141.758,4.0,heavy-metal
En Romanzas Y Canciones,1976.0,Georgina Granados,Latin,US,0IjyOqVYt0iXG009a9lIV5,100 Años De Tango Vol.3,16.0,199933.0,False,0.422,0.26,6.0,-12.354,0.0,0.042,0.89,0.0,0.137,0.372,112.741,4.0,tango
El Que Mas Dice / Viejito Canengo ,1966.0,Enrique Ubieta,Latin,US,3WGbvhdIbSsl9V6DkfMP7A,Copo Sujo 2,44.0,204997.0,False,0.677,0.645,11.0,-3.615,1.0,0.0347,0.707,0.0,0.356,0.846,107.895,4.0,sertanejo
Gotas D'Água,,Simone (3),Latin,Brazil,7nU7KjdUCdqIOyG9K8S75o,Sin Restricciones,33.0,178106.0,False,0.775,0.791,6.0,-4.764,0.0,0.037,0.176,0.0259,0.127,0.867,104.991,4.0,electronic
Cero Al As / Que Solo Estoy,,Carlos Di Sarli Y Su Orquesta Típica; Alberto Podestá,Latin,Argentina,2drXQlner4VYpHQyY9yy3s,Clássicos,26.0,270655.0,False,0.281,0.247,4.0,-11.221,1.0,0.0297,0.915,1.02e-05,0.132,0.194,78.873,1.0,groove
Deixa Entrar,2000.0,Falamansa,Latin,Portugal,7o3IzVMrYrAz9l8CmkgQGA,Deixa queimar,38.0,243998.0,False,0.568,0.315,1.0,-15.989,0.0,0.027,0.604,2.01e-05,0.0696,0.267,89.977,4.0,mpb
Canto A Panama / El Bachiller,,Fruko,Latin,Panama,1uohFd173KrmJiDjiOooLw,Asalto Navideño: Vol. 1 & 2,31.0,269520.0,False,0.636,0.679,7.0,-6.41,1.0,0.069,0.52,0.0,0.0601,0.864,93.914,4.0,salsa
Todo ,1983.0,Juan Gabriel,Latin,US,14s9q3yRMLXmHcDE9LZ3se,Presentando a Pedro Laurenz,18.0,155240.0,False,0.597,0.394,7.0,-7.029,0.0,0.0457,0.975,0.117,0.151,0.602,127.968,3.0,tango
Sabor A Mi / Una Experiencia / Mi Camino / Vete De Mí,1960.0,Los Tres Ases,Latin,Spain,781CcRZlAYRFSQAomWiexP,Ensaio do K10,57.0,343017.0,False,0.548,0.596,2.0,-8.58,1.0,0.0343,0.773,2.39e-06,0.318,0.632,165.004,4.0,pagode
La Cocaleca,,Los Cansino,Latin,Mexico,4RBOxmN2dset44FWqnUJSp,Cortando Clavos,18.0,223097.0,False,0.656,0.212,7.0,-8.716,0.0,0.0538,0.785,0.551,0.105,0.629,134.285,4.0,tango
