ID,VIOLATION LAST MODIFIED DATE,VIOLATION DATE,VIOLATION STATUS,VIOLATION STATUS DATE,VIOLATION DESCRIPTION,VIOLATION LOCATION,VIOLATION INSPECTOR COMMENTS,INSPECTOR ID,INSPECTION NUMBER,INSPECTION STATUS,INSPECTION WAIVED,INSPECTION CATEGORY,ADDRESS,STREET NUMBER,STREET DIRECTION,STREET NAME,STREET TYPE,PROPERTY GROUP,SSA,LATITUDE,LONGITUDE,LOCATION
4832938,09/13/2023,08/12/2014,OPEN,,PLANS & PERMITS REQ - CONTRCTR,OTHER   :    :,"SUBMIT PLANS AND OBTAIN PERMITS FOR ALL RELATED WORK TO AUTHORIZE ALTERATIONS TO BUILDING INCLUDING ALL PLUMBING , FRAMING AND STRUCTURAL CHANGES , ELECTRICAL AND VENTILATION INSTALLED AND NOT LIMITED TO ;              #1 ) ADDITION OF BASEMENT DWELLING UNIT AND FRONT FOUNDATION EXIT DOOR , CONCRETE STAIRS RETAINING WALL AND PLUMBING .                                             #2 )REAR OVERSIZED WOOD TWO STORY PORCH BUILT TO NORTH INTERIOR PROPERTY LINE AND ADDED TO ORIGINAL ENCLOSED REAR PORCH INTO REAR YARD .                    #3 ) FULL LENGTH OF BUILDING ATTIC WOOD FRAME DORMER ON NORTH ROOF  AND SMALL ATTIC WOOD FRAME DOGHOUSE DORMER ON SOUTH ROOF.#4 ) DUPLEX OF SECOND FLOOR INTO ATTIC  , NOW FULL AND LIVING SPACE . OR RESTORE THE BUILDING TO THE ORIGINAL STATE . PLANS AND PERMIT REQUIRED ,SUBJECT TO FIELD INSPECTIONS BY ALL RELATED TRADES .",282126,14141274,FAILED,N,COMPLAINT,5051 N OAKLEY AVE,5051,N,OAKLEY,AVE,186595,,41.97381696,-87.68650926,"(41.973816963588824, -87.68650925915887)"
6822011,01/02/2023,07/11/2022,COMPLIED,12/29/2022,PLANS & PERMITS REQ - CONTRCTR,,EXTERIOR ALTERATIONS OF EXISTING (2) STORY MASONRY SINGLE FAMILY HOME INCLUDING BUT NOT LIMITED TO ERECTED NEW 20FT X 24FT REAR ELEVATED WOOD DECK,BL00331,13844993,PASSED,N,COMPLAINT,6119 N SPRINGFIELD AVE,6119,N,SPRINGFIELD,AVE,223013,,41.99254318,-87.72624387,"(41.99254318251203, -87.72624387052291)"
6787843,08/07/2023,05/04/2022,COMPLIED,07/18/2023,PLANS & PERMITS REQ - CONTRCTR,OTHER   :    :OTHER BL00876,NEW REAR TWO STORY WOODEN PORCH UNDER CONSTRUCTION.NO POSTED PERMIT. NO PERMIT ON FILE. PLANS AND PERMIT ARE REQUIRED.SUBJECT TO FIELD INSPECTION AND APPROVAL.,BL00708,13817246,FAILED,N,COMPLAINT,1329 W ROSEDALE AVE,1329,W,ROSEDALE,AVE,209707,,41.98891094,-87.66387078,"(41.98891094124046, -87.66387077667281)"
6955852,12/20/2023,05/09/2023,OPEN,,PLANS & PERMITS REQ - CONTRCTR,,"SUBMIT PLANS AND OBTAIN PERMIT FOR ALL RELATED WORK TO AUTHORIZE ALTERATIONS TO BASEMENT, OR RESTORE THE BUILDING TO THE ORIGINAL STATE.",BL00941,14176842,FAILED,N,COMPLAINT,5629 S HERMITAGE AVE,5629,S,HERMITAGE,AVE,348919,,41.79128696,-87.66801644,"(41.79128696332532, -87.66801644303928)"
6658204,08/20/2024,08/10/2021,COMPLIED,01/30/2023,PLANS & PERMITS REQ - CONTRCTR,OTHER   :    :OTHER,SUBMIT PLANS AND OBTAIN PERMIT FOR ALL RELATED WORK TO AUTHORIZE ALTERATIONS TO BASEMENT OR RESTORE THE BUILDING TO THE ORIGINAL STATE.,BL00941,14109820,PASSED,N,COMPLAINT,6548 S WHIPPLE ST,6548,S,WHIPPLE,ST,384853,,41.77393179,-87.69949837,"(41.77393178776209, -87.69949836851036)"
3150255,03/08/2023,06/29/2009,COMPLIED,03/02/2023,PLANS & PERMITS REQ - CONTRCTR,OTHER   :    :BL00831,NO PLANS AND PERMITS TO REHAB,BL00810,2749592,FAILED,N,PERIODIC,7808 S SOUTH SHORE DR,7808,S,SOUTH SHORE,DR,20720,,41.75477491,-87.55122848,"(41.75477491263083, -87.5512284835522)"
6311676,06/25/2024,07/25/2019,OPEN,,PLANS & PERMITS REQ - CONTRCTR,"OTHER   :    :BUILDING,","SOUTH ELEVATION,BASEMENT WALL BREACHED AND EXTERIOR DOOR INSTALLED,NEW EXTERIOR CONCRETE  STAIRS AND FOUNDATION WALL INSTALLED ALSO ESCAVATION OF BASEMENT CRAWL SPACE.NO PERMIT OBTAINED.PLANS AND PERMIT ARE NOW REQUIRED.SUBJECT TO FIELD INSPECTION AND APPROVAL BY ALL RELATED TRADES.",BL01037,14390601,FAILED,N,COMPLAINT,2657 W FULLERTON AVE,2657,W,FULLERTON,AVE,88720,,41.92472457,-87.69463331,"(41.92472457367207, -87.69463331051016)"
7178555,06/20/2024,06/20/2024,OPEN,,PLANS & PERMITS REQ - CONTRCTR,OTHER   :    :OTHER,"DORMERS, REAR HANDICAP RAMP AND INTERIOR GUT REHAB AS SEEN FROM VESTIBULE COMPLETED WITHOUT PROPER PLANS AND PERMITS.",196492,14389003,FAILED,N,COMPLAINT,12141 S GREEN ST,12141,S,GREEN,ST,537489,,41.67289457,-87.64281816,"(41.67289456644602, -87.64281816216058)"
6924693,02/26/2023,02/26/2023,OPEN,,PLANS & PERMITS REQ - CONTRCTR,OTHER   :    :OTHER,"THIS IS A BUILDING ZONED FOR LIGHT MANUFACTURING / WAREHOUSE. WHAT EXISTS ON THE 2CD FLOOR IS A FULLY DEVELOPED NIGHT CLUB / EVENT SPACE. THERE ARE NO LICENSES WHAT SO EVER.ALSO, THIS 2CD FLLOR SPACE HAS A WALL BREACH FROM 2410 INTO / CONNECTING TO 2412. THIS 2CD FLOOR SPACE HAS BEEN FULLY REHABBED WITHOUT ANY PLANS / PERMITS. THERE ARE NEW PARTITION WALLS FORMING SEVERAL ROOMS AND NEW PLUMBING / ELECTRICAL PIPING AND FIXTURES. THERE IS A FULL KITCHEN AND 2 FULL BATHROOMS. A LARGE CPG PRESENCE WAS REQUIRED TO VACAYE THE OVER 200 PARTY ATTENDEES WHO PAID FOR ENTRY. THIS IS AN ONGOING, UNLICENSED AND ILLEGAL PPA STYLE EVENT SPACE WITH FOOD AND ALCOHOL SERVED / SOLD AND (LIVE) DJ ENTERTAINMENT.BACP AND DOB CLOSURES ISSUED.SECTION 14A-4-401.1.",BL00685,14010707,FAILED,N,COMPLAINT,2410 W OGDEN AVE,2410,W,OGDEN,AVE,15659,,41.86471507,-87.68646566,"(41.864715066859276, -87.68646565497768)"
7147236,04/10/2024,04/05/2024,OPEN,,PLANS & PERMITS REQ - CONTRCTR,,INTERIOR & EXTERIOR ALTERATIONS TO AN EXISTING 1 STORY FRAME SINGLE FAMILY DWELLING INCLUDING BUT NOT LIMITED TO 1. ERECTING NEW PARTITIONS AT BASEMENT & FIRST FLOOR 2. REMOVING & REPLACING FLOOR JOISTS 3. NEW ELECTRICAL SERVICE 4. NEW M.E.P.'S 5. NEW 10FTX12FT REAR DECK 6. EXCAVATING SECTIONS OF BASEMENT FOR NEW SEWER,287646,14321317,FAILED,N,COMPLAINT,1341 W 111TH ST,1341,W,111TH,ST,524840,,41.69207969,-87.65617036,"(41.69207968721187, -87.65617036381546)"
2879640,05/17/2024,11/26/2008,COMPLIED,06/18/2009,PLANS & PERMITS REQ - CONTRCTR,,NO PLANS FOR REAR DECK,BL01000,2417680,PASSED,N,COMPLAINT,4316 W ADAMS ST,4316,W,ADAMS,ST,14584,,41.8779904,-87.7336633,"(41.877990403381766, -87.73366330178641)"
6941931,04/14/2023,03/30/2023,OPEN,,PLANS & PERMITS REQ - CONTRCTR,,"INTERIOR ALTERATIONS OF EXISTING (1.5) STORY MASONRY SINGLE FAMILY HOME INCLUDING ERECTING NEW PARTITIONS AND EXTERIOR WALLS REMOVED ALL MECHANICALS, PLUMBING AND ELECTRICAL PIPING",BL00746,14083954,FAILED,N,COMPLAINT,6699 N SIOUX AVE,6699,N,SIOUX,AVE,232097,,42.00260183,-87.76624952,"(42.0026018309968, -87.76624951753843)"
6772356,12/20/2023,04/02/2022,COMPLIED,11/30/2022,PLANS & PERMITS REQ - CONTRCTR,OTHER   :    :OTHER,"THERE IS NO PERMIT ON FILE FOR THE ADDITION OF EXIT SIGNS AT THIS PROPERTY. ALSO, THE FRONT PORTION OF (3106) HAS BEEN REMODLED WITH A NEW BATHROOM AND PLUMBING / ELECTRICAL FIXTURES. PARTION WALLS HAVE BEEN CONSTRUCTED THAT FORM ROOMS THAT INCLUDE THE BATHROOM AND CLOSETS. PLANS AND PERMITS REQUIRED.ALSO, THERE IS NO FILE WITH THE DOB CONTAINING A FLOOR PLAN TO DETERMINE THE OCCUPANY LIMITS FOR THIS PARTY VENUE. THERE WERE 50 ATTENDEES PRESENT WITH MORE ARRIVING AT THE TIME OF THIS INSPECTION. TICKETS WERE SOLD FOR ATTENDANCE. ALCOHOL AND FOOD WERE BEING SERVED AND DJ MUSIC WAS PROVIDED. ACCORDING TO THE PROMOTER, THIS WAS THE 6TH SUCH EVENT HE HAD HOSTED AT THIS LOCATION. THIS ACTIVITY EXCEEDS THE RECENTLY ISSUED LIMITED BUSINESS LICENSE.SECTION 14A=4-401.1.",388180,13804846,PASSED,N,COMPLAINT,4106 W CHICAGO AVE,4106,W,CHICAGO,AVE,52683,,41.89542664,-87.72889176,"(41.89542663989523, -87.72889175879216)"
6938727,04/07/2023,04/01/2023,OPEN,,PLANS & PERMITS REQ - CONTRCTR,,REBUILDING/REPLACING MASONRY WALLS & LINTELS ON AN EXISTING 1 STORY MASONRY INDUSTRIAL BUILDING @ THE SOUTH & WEST ELEVATIONS UNLICENSED MASON CONTRACTOR DOING WORK,287646,14081459,FAILED,N,COMPLAINT,615 S CALIFORNIA AVE,615,S,CALIFORNIA,AVE,256190,,41.8732721,-87.69593724,"(41.87327209506488, -87.69593723519017)"
5360092,09/29/2023,03/28/2016,OPEN,,PLANS & PERMITS REQ - CONTRCTR,OTHER   :    :,SUBMIT PLANS AND OBTAIN PERMIT FOR ALL RELATED WORK TO AUTHORIZE ALTERATIONS TO BASEMENT OR RESTORE THE BUILDING TO THE ORIGINAL STATE.,282126,14148044,CLOSED,N,COMPLAINT,3423 N TRIPP AVE,3423,N,TRIPP,AVE,135016,,41.94334807,-87.73332069,"(41.943348073252025, -87.73332069268076)"
6599441,02/09/2024,04/26/2021,COMPLIED,02/09/2024,PLANS & PERMITS REQ - CONTRCTR,OTHER   :    :OTHER,EAST ELEVATION / WOOD ENCLOSED PORCH -  BUILT WITHOUT A PERMIT. WEST ELEVATION / WOOD DECK AND ROOF CANOPY - BUILT WITHOUT A PERMIT. WEST ELEVATION AT ALLEY 10 FOOT BY 30 FOOT IRON FENCE WITH ROLLING GATES - INSTALLED WITHOUT A PERMITSUBMIT PLANS AND OBTAIN PERMIT TO AUTHORIZE ALTERATIONS TO FRONT PORCH AND REAR DECK OR RESTORE THE BUILDING TO THE ORIGINAL STATE.  SUBJECT TO FIELD INSPECTION AND APPROVAL.,207370,14131844,PASSED,N,COMPLAINT,4610 S HONORE ST,4610,S,HONORE,ST,311729,10.0,41.80999163,-87.67123244,"(41.80999163408109, -87.67123244136499)"
6933762,03/29/2023,03/07/2023,OPEN,,PLANS & PERMITS REQ - CONTRCTR,,POURED NEW 3FT ELEVATED CONCRETE FOUNDATION & PARKING PAD 25FT X 25FT ON DEPRESSED LOT @ THE SOUTH ELEVATION AT REAR OF PROPERTY WITH ALLEY ACCESS & 6FT SOLID COMBUSTIBLE FENCE AT THE N-E-W LOT LINES,287646,14077801,FAILED,N,COMPLAINT,451 W 27TH ST,451,W,27TH,ST,283828,,41.84440909,-87.63863289,"(41.844409085907884, -87.63863289063839)"
7212778,08/30/2024,08/05/2024,OPEN,,PLANS & PERMITS REQ - CONTRCTR,,INTERIOR & EXTERIOR ALTERATIONS TO AN EXISTING 1.5 STORY MASONRY SINGLE FAMILY DWELLING INCLUDING BUT NOT LIMITED TO 1. ERECTING NEW PARTITIONS ALL LEVELS 2. NEW M.E.P.'S ALL LEVELS 3. NEW ELEC SERVICE 4. NEW 22X20 FRAME GARAGE,287646,14435061,FAILED,N,COMPLAINT,7501 S MORGAN ST,7501,S,MORGAN,ST,423331,,41.75758715,-87.64892663,"(41.7575871531057, -87.64892663297721)"
5059792,12/03/2024,05/15/2015,OPEN,,PLANS & PERMITS REQ - CONTRCTR,EXTERIOR:E   :,NO PLAN AND PERMIT ON RECORD FOR OVERSIZED GARAGE AND ATTIC DORMER.,BL00941,14464280,FAILED,N,COMPLAINT,6155 S PARKSIDE AVE,6155,S,PARKSIDE,AVE,373115,,41.7800733,-87.762882,"(41.78007330282721, -87.76288199632006)"
6986985,06/22/2023,06/09/2023,OPEN,,PLANS & PERMITS REQ - CONTRCTR,,REMOVED FLOOR JOISTS AND PARTITIONS FROM A 2 STORY BUILDING INSTALLED NEW PLYWOOD ON ROOF,BL00258,14110947,FAILED,N,COMPLAINT,4201 S NORMAL AVE,4201,S,NORMAL,AVE,304490,,41.81806895,-87.63832373,"(41.818068951741324, -87.63832372952137)"
7227971,09/23/2024,09/23/2024,OPEN,,PLANS & PERMITS REQ - CONTRCTR,EXTERIOR:W   :,FRONT YARD - CANOPY STRUCTURE WITH CONCRETE FILLED POSTS INCLUIDNG SINK INSTALLED FOR RESTAURANT USE.,BL00904,14444121,FAILED,N,COMPLAINT,2713 S KEDVALE AVE,2713,S,KEDVALE,AVE,289759,,41.84192959,-87.7279854,"(41.84192958944736, -87.72798540295788)"
7206248,08/19/2024,08/19/2024,OPEN,,PLANS & PERMITS REQ - CONTRCTR,OTHER   :    :OTHER,WOOD CARPORT BUILT ATTACHED TO WOOD FRAME GARAGE: PLANS AND PERMIT REQUIRED.,BL00831,14430522,FAILED,N,COMPLAINT,5635 S ST LOUIS AVE,5635,S,ST LOUIS,AVE,352991,,41.79053795,-87.71067887,"(41.79053794651166, -87.71067886712545)"
6905973,01/26/2023,01/18/2023,OPEN,,PLANS & PERMITS REQ - CONTRCTR,,EXTERIOR ALTERATIONS ERECTED A NEW FRAME 2 STORY PORCH AT THE WEST ELEVATION,371002,13940655,FAILED,N,COMPLAINT,6822 S LANGLEY AVE,6822,S,LANGLEY,AVE,393228,,41.77056713,-87.6083052,"(41.77056713046568, -87.60830519913063)"
6146390,01/10/2024,11/14/2018,COMPLIED,12/29/2023,PLANS & PERMITS REQ - CONTRCTR,INTERIOR:-1  :,"SUBMIT PLANS, AND OBTAIN PERMITS FOR ALL RELATED WORK TO AUTHORIZE ALTERATIONS TO BASEMENT, OR RESTORE BUILDING TO THE ORIGINAL STATE.",282126,14104550,PASSED,N,COMPLAINT,5744 W ADDISON ST,5744,W,ADDISON,ST,156301,,41.94594125,-87.77097987,"(41.94594125305117, -87.77097986508035)"
7031925,08/29/2023,08/28/2023,OPEN,,PLANS & PERMITS REQ - CONTRCTR,,OBTAIN PLANS AND PERMIT TO REPLACE STAIRS TO SECOND FLOOR AT THE SOUTH AND WEST ELEVTIONS. WEST ELEVATION REMOVED AND LAYING IN REAR YARD.,287646,13361514,FAILED,N,PERIODIC,8216 S VINCENNES AVE,8216,S,VINCENNES,AVE,436805,,41.74480061,-87.63592483,"(41.74480061003419, -87.6359248327778)"
7139739,03/27/2024,03/11/2024,OPEN,,PLANS & PERMITS REQ - CONTRCTR,,"INTERIOR ALTERATION TO AN EXISTING TWO (2) STORY MASONRY SINGLE FAMILY RESIDENCE INCLUDING BUT NOT LIMITED TO REMOVED AND RELOCATED PARTITIONS, PERFORMING WORK REQUIRING LICENSED TRADESMEN",207401,14316426,FAILED,N,COMPLAINT,9012 S HARPER AVE,9012,S,HARPER,AVE,463270,50.0,41.73099224,-87.5869388,"(41.73099223853218, -87.5869387948589)"
5488010,06/13/2024,05/25/2016,OPEN,,PLANS & PERMITS REQ - CONTRCTR,INTERIOR:001 :INTERIOR,BASEMENT OFFICE - OFFICE CONVERTED INTO DWELLING UNIT WITHOUT PLANS OR PERMIT.SUBMIT PLANS AND OBTAIN PERMIT FOR ALL RELATED WORK TO AUTHORIZE ALTERATIONS BASEMENT FLOOR OFFICE UNIT OR RESTORE THE BUILDING TO THE ORIGINAL STATE. ALL WORK SUBJECT TO REVIEW AND APPROVAL BY ALL RELATED TRADES.,447020,13633169,FAILED,N,PERIODIC,509 W MELROSE ST,509,W,MELROSE,ST,8860,8.0,41.94105749,-87.64233874,"(41.941057487659286, -87.64233874416298)"
7242791,10/31/2024,10/16/2024,OPEN,,PLANS & PERMITS REQ - CONTRCTR,,BUILT A 24'X25' FRAME GARAGE PLUS 8'X24' ATTACHED PATIO ROOF,BL00258,14455886,FAILED,N,COMPLAINT,3807 W 55TH PL,3807,W,55TH,PL,353957,,41.79224265,-87.71858488,"(41.792242650688394, -87.71858488345002)"
6910607,02/01/2023,02/01/2023,OPEN,,PLANS & PERMITS REQ - CONTRCTR,OTHER   :    :OTHER,"THIS 22 STORY HIGH RISE IS ENGAGED IN EXTERIOR WALL WORK ON THE SOUTH ELEVATION.ALL 4 ELEVATIONS ARE IN DISREPAIR TO THE EXTENT THAT THESE EXTERIOR WALLS ARE IN DANGEROUS AND HAZARDOUS CONDITION. THERE ARE NO PERMITS ON FILE FOR THE CURRENT EXTERIOR WALL WORK BEING PERFORMED AT THIS PROPERTY. IN ADDITION TO SUBMITTING A EXTERIOR WALL CRITICAL EXAMINATION REPORT FOR THIS BUILDING (LAST REPORT - 2018), PLANS AND A PERMIT ARE REQUIRED FOR FURTHWER WORK TO PROCEED.",BL00685,13621670,FAILED,N,PERIODIC,6040 S HARPER AVE,6040,S,HARPER,AVE,22791,,41.78478381,-87.58828903,"(41.78478381220476, -87.58828902988566)"
6377320,10/23/2024,11/05/2019,COMPLIED,10/16/2024,PLANS & PERMITS REQ - CONTRCTR,OTHER   :    :CLOSED (BL01000),SUBMIT PLANS AND OBTAIN PERMIT FOR ALL RELATED WORK TO AUTHORIZE ALTERATIONS TO BASEMENT  OR RESTORE THE BUILDING TO THE ORIGINAL STATE.,BL01037,14327829,PASSED,N,COMPLAINT,4865 W WABANSIA AVE,4865,W,WABANSIA,AVE,79574,,41.9113161,-87.74840727,"(41.911316096867104, -87.74840726686726)"
7085703,12/12/2023,11/30/2023,OPEN,,PLANS & PERMITS REQ - CONTRCTR,,INTERIOR AND EXTERIOR ALTERATIONS TO AN EXISTING 2 STORY MASONRY PULLMAN ROW HOUSE INCLUDING BUT NOT LIMITED TO 1. ERECTING NEW PARTITIONS AND M.E.P.S AT ALL LEVELS,287646,14174244,FAILED,N,COMPLAINT,10714 S LANGLEY AVE,10714,S,LANGLEY,AVE,510625,,41.69975015,-87.60637346,"(41.69975015068018, -87.60637346047129)"
6784099,06/20/2023,04/28/2022,OPEN,,PLANS & PERMITS REQ - CONTRCTR,OTHER   :    :OTHER,SUBMIT PLANS AND OBTAIN PERMIT FOR ALL RELATED WORK TO AUTORIZE ALTERATIONS TO BASEMENT OR RESTORE THE BUILDING TO THE ORIGINAL STATE.,BL00941,14109361,FAILED,N,COMPLAINT,7159 S MARSHFIELD AVE,7159,S,MARSHFIELD,AVE,411903,,41.76316892,-87.66484243,"(41.763168916478165, -87.66484243203152)"
6951455,05/03/2023,04/28/2023,OPEN,,PLANS & PERMITS REQ - CONTRCTR,,INTERIOR/EXTERIOR ALTERATIONS OF EXISTING (3) STORY MASONRY RESIDENTIAL BUILDING INCLUDING BUT NOT LIMITED TOO FULL REHAB ALL LEVELS TO EXISTING (6) UNIT BUILDING,BL00746,14090713,FAILED,N,COMPLAINT,6444 N BOSWORTH AVE,6444,N,BOSWORTH,AVE,229061,,41.99942253,-87.66935522,"(41.99942252568097, -87.66935521791288)"
6897017,04/04/2024,01/06/2023,COMPLIED,04/04/2024,PLANS & PERMITS REQ - CONTRCTR,OTHER   :    :OTHER,BUILDING'S LINTELS HAVE RECENTLY BEEN REPLACED WITHOUT A PERMIT. PLANS AND PERMIT ARE NOW REQUIRED. SUBJEECT TO FIELD INSPECTION AND APPROVAL.,BL00876,13907840,CLOSED,N,COMPLAINT,1853 W 64TH ST,1853,W,64TH,ST,381988,,41.77745042,-87.6711383,"(41.777450417567586, -87.67113830409382)"
7159160,05/06/2024,04/02/2024,OPEN,,PLANS & PERMITS REQ - CONTRCTR,4722-30 ENTIRE BUILDING,4722-30 SUBMIT PLANS AND OBTAIN PERMITS FOR ALL RELATED WORK TO AUTHORIZE ALTERATIONS TO ENTIRE BUILDING.  14A-4-401.1,BL00947,14124093,FAILED,N,COMPLAINT,4722 W AUGUSTA BLVD,4722,W,AUGUSTA,BLVD,3837,,41.89883309,-87.74457236,"(41.89883308646594, -87.7445723613028)"
6951480,05/03/2023,04/24/2023,OPEN,,PLANS & PERMITS REQ - CONTRCTR,,ERECTED NEW PERCOLA ON TOP OF REAR MASONRY GARAGE,BL00746,14090744,FAILED,N,COMPLAINT,3537 N GREENVIEW AVE,3537,N,GREENVIEW,AVE,128921,,41.94631732,-87.66627354,"(41.94631731488441, -87.66627353518246)"
6146939,12/05/2023,11/28/2018,COMPLIED,12/05/2023,PLANS & PERMITS REQ - CONTRCTR,OTHER   :    :,SUBMIT PLANS AND OBTAIN PERMIT FOR ALL RELATED WORK TO AUTHORIZED ALTERATIONS TO BASEMENT  C OR RESTORE THE BUILDING TO THE ORIGINAL STATE,207370,14110800,PASSED,N,COMPLAINT,1634 W GARFIELD BLVD,1634,W,GARFIELD,BLVD,548955,,41.79412037,-87.66594151,"(41.79412036565321, -87.66594150554482)"
7226835,09/27/2024,09/27/2024,OPEN,,PLANS & PERMITS REQ - CONTRCTR,"OTHER   :    :BASEMENT,","BASEMENT /SUBMIT PLANS AND OBTAIN PERMIT FOR ALL RELATED WORK TO AUTHORIZE ALTERATIONS TO BASEMENT OR RESTORE TO THE ORIGINAL STATE.(14A-4-401.1 THRU 14A-4-404.22, 14A-4-410.1, 14A-4-411 THRU 14A-4-411.3, TABLE 14A-12-1204.2)",464422,14443562,FAILED,N,COMPLAINT,1605 S DRAKE AVE,1605,S,DRAKE,AVE,272704,,41.85878515,-87.71383379,"(41.85878515182547, -87.71383378746566)"
5027265,02/03/2023,04/08/2015,COMPLIED,01/20/2023,PLANS & PERMITS REQ - CONTRCTR,INTERIOR:-1  :BL01037,"BASEMENT & ATTIC APARTMENTS; GARAGE CANOPY - SUBMIT PLANS AND OBTAIN PERMIT FOR ALL WORK RELATED TO AUTHORIZE: 1)CONVERSION OF BASEMENT AND ATTIC INTO DWELLING UNITS, AND 2) CONSTRUCTION OF EXTERIOR GARAGE CANOPY OR RESTORE THE BUILDING TO THE ORIGINAL STATE.",BL01000,11574971,FAILED,N,COMPLAINT,2737 N MARMORA AVE,2737,N,MARMORA,AVE,108588,,41.93045999,-87.77336355,"(41.93045998996219, -87.77336354695862)"
7009335,12/20/2024,07/24/2023,OPEN,,PLANS & PERMITS REQ - CONTRCTR,OTHER   :    :OTHER,SUBMIT PLANS AND OBTAIN PERMIT FOR ALL RELATED WORK TO AUTHORIZE ALTERATIONS TO BASEMENT.,BL00941,14471194,FAILED,N,COMPLAINT,5944 S FRANCISCO AVE,5944,S,FRANCISCO,AVE,368152,59.0,41.78502971,-87.69614191,"(41.785029712598416, -87.69614191190863)"
7058217,10/13/2023,09/26/2023,OPEN,,PLANS & PERMITS REQ - CONTRCTR,,ERECTED NEW FRAME 2ND FLOOR ADDITION TO EXISTING 1 STORY MASONRY SINGLE FAMILY DWELLING,388180,14153245,FAILED,N,COMPLAINT,6748 S INDIANA AVE,6748,S,INDIANA,AVE,392325,,41.77143471,-87.62041492,"(41.77143470564742, -87.62041491462887)"
7131621,03/11/2024,03/11/2024,OPEN,,PLANS & PERMITS REQ - CONTRCTR,INTERIOR:001 :BASEMENT,"ILLEGAL BASEMENT DWELLING / SUBMIT PLANS AND OBTAIN PERMIT FOR ALL RELATED WORK TO AUTHORIZE ALTERATIONS TO BASEMENT OR RESTORE TO THE ORIGINAL STATE.(14A-4-401.1 THRU 14A-4-404.22, 14A-4-410.1, 14A-4-411 THRU 14A-4-411.3, TABLE 14A-12-1204.2)",464422,14260793,FAILED,N,COMPLAINT,1239 S SPRINGFIELD AVE,1239,S,SPRINGFIELD,AVE,265221,,41.86499849,-87.72255203,"(41.86499848491645, -87.72255202840185)"
7064998,08/12/2024,10/26/2023,COMPLIED,07/26/2024,PLANS & PERMITS REQ - CONTRCTR,EXTERIOR:S   :BL00876,"RECENTLY BUILT FRONT PORCH - NO PLANS SUBMITTED, NO PERMIT OBTAINED.  SUBMIT  PLANS AND OBTAIN PERMIT FOR ALL WORK  RELATED TO AURTHORIZE REPLACEMENT OF FRONT PORCH.",BL01000,14158803,FAILED,N,COMPLAINT,8425 S BALTIMORE AVE,8425,S,BALTIMORE,AVE,451341,,41.7425322,-87.55190046,"(41.74253219645427, -87.5519004571772)"
7011863,07/08/2024,07/27/2023,COMPLIED,07/08/2024,PROVIDE,OTHER   :    :OTHER,STAIRWELLS ID SINGS (INTERIOR AND CORRIDOR SIDE) - TO HIGH AND AWAY FROM DOOR KNOB AREA.PER CODE SECTION 4 (13-76-075).,455370,14123965,FAILED,N,PERIODIC,738 E 43RD ST,738,E,43RD,ST,17907,47.0,41.81690823,-87.60760464,"(41.81690823375351, -87.60760463848219)"
6927308,08/02/2024,03/15/2023,COMPLIED,04/25/2024,PROVIDE,OTHER   :    :OTHER,"SOUTH ELEVATION / 2 STORY 3XX20 FT EXTERIOR  OVER HANG - STONE AND BRICK. COLUMNS  FOOTING UNKOWN ..COLUMNS AND I BEAM RUSTED .1ST FL 6 INCH IBEAM BENT AT END IN HALF .PROVIDE PER SECTION CODE   14A-6-603.3, 14A-6-603.3.2, 14A-6-603.3.3, 14A-6-603.3.4,    SUBMIT EXTERIOR WALL CRITICAL EXAM 100% HAND-ON INSPECTION FOR (SOUTH ELEVATION FOR  OVER HANG )SUBMIT TO ; DEPT OF BUILDING 2045 W WASHINGTON",BL00941,14313370,PASSED,N,COMPLAINT,6032 S ELIZABETH ST,6032,S,ELIZABETH,ST,364067,,41.78404832,-87.65597594,"(41.78404832180209, -87.65597593690005)"
5940575,07/18/2024,02/28/2018,COMPLIED,07/18/2024,PROVIDE,INTERIOR:002 :,"(13-196-084) 10(13-160-269)			STAIRWELL DOORS LOCKED AND REQUIRES KEY FOR RE-ENTRY ONTO FLOORS,NO FAIL SAFE DOOR UNLOCKING SYSTEM INSTALLED.			2ND FLOOR STAIRWELL DOOR AND 2ND FLOOR GLASS PARTITION DOOR.",455370,12566085,FAILED,N,PERIODIC,3711 S VINCENNES AVE,3711,S,VINCENNES,AVE,297236,,41.8272019,-87.61156941,"(41.82720189707372, -87.61156940870792)"
