id,brand,model,color,registration_date,year,price_in_euro,power_kw,power_ps,transmission_type,fuel_type,fuel_consumption_l_100km,fuel_consumption_g_km,mileage_in_km,offer_description,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats
41573.0,bmw,BMW i4,green,11/2021,2021,80000-90000 EUR,400.0,544.0,Automatic,Electric,,0 g/km,18000.0,"M50 Gran Coup,Glasdach,Laserlicht,IconicSoun",,,,,,,,,,,,,,
165341.0,porsche,Porsche 911,black,10/2014,2014,80000-90000 EUR,383.0,521.0,Automatic,Petrol,"9,7 l/100 km",230 g/km,139900.0,"Turbo 8Fach Somme Chrono, Sitzbel¨¹ft",,,,,,,,,,,,,,
22912.0,bentley,Bentley Arnage,grey,10/2007,2007,80000-90000 EUR,373.0,507.0,Automatic,Petrol,"19,5 l/100 km",465 g/km,50500.0,T Mulliner II    In Top Sammler Zustand,,,,,,,,,,,,,,
22154.0,audi,Audi SQ5,grey,06/2023,2023,80000-90000 EUR,251.0,341.0,Automatic,Diesel,"8,3 l/100 km",217 g/km,10000.0,TDI 251(341) kW(PS) tiptronic AHK PANO,,,,,,,,,,,,,,
64194.0,ford,Ford Fiesta,black,02/2016,2016,less than 10000 EUR,74.0,101.0,Manual,Petrol,"4,3 l/100 km",99 g/km,66400.0,Trend 1.0 EcoBoost,,,,,,,,,,,,,,
60696.0,ford,Ford Mondeo,silver,03/2012,2012,less than 10000 EUR,103.0,140.0,Automatic,Diesel,"5,6 l/100 km",149 g/km,297409.0,Turnier 2.0 TDCi Aut. Trend,,,,,,,,,,,,,,
224548.0,volkswagen,Volkswagen Polo,black,09/2012,2012,less than 10000 EUR,51.0,69.0,Manual,Petrol,"5,5 l/100 km",128 g/km,92700.0,Trendline Klima 5-t¨¹rig,,,,,,,,,,,,,,
78102.0,hyundai,Hyundai i30,black,11/2014,2014,less than 10000 EUR,73.0,99.0,Manual,Petrol,"6,5 l/100 km",154 g/km,80000.0,cw Trend*KLIMA*BLUETOOTH*PDC*,,,,,,,,,,,,,,
134995.0,nissan,Nissan Note,black,09/2014,2014,less than 10000 EUR,66.0,90.0,Manual,Diesel,"3,6 l/100 km",93 g/km,133500.0,Visia (E12),,,,,,,,,,,,,,
24800.0,bmw,BMW X3,grey,07/2004,2004,less than 10000 EUR,141.0,192.0,Manual,Petrol,"11,2 l/100 km",265 g/km,199999.0,2.5i (E83) T¨¹V NEU ANH?NGERKUPPLUNG,,,,,,,,,,,,,,
177525.0,seat,SEAT Leon,grey,09/2009,2009,less than 10000 EUR,125.0,170.0,Manual,Diesel,"5,1 l/100 km",134 g/km,200323.0,2.0 TDI DPF FR,,,,,,,,,,,,,,
214625.0,volkswagen,Volkswagen Golf,silver,12/2001,2001,less than 10000 EUR,55.0,75.0,Manual,Petrol,"6,6 l/100 km",#NAME?,142000.0,2.0 *RENTNER*WENIG KM*,,,,,,,,,,,,,,
44123.0,citroen,Citroen C1,white,02/2013,2013,less than 10000 EUR,50.0,68.0,Manual,Petrol,"4,3 l/100 km",#NAME?,69000.0,2.2 KLIMA/ATM35TSD/SCHLAFKABINE,,,,,,,,,,,,,,
61966.0,ford,Ford Focus,black,05/2014,2014,less than 10000 EUR,92.0,125.0,Manual,Petrol,"5,1 l/100 km",121 g/km,79000.0,Trend Turnier (CB8),,,,,,,,,,,,,,
219194.0,volkswagen,Volkswagen Golf Plus,silver,04/2008,2008,less than 10000 EUR,103.0,140.0,Manual,Petrol,,#NAME?,116000.0,Golf Plus 1.4 TSI Edition,,,,,,,,,,,,,,
223463.0,volkswagen,Volkswagen Scirocco,white,04/2011,2011,less than 10000 EUR,195.0,265.0,Automatic,Petrol,8 l/100 km,#NAME?,120000.0,DSG R,,,,,,,,,,,,,,
140507.0,opel,Opel Corsa,silver,03/2007,2007,less than 10000 EUR,59.0,80.0,Manual,Petrol,"6,1 l/100 km",146 g/km,175000.0,D Edition,,,,,,,,,,,,,,
204085.0,smart,smart forTwo,white,10/2015,2015,less than 10000 EUR,52.0,71.0,Manual,Petrol,"4,1 l/100 km",93 g/km,60022.0,*mit Allwetterreifen*,,,,,,,,,,,,,,
107415.0,mercedes-benz,Mercedes-Benz C 180,bronze,01/2008,2008,less than 10000 EUR,115.0,156.0,Automatic,Petrol,"7,6 l/100 km",#NAME?,143500.0,Kompressor Automatik Avantgarde,,,,,,,,,,,,,,
104084.0,mercedes-benz,Mercedes-Benz C 180,silver,10/2003,2003,less than 10000 EUR,105.0,143.0,Manual,Petrol,"8,7 l/100 km",209 g/km,115000.0,C -Klasse Sportcoupe Kompressor - Benzin,,,,,,,,,,,,,,
6196.0,audi,Audi A1,white,06/2011,2011,less than 10000 EUR,63.0,86.0,Manual,Petrol,5 l/100 km,116 g/km,157000.0,1.2 TFSI Ambition,,,,,,,,,,,,,,
142657.0,opel,Opel Zafira,blue,07/2012,2012,less than 10000 EUR,110.0,150.0,Manual,CNG,"8,1 l/100 km",144 g/km,269350.0,Family B 7-Sitze/Navi/Sitzheiz/Klima/Tempom/1.Hand,,,,,,,,,,,,,,
88002.0,kia,Kia Ceed / cee'd,white,05/2013,2013,less than 10000 EUR,73.0,99.0,Manual,Petrol,6 l/100 km,#NAME?,160000.0,FIFA World Cup Edition 4WD,,,,,,,,,,,,,,
142009.0,opel,Opel Corsa,white,06/2010,2010,less than 10000 EUR,51.0,69.0,Manual,Petrol,"5,3 l/100 km",124 g/km,111510.0,1.2 16V ecoFLEX Edition 111 Jahre,,,,,,,,,,,,,,
190424.0,skoda,Skoda Rapid/Spaceback,blue,10/2013,2013,less than 10000 EUR,77.0,105.0,Manual,Diesel,"4,4 l/100 km",117 g/km,116760.0,Elegance Xenon Navi  Winterpaket,,,,,,,,,,,,,,
142769.0,opel,Opel Astra,grey,03/2012,2012,less than 10000 EUR,88.0,120.0,Manual,Petrol,"6,1 l/100 km",144 g/km,96590.0,"Sports Tourer 1.4 Turbo 120 PS SHZ, LHZ, AHK, PDC",,,,,,,,,,,,,,
27889.0,bmw,BMW 325,silver,01/2009,2009,less than 10000 EUR,145.0,197.0,Automatic,Diesel,"6,3 l/100 km",#NAME?,290000.0,"1er,T¨¹V/Neu,Klima,Alu,Gepflegt,Garantie!!",,,,,,,,,,,,,,
220650.0,volkswagen,Volkswagen Passat Variant,silver,04/2009,2009,less than 10000 EUR,90.0,122.0,Automatic,Petrol,"6,5 l/100 km",154 g/km,130000.0,+2 Hand+T¨¹v+Au Neu+Scheckheft,,,,,,,,,,,,,,
219536.0,volkswagen,Volkswagen Caddy,blue,05/2009,2009,less than 10000 EUR,77.0,105.0,Automatic,Diesel,7 l/100 km,185 g/km,115000.0,"Automatik, Klima, SHZ, Garantie",,,,,,,,,,,,,,
58129.0,ford,Ford Fiesta,grey,07/2005,2005,less than 10000 EUR,50.0,68.0,Manual,Diesel,"4,6 l/100 km",122 g/km,197000.0,Lim. Trend 1.8 Klimaautomatik CD Euro4,,,,,,,,,,,,,,
141223.0,opel,Opel Corsa,black,09/2009,2009,less than 10000 EUR,59.0,80.0,Manual,Petrol,"6,1 l/100 km",145 g/km,177000.0,D Edition*T¨¹V NEU*KLIMA*,,,,,,,,,,,,,,
87823.0,kia,Kia Picanto,silver,10/2011,2011,less than 10000 EUR,51.0,69.0,Manual,Petrol,"4,2 l/100 km",100 g/km,85624.0,Edition 7 Klima T¨¹v neu,,,,,,,,,,,,,,
219090.0,volkswagen,Volkswagen Passat Variant,black,02/2008,2008,less than 10000 EUR,103.0,140.0,Automatic,Diesel,"6,6 l/100 km",#NAME?,272000.0,2.0 TDI DSG Individual,,,,,,,,,,,,,,
62353.0,ford,Ford Fiesta,white,07/2014,2014,less than 10000 EUR,74.0,101.0,Manual,Petrol,"4,5 l/100 km",107 g/km,80600.0,SYNC Edition Klima / Sitzheizung,,,,,,,,,,,,,,
140008.0,opel,Opel Astra,silver,07/2006,2006,less than 10000 EUR,77.0,105.0,Manual,Petrol,"6,6 l/100 km",156 g/km,249987.0,H Lim. Edition AHK T¨¹v f?llig! Euro 4,,,,,,,,,,,,,,
140937.0,opel,Opel Astra,blue,05/2009,2009,less than 10000 EUR,103.0,140.0,Manual,Petrol,"7,1 l/100 km",169 g/km,112000.0,1.8 Edition OPC Line,,,,,,,,,,,,,,
206071.0,toyota,Toyota Avensis,orange,06/2010,2010,less than 10000 EUR,108.0,147.0,Manual,Petrol,"6,6 l/100 km",156 g/km,173000.0,Kombi 1.8 Edition Navi Klima Tempomat,,,,,,,,,,,,,,
24321.0,bmw,BMW 325,silver,09/2002,2002,less than 10000 EUR,141.0,192.0,Automatic,Petrol,"9,5 l/100 km",229 g/km,182082.0,1.6 BENZIN,,,,,,,,,,,,,,
140387.0,opel,Opel Corsa,black,11/2007,2007,less than 10000 EUR,59.0,80.0,Manual,Petrol,"6,1 l/100 km",145 g/km,190000.0,*T¨¹V*SCHECKHEFT,,,,,,,,,,,,,,
158713.0,peugeot,Peugeot 206,grey,04/2004,2004,less than 10000 EUR,80.0,109.0,Manual,Petrol,7 l/100 km,166 g/km,190000.0,CC Platinum/E-Verdeck+Leder+Klima+Sitzheiz./T¨¹V,,,,,,,,,,,,,,
58196.0,ford,Ford Focus,silver,06/2005,2005,less than 10000 EUR,74.0,101.0,Manual,Petrol,"6,4 l/100 km",152 g/km,166042.0,Turnier Trend,,,,,,,,,,,,,,
219721.0,volkswagen,Volkswagen Polo,grey,04/2009,2009,less than 10000 EUR,63.0,86.0,Manual,Petrol,"5,9 l/100 km",#NAME?,109000.0,1.4 Comfortline,,,,,,,,,,,,,,
159220.0,peugeot,Peugeot 308,grey,11/2009,2009,less than 10000 EUR,70.0,95.0,Manual,Petrol,"6,7 l/100 km",159 g/km,188131.0,1.4 SW Tendance 2.Hand*Klimaanlage*,,,,,,,,,,,,,,
51198.0,daihatsu,Daihatsu Sirion,red,09/2006,2006,less than 10000 EUR,51.0,69.0,Manual,Petrol,5 l/100 km,118 g/km,94500.0,1.0  * 5 t¨¹rig * Klima *,,,,,,,,,,,,,,
230418.0,volkswagen,Volkswagen Golf Sportsvan,black,02/2015,2015,less than 10000 EUR,81.0,110.0,Manual,Diesel,"3,6 l/100 km",95 g/km,178000.0,"1.6 TDI  BTM Navi,Kamera,Alu 17"".",,,,,,,,,,,,,,
78434.0,hyundai,Hyundai i30,silver,03/2015,2015,less than 10000 EUR,73.0,99.0,Manual,Petrol,6 l/100 km,#NAME?,54000.0,i30 1.4 Classic,,,,,,,,,,,,,,
109259.0,mercedes-benz,Mercedes-Benz Vito,blue,01/2010,2010,less than 10000 EUR,70.0,95.0,Manual,Diesel,9 l/100 km,#NAME?,144500.0,Vito 109 CDI Kompakt DPF Worker,,,,,,,,,,,,,,
52659.0,fiat,Fiat Grande Punto,blue,06/2008,2008,less than 10000 EUR,48.0,65.0,Manual,Petrol,"5,9 l/100 km",139 g/km,120223.0,Dynamic 5 t¨¹r Klima Allwetterreifen,,,,,,,,,,,,,,
158785.0,peugeot,Peugeot 206,grey,04/2005,2005,less than 10000 EUR,65.0,88.0,Manual,Petrol,"6,5 l/100 km",155 g/km,171000.0,Quiksilver /Panorama/Klimaauto./T¨¹V 10/2024/,,,,,,,,,,,,,,
144257.0,opel,Opel Mokka,black,11/2014,2014,less than 10000 EUR,96.0,131.0,Automatic,Diesel,"5,3 l/100 km",#NAME?,142000.0,Mokka 1.7 CDTI Automatik Edition,,,,,,,,,,,,,,
104788.0,mercedes-benz,Mercedes-Benz E 500,silver,04/2004,2004,less than 10000 EUR,225.0,306.0,Automatic,LPG,,#NAME?,235500.0,"T 4-Matic, Prins LPG Autogas",,,,,,,,,,,,,,
59548.0,ford,Ford Transit,white,06/2009,2009,less than 10000 EUR,63.0,86.0,Manual,Diesel,"7,5 l/100 km",199 g/km,241406.0,Kasten FT 260 K LKW*T¨¹v+Inspektion Neu**,,,,,,,,,,,,,,
4758.0,audi,Audi A3,grey,07/2010,2010,less than 10000 EUR,92.0,125.0,Automatic,Petrol,"5,8 l/100 km",134 g/km,118550.0,1.4 TFSI Sportback,,,,,,,,,,,,,,
195670.0,skoda,Skoda Citigo,blue,01/2019,2019,less than 10000 EUR,55.0,75.0,Manual,Petrol,"4,4 l/100 km",101 g/km,101000.0,1.0 MPI Clever Sitzh. Klima Temp. Winterr,,,,,,,,,,,,,,
142907.0,opel,Opel Zafira,black,12/2012,2012,less than 10000 EUR,85.0,116.0,Manual,Petrol,"6,7 l/100 km",157 g/km,123600.0,1.6 ecoFLEX Family plus / 7 Sitze/AHK/Sitzheizung,,,,,,,,,,,,,,
78231.0,hyundai,Hyundai iX20,brown,04/2015,2015,less than 10000 EUR,92.0,125.0,Manual,Petrol,,0 g/km,97680.0,Cross,,,,,,,,,,,,,,
205502.0,toyota,Toyota Avensis,silver,12/2005,2005,less than 10000 EUR,95.0,129.0,Manual,Petrol,"7,2 l/100 km",171 g/km,171317.0,Kombi 1.8 Executive,,,,,,,,,,,,,,
24984.0,bmw,BMW 320,silver,08/2004,2004,less than 10000 EUR,125.0,170.0,Manual,Petrol,9 l/100 km,216 g/km,245700.0,i Edition Lifestyle |PDC|SHZ|TEMPO.|KLIMA|,,,,,,,,,,,,,,
51258.0,daihatsu,Daihatsu Sirion,grey,02/2008,2008,less than 10000 EUR,67.0,91.0,Manual,Petrol,"5,8 l/100 km",137 g/km,127410.0,1.3 CooLine T¨¹V neu zzgl. 501.-EURO Klima el. FH e,,,,,,,,,,,,,,
62492.0,ford,Ford Transit,white,04/2014,2014,less than 10000 EUR,114.0,155.0,Manual,Diesel,,#NAME?,200000.0,350 L4H3 Lkw Frod Transit Maxi Hochlang,,,,,,,,,,,,,,
103173.0,mercedes-benz,Mercedes-Benz C 180,silver,06/2001,2001,less than 10000 EUR,95.0,129.0,Automatic,Petrol,"9,6 l/100 km",230 g/km,200000.0,"L Avantgarde, AUTOMATIK, T¨¹V 12/23, Leder",,,,,,,,,,,,,,
60736.0,ford,Ford C-Max,silver,04/2012,2012,less than 10000 EUR,85.0,116.0,Manual,Diesel,"4,4 l/100 km",117 g/km,184000.0,*Top Zustand*,,,,,,,,,,,,,,
113474.0,mercedes-benz,Mercedes-Benz Citan,silver,09/2013,2013,less than 10000 EUR,66.0,90.0,Manual,Diesel,5 l/100 km,133 g/km,96000.0,109 KASTEN CDI lang KLIMA 1 HAND GARANTIE,,,,,,,,,,,,,,
28530.0,bmw,BMW 116,black,02/2010,2010,less than 10000 EUR,90.0,122.0,Manual,Petrol,"6,1 l/100 km",143 g/km,117839.0,i*Xenon*Schiebedach*Klima*PDC*Alu*Navi,,,,,,,,,,,,,,
225238.0,volkswagen,Volkswagen Polo,white,08/2012,2012,less than 10000 EUR,55.0,75.0,Manual,Diesel,"3,8 l/100 km",99 g/km,229495.0,1.2 TDI Trendline,,,,,,,,,,,,,,
141289.0,opel,Opel Corsa,black,08/2009,2009,less than 10000 EUR,44.0,60.0,Manual,Petrol,"5,6 l/100 km",134 g/km,149900.0,"D Selection ""110 Jahre"" + KLIMA",,,,,,,,,,,,,,
215946.0,volkswagen,Volkswagen New Beetle,silver,08/2004,2004,less than 10000 EUR,55.0,75.0,Manual,Petrol,"6,4 l/100 km",170 g/km,138000.0,Lim. 1.4 Miami*5-Gang*Klima*ALUS*T¨¹V,,,,,,,,,,,,,,
218970.0,volkswagen,Volkswagen Polo,black,03/2008,2008,less than 10000 EUR,59.0,80.0,Manual,Petrol,"6,4 l/100 km",#NAME?,207000.0,Polo 1.4 Comfortline,,,,,,,,,,,,,,
205756.0,toyota,Toyota Yaris,grey,08/2009,2009,less than 10000 EUR,51.0,69.0,Manual,Petrol,5 l/100 km,115 g/km,143400.0,1.0 VVT-i,,,,,,,,,,,,,,
53157.0,fiat,Fiat Doblo,white,06/2012,2012,less than 10000 EUR,66.0,90.0,Manual,Diesel,"5,2 l/100 km",138 g/km,98500.0,Basis Kasten,,,,,,,,,,,,,,
222085.0,volkswagen,Volkswagen Crafter,white,05/2010,2010,less than 10000 EUR,100.0,136.0,Manual,Diesel,,#NAME?,267600.0,2.5TDi Kasten*EU5*KLIMA*STANDHEIZUNG*AHK,,,,,,,,,,,,,,
140064.0,opel,Opel Corsa,silver,06/2006,2006,less than 10000 EUR,59.0,80.0,Manual,Petrol,"5,8 l/100 km",#NAME?,227600.0,1.2 16V Edition T¨¹v bis 2025,,,,,,,,,,,,,,
103777.0,mercedes-benz,Mercedes-Benz E 220,beige,05/2003,2003,less than 10000 EUR,110.0,150.0,Automatic,Diesel,"6,1 l/100 km",162 g/km,300000.0,Roadster Deutsches FZG Navigation Leder,,,,,,,,,,,,,,
205917.0,toyota,Toyota Avensis,yellow,06/2010,2010,less than 10000 EUR,108.0,147.0,Manual,Petrol,"6,6 l/100 km",156 g/km,173000.0,Kombi 1.8 Edition Navi Klima Tempomat,,,,,,,,,,,,,,
53006.0,fiat,Fiat Panda,red,11/2011,2011,less than 10000 EUR,40.0,54.0,Manual,Petrol,"5,7 l/100 km",135 g/km,139269.0,1.1 8V Active (169),,,,,,,,,,,,,,
51136.0,daihatsu,Daihatsu Sirion,red,01/2002,2002,less than 10000 EUR,43.0,58.0,Manual,Petrol,"5,5 l/100 km",129 g/km,124491.0,Pur,,,,,,,,,,,,,,
24367.0,bmw,BMW 325,blue,03/2003,2003,less than 10000 EUR,141.0,192.0,Manual,Petrol,"9,6 l/100 km",230 g/km,194711.0,Ci Cabrio  Schalter  Originalzustand    T¨¹V Neu,,,,,,,,,,,,,,
2784.0,audi,Audi TT,silver,04/2005,2005,less than 10000 EUR,110.0,150.0,Manual,Petrol,"8,3 l/100 km",197 g/km,165000.0,1.8 T Cabrio *LEDER*BOSE*,,,,,,,,,,,,,,
214517.0,volkswagen,Volkswagen Polo,green,03/2001,2001,less than 10000 EUR,44.0,60.0,Manual,Petrol,,#NAME?,202000.0,1.4 Edition KLIMA-SAUBER,,,,,,,,,,,,,,
142904.0,opel,Opel Astra,black,05/2012,2012,less than 10000 EUR,81.0,110.0,Manual,Diesel,"4,5 l/100 km",119 g/km,142000.0,J Sports Tourer Edition,,,,,,,,,,,,,,
191664.0,skoda,Skoda Citigo,silver,06/2015,2015,less than 10000 EUR,44.0,60.0,Manual,Petrol,"4,1 l/100 km",97 g/km,32800.0,"Active,wenig Kilometer,Navi",,,,,,,,,,,,,,
203456.0,smart,smart forFour,black,09/2005,2005,less than 10000 EUR,47.0,64.0,Manual,Petrol,"5,4 l/100 km",#NAME?,195000.0,pure,,,,,,,,,,,,,,
205923.0,toyota,Toyota Avensis,grey,01/2010,2010,less than 10000 EUR,108.0,147.0,Manual,Petrol,"6,6 l/100 km",156 g/km,179000.0,Kombi Sol Klimaautomatik T¨¹v/Au 06.2024,,,,,,,,,,,,,,
105419.0,mercedes-benz,Mercedes-Benz E 350,silver,08/2005,2005,less than 10000 EUR,200.0,272.0,Automatic,Petrol,"9,7 l/100 km",231 g/km,142500.0,7G-TRONIC Elegance,,,,,,,,,,,,,,
221211.0,volkswagen,Volkswagen Caddy,grey,02/2010,2010,less than 10000 EUR,75.0,102.0,Manual,Petrol,"8,2 l/100 km",195 g/km,192000.0,Team 4Motion (CAMERA/NAVI/AHK/AUT,,,,,,,,,,,,,,
59011.0,ford,Ford Focus,black,07/2008,2008,less than 10000 EUR,85.0,116.0,Manual,Petrol,"6,6 l/100 km",#NAME?,185000.0,"FIESTA ""TREND"" - KLIMA/ALU/T¨¹V NEU/1.HAND/AHK",,,,,,,,,,,,,,
79031.0,hyundai,Hyundai i40,white,08/2016,2016,less than 10000 EUR,121.0,165.0,Automatic,Petrol,"7,4 l/100 km",#NAME?,90594.0,Kombi 2.0*Trend*Automatik*Panoramadach,,,,,,,,,,,,,,
158959.0,peugeot,Peugeot 207,grey,07/2007,2007,less than 10000 EUR,54.0,73.0,Manual,Petrol,"6,3 l/100 km",150 g/km,82300.0,Sport*Alufelgen*Klima*,,,,,,,,,,,,,,
4383.0,audi,Audi A4,black,01/2009,2009,less than 10000 EUR,105.0,143.0,Automatic,Diesel,6 l/100 km,159 g/km,229877.0,Avant Attraction/Leder/Navi/Tempomat/PDC,,,,,,,,,,,,,,
2529.0,audi,Audi A4,silver,03/2004,2004,less than 10000 EUR,120.0,163.0,Manual,Diesel,"6,9 l/100 km",#NAME?,290983.0,Avant 2.5 TDI,,,,,,,,,,,,,,
218257.0,volkswagen,Volkswagen Polo,silver,04/2007,2007,less than 10000 EUR,59.0,80.0,Manual,Petrol,,#NAME?,130500.0,IV 1.4  Comfortline 1.Hand T¨¹v 09.2024,,,,,,,,,,,,,,
25573.0,bmw,BMW 325,grey,10/2006,2006,less than 10000 EUR,160.0,218.0,Automatic,Petrol,"9,1 l/100 km",218 g/km,155000.0,E90 325i Steuerkette Neu ORG 155Tkm Gew?hr,,,,,,,,,,,,,,
102476.0,mercedes-benz,Mercedes-Benz CLK 200,blue,06/1999,1999,less than 10000 EUR,100.0,136.0,Automatic,Petrol,"9,4 l/100 km",#NAME?,114661.0,COUPE*AUTOMATIK*ELEGANCE*KLIMA*PT*1.HAND,,,,,,,,,,,,,,
147445.0,opel,Opel Karl,grey,06/2017,2017,less than 10000 EUR,55.0,75.0,Manual,Petrol,"4,7 l/100 km",104 g/km,114000.0,Innovation 1.0i Alu Sitzheizung PDC 8-fach,,,,,,,,,,,,,,
157473.0,opel,Opel Rocks-e,grey,05/2023,2023,less than 10000 EUR,9.0,12.0,Automatic,Electric,,75 km Reichweite,1500.0,"TEKNO LED-Scheinwerfer, Panoramadach",,,,,,,,,,,,,,
23853.0,bmw,BMW 525,black,11/2000,2000,less than 10000 EUR,141.0,192.0,Manual,Petrol,"9,4 l/100 km",225 g/km,280000.0,Ci,,,,,,,,,,,,,,
207791.0,toyota,Toyota,white,05/2018,2018,less than 10000 EUR,51.0,69.0,Manual,Petrol,"4,1 l/100 km",95 g/km,49000.0,Aygo AYGO x-play Team D Kamera Klima LED USB,,,,,,,,,,,,,,
144215.0,opel,Opel Astra,red,03/2014,2014,less than 10000 EUR,125.0,170.0,Manual,Petrol,"5,9 l/100 km",140 g/km,141000.0,J Lim. 5-trg. 1.6 Turbo Exklusiv Sport,,,,,,,,,,,,,,
52803.0,fiat,Fiat Panda,grey,06/2009,2009,less than 10000 EUR,44.0,60.0,Manual,CNG,"5,6 kg/100 km",#NAME?,236182.0,1.2 natural power Dynamic,,,,,,,,,,,,,,
97854.0,mazda,Mazda 2,blue,04/2007,2007,less than 10000 EUR,55.0,75.0,Manual,Petrol,"6,3 l/100 km",#NAME?,62500.0,2 1.25l Comfort,,,,,,,,,,,,,,
138464.0,opel,Opel Astra,black,10/2001,2001,less than 10000 EUR,108.0,147.0,Manual,Petrol,"8,2 l/100 km",#NAME?,214389.0,Astra 2.2 16V Coupe,,,,,,,,,,,,,,
169601.0,renault,Renault Megane,black,06/2011,2011,less than 10000 EUR,74.0,101.0,Manual,Petrol,"6,7 l/100 km",159 g/km,83883.0,III  Je t'aime*Navi*Sitzhzg*gepflegt!*,,,,,,,,,,,,,,
108761.0,mercedes-benz,Mercedes-Benz C 200,black,12/2009,2009,less than 10000 EUR,100.0,136.0,Manual,Diesel,"5,7 l/100 km",149 g/km,280000.0,w204 gebraucht,,,,,,,,,,,,,,
224887.0,volkswagen,Volkswagen Golf,silver,11/2012,2012,less than 10000 EUR,77.0,105.0,Manual,Diesel,"4,1 l/100 km",107 g/km,134000.0,VI Trendline BlueMotion Garantie Service,,,,,,,,,,,,,,
44008.0,citroen,Citroen DS3,black,11/2012,2012,less than 10000 EUR,84.0,114.0,Manual,Diesel,"3,9 l/100 km",103 g/km,179846.0,XTR Kombi,,,,,,,,,,,,,,
138363.0,opel,Opel Omega,blue,01/2000,2000,less than 10000 EUR,100.0,136.0,Manual,Petrol,"8,5 l/100 km",#NAME?,161000.0,*KLIMA*ZV-FUNK*ALUFELGEN*RADIO-CD !!,,,,,,,,,,,,,,
142379.0,opel,Opel Corsa,black,11/2011,2011,less than 10000 EUR,74.0,101.0,Manual,Petrol,,#NAME?,175000.0,1.2 16V ecoFLEX Satellite,,,,,,,,,,,,,,
105023.0,mercedes-benz,Mercedes-Benz B 200,blue,11/2005,2005,less than 10000 EUR,103.0,140.0,Automatic,Diesel,6 l/100 km,#NAME?,257000.0,T CDI C -Klasse T-Modell (BM 203),,,,,,,,,,,,,,
25344.0,bmw,BMW 120,black,08/2005,2005,less than 10000 EUR,120.0,163.0,Manual,Diesel,"5,7 l/100 km",152 g/km,93824.0,d Lim. -XENON-SCHIEBEDACH-1HAND-,,,,,,,,,,,,,,
215495.0,volkswagen,Volkswagen New Beetle,silver,12/2003,2003,less than 10000 EUR,55.0,75.0,Manual,Petrol,"7,1 l/100 km",168 g/km,173280.0,Lim. 1.4 Arte,,,,,,,,,,,,,,
217513.0,volkswagen,Volkswagen Golf,silver,06/2006,2006,less than 10000 EUR,110.0,150.0,Manual,Petrol,8 l/100 km,191 g/km,259000.0,2.0 FSI Comfortline,,,,,,,,,,,,,,
44664.0,citroen,Citroen Jumpy,white,12/2016,2016,less than 10000 EUR,90.0,122.0,Manual,Diesel,"5,3 l/100 km",133 g/km,349147.0,"Business 2.0 HDI L2 KLIMA,NAVI,DAB,PDC,AHK,EU6",,,,,,,,,,,,,,
107202.0,mercedes-benz,Mercedes-Benz C 180,silver,06/2007,2007,less than 10000 EUR,105.0,143.0,Manual,Petrol,"7,9 l/100 km",190 g/km,286000.0,Kompressor Classic,,,,,,,,,,,,,,
27468.0,bmw,BMW 123,grey,05/2009,2009,less than 10000 EUR,150.0,204.0,Automatic,Diesel,"5,5 l/100 km",#NAME?,199999.0,123d Coupe Aut.,,,,,,,,,,,,,,
43609.0,citroen,Citroen C5,grey,01/2004,2004,less than 10000 EUR,100.0,136.0,Manual,Petrol,"8,4 l/100 km",200 g/km,205000.0,Kombi 2.0 SX,,,,,,,,,,,,,,
225197.0,volkswagen,Volkswagen Touran,silver,08/2012,2012,less than 10000 EUR,77.0,105.0,Manual,Diesel,"5,1 l/100 km",134 g/km,286000.0,Trendline D/C 4Motion Klima Radio,,,,,,,,,,,,,,
142244.0,opel,Opel Astra,grey,03/2011,2011,less than 10000 EUR,103.0,140.0,Manual,Petrol,,0 g/km,136000.0,"J 1.4 T Sports Tourer / SCHIEBEDACH, XENON",,,,,,,,,,,,,,
2347.0,audi,Audi A4,blue,02/2004,2004,less than 10000 EUR,125.0,170.0,Automatic,LPG,"9,5 l/100 km",228 g/km,108000.0,Lim. 2.4+AUTOMATIK+KLIMA+BENZIN+GASANLAGE,,,,,,,,,,,,,,
218657.0,volkswagen,Volkswagen New Beetle,grey,06/2008,2008,less than 10000 EUR,75.0,102.0,Manual,Petrol,"7,8 l/100 km",187 g/km,141714.0,Cabriolet 1.6 United/Leder/Xenon/PDC,,,,,,,,,,,,,,
216032.0,volkswagen,Volkswagen Polo,blue,04/2005,2005,less than 10000 EUR,40.0,54.0,Manual,Petrol,"5,8 l/100 km",#NAME?,187000.0,1.2,,,,,,,,,,,,,,
159721.0,peugeot,Peugeot 508,black,12/2012,2012,less than 10000 EUR,115.0,156.0,Manual,Petrol,,#NAME?,107000.0,Active 1.6 Turbo Klimaa.Tempo.PDC,,,,,,,,,,,,,,
226308.0,volkswagen,Volkswagen Golf,black,06/2013,2013,less than 10000 EUR,90.0,122.0,Automatic,Petrol,5 l/100 km,116 g/km,105000.0,VII Lim. Highline BMT Aut. Xenon Alcantara,,,,,,,,,,,,,,
229427.0,volkswagen,Volkswagen Golf Variant,blue,10/2015,2015,less than 10000 EUR,81.0,110.0,Manual,Diesel,"3,5 l/100 km",92 g/km,157999.0,1.6TDI CR BMT Bluemotion 110,,,,,,,,,,,,,,
