Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price
Jeep,2017,Wrangler,SUV,2017 Jeep Wrangler Unlimited Sport (4X4),USED,Automatic,"6 cyl, 3.6 L",4WD,Unleaded,11.7 L / 100 km,114870,Black / Black,"Deer Park, VIC",6 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Honda,2017,Civic,Hatchback,2017 Honda Civic Type R,USED,Manual,"4 cyl, 2 L",Front,Premium,8.8 L / 100 km,31685,White / Black & Red Cloth,"Golden Square, VIC",4 cyl,Hatchback, 5 Doors, 4 Seats,50000-60000 AUD
Mazda,2020,CX-9,SUV,2020 Mazda CX-9 Azami (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.8 L / 100 km,37942,Red / Brown Leather,"Berwick, VIC",4 cyl,SUV, 4 Doors, 7 Seats,50000-60000 AUD
Toyota,2019,Fortuner,SUV,2019 Toyota Fortuner Crusade,USED,Automatic,"4 cyl, 2.8 L",AWD,Diesel,8.6 L / 100 km,78664,Grey / -,"Bentley, WA",4 cyl,SUV, 4 Doors, 7 Seats,50000-60000 AUD
Toyota,2021,Granvia,Wagon,2021 Toyota Granvia Standard (6 Seats),USED,Automatic,"4 cyl, 2.8 L",Rear,Diesel,8 L / 100 km,65325,White / Black,"Castle Hill, NSW",4 cyl,Wagon, 4 Doors, 6 Seats,50000-60000 AUD
Jeep,2021,Wrangler,SUV,2021 Jeep Wrangler Sport S (4X4),USED,Automatic,"6 cyl, 3.6 L",4WD,Unleaded,9.6 L / 100 km,29345,White / Black,"Strathpine, QLD",6 cyl,SUV, 2 Doors, 4 Seats,50000-60000 AUD
Jeep,2018,Wrangler,SUV,2018 Jeep Wrangler Unlimited Sport (4X4),USED,Automatic,"6 cyl, 3.6 L",4WD,Unleaded,11.7 L / 100 km,27510,White / Black,"Padstow, NSW",6 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Ford,2020,Everest,SUV,2020 Ford Everest Sport (4WD),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,7 L / 100 km,82122,White / Black,"Sunbury, VIC",4 cyl,SUV, 4 Doors, 7 Seats,50000-60000 AUD
Porsche,2016,Macan,SUV,2016 Porsche Macan S Diesel,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,6.1 L / 100 km,98317,White / -,"Mansfield, QLD",6 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Subaru,2021,Outback,SUV,2021 Subaru Outback AWD Touring,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.3 L / 100 km,12883,Grey / Black,"Ashmore, QLD",4 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
BMW,2015,X6,SUV,2015 BMW X6 Xdrive 30D,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,6 L / 100 km,75416,Black / -,"Glebe, NSW",6 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Ford,2020,Ranger,Ute / Tray,2020 Ford Ranger Wildtrak 2.0 (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,7.4 L / 100 km,56076,Grey / -,"West Gosford, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,50000-60000 AUD
Ford,2017,Mustang,USED Dealer ad,2017 Ford Mustang GT Fastback SelectShift,USED,Automatic,-,Rear,Premium,-,44283,Blue / -,"Welshpool, WA",-,,,,50000-60000 AUD
Toyota,2017,Kluger,Central Star Autohaus- Waverley,2017 Toyota Kluger Grande AWD,USED,Automatic,-,Other,Unleaded,-,45342,White / Grey & Black,"Mulgrave, VIC",-,Wagon,,,50000-60000 AUD
Toyota,2021,GR,Hatchback,2021 Toyota GR Yaris GR,USED,Manual,"3 cyl, 1.6 L",AWD,Premium,7.6 L / 100 km,27855,White / Black,"Cranbourne, VIC",3 cyl,Hatchback, 3 Doors, 4 Seats,50000-60000 AUD
Ford,2020,Ranger,Ute / Tray,2020 Ford Ranger Wildtrak 3.2 (4X4),USED,Manual,"5 cyl, 3.2 L",4WD,Diesel,8.4 L / 100 km,71920,Silver / Black,"Beresford, WA",5 cyl,Ute / Tray, 4 Doors, 5 Seats,50000-60000 AUD
Kia,2020,Stinger,Sedan,2020 Kia Stinger GT (black Leather),USED,Automatic,"6 cyl, 3.3 L",Rear,Unleaded,10.2 L / 100 km,57800,Grey / -,"Artarmon, NSW",6 cyl,Sedan, 4 Doors, 5 Seats,50000-60000 AUD
Land,2018,Rover,SUV,2018 Land Rover Range Rover Evoque TD4 (132KW) HSE Dynamic,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,5.1 L / 100 km,67226,Grey / Black,"Albion, QLD",4 cyl,SUV, 5 Doors, 5 Seats,50000-60000 AUD
Audi,2018,Q5,SUV,2018 Audi Q5 2.0 Tfsi Quattro Sport,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.3 L / 100 km,39299,Blue / Beige Leather,"Toowoomba City, QLD",4 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Volkswagen,2020,Golf,Wagon,2020 Volkswagen Golf R,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.3 L / 100 km,36226,White / Leather,"Southport, QLD",4 cyl,Wagon, 4 Doors, 5 Seats,50000-60000 AUD
Ford,2021,Ranger,Ute / Tray,2021 Ford Ranger FX4 2.0 (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,8 L / 100 km,52919,Black / Black Leather,"Lilydale, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,50000-60000 AUD
Toyota,2020,HiAce,Carbarn,2020 Toyota HiAce DX,USED,Automatic,-,Other,Diesel,-,38093,White / -,"Lidcombe, NSW",-,Commercial,,,50000-60000 AUD
Toyota,2021,GR,Hatchback,2021 Toyota GR Yaris GR,USED,Manual,"3 cyl, 1.6 L",AWD,Premium,7.6 L / 100 km,12023,Red / Grey,"Geelong, VIC",3 cyl,Hatchback, 3 Doors, 4 Seats,50000-60000 AUD
Volkswagen,2021,Amarok,Ute / Tray,2021 Volkswagen Amarok TDI580 Highline 4Motion,USED,Automatic,"6 cyl, 3 L",4WD,Diesel,9.5 L / 100 km,71514,Grey / -,"West Gosford, NSW",6 cyl,Ute / Tray, 4 Doors, 5 Seats,50000-60000 AUD
Lexus,2018,ES350,Sedan,2018 Lexus ES350 Sports Luxury,USED,Automatic,"6 cyl, 3.5 L",Front,Premium,9.5 L / 100 km,46586,Grey / Black,"Waterloo, NSW",6 cyl,Sedan, 4 Doors, 5 Seats,50000-60000 AUD
Toyota,2018,Fortuner,SUV,2018 Toyota Fortuner Crusade,USED,Automatic,"4 cyl, 2.8 L",AWD,Diesel,8.6 L / 100 km,58881,Grey / Leather,"Wendouree, VIC",4 cyl,SUV, 4 Doors, 7 Seats,50000-60000 AUD
Ford,2018,Mustang,Coupe,2018 Ford Mustang Fastback GT 5.0 V8,USED,Automatic,"8 cyl, 5 L",Rear,Premium,12.7 L / 100 km,85978,Red / -,"Fyshwick, ACT",8 cyl,Coupe, 2 Doors, 4 Seats,50000-60000 AUD
Land,2019,Rover,SUV,2019 Land Rover Range Rover Evoque D150 S (110KW),USED,Automatic,"4 cyl, 2 L",AWD,Diesel,5.7 L / 100 km,33041,Silver / Ebony Grained Leather,"Phillip, ACT",4 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Nissan,2020,Navara,Ute / Tray,2020 Nissan Navara N-Trek Special Edition (4X4),USED,Automatic,"4 cyl, 2.3 L",4WD,Diesel,7 L / 100 km,22982,White / -,"Bungalow, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,50000-60000 AUD
Toyota,2021,RAV4,SUV,2021 Toyota RAV4 Edge (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,6.7 L / 100 km,29898,Red / Black,"Toowoomba City, QLD",4 cyl,SUV, 5 Doors, 5 Seats,50000-60000 AUD
Toyota,2020,RAV4,SUV,2020 Toyota RAV4 Cruiser AWD Hybrid,USED,Automatic,"4 cyl, 2.5 L",AWD,Hybrid,4.8 L / 100 km,23541,Silver / -,"Capalaba, QLD",4 cyl,SUV, 5 Doors, 5 Seats,50000-60000 AUD
Mazda,2021,CX-9,SUV,2021 Mazda CX-9 GT (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.8 L / 100 km,16212,White / Red,"Bega, NSW",4 cyl,SUV, 4 Doors, 7 Seats,50000-60000 AUD
Subaru,2022,WRX,Sedan,2022 Subaru WRX TS (awd),USED,Automatic,"4 cyl, 2.4 L",AWD,Premium,8.5 L / 100 km,16173,Grey / Black,"Hobart, TAS",4 cyl,Sedan, 4 Doors, 5 Seats,50000-60000 AUD
Toyota,2012,Landcruiser,Ute / Tray,2012 Toyota Landcruiser GXL (4X4),USED,Manual,"8 cyl, 4.5 L",4WD,Diesel,11.5 L / 100 km,237999,- / -,"Roselands, NSW",8 cyl,Ute / Tray, 2 Doors, 2 Seats,50000-60000 AUD
BMW,2020,M135I,Hatchback,2020 BMW M135I Xdrive,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.5 L / 100 km,43076,Grey / Black Leather,"Concord, NSW",4 cyl,Hatchback, 4 Doors, 5 Seats,50000-60000 AUD
Toyota,2023,Corolla,SUV,2023 Toyota Corolla Cross GXL 2WD Hybrid,USED,Automatic,"4 cyl, 2 L",Front,Hybrid,4.3 L / 100 km,49,White / -,"Jandakot, WA",4 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Mitsubishi,2022,Eclipse,SUV,2022 Mitsubishi Eclipse Cross Exceed Phev,USED,Automatic,"4 cyl, 2.4 L",AWD,-,1.9 L / 100 km,11606,Red / Leather,"Nunawading, VIC",4 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Toyota,2021,RAV4,SUV,2021 Toyota RAV4 Cruiser (awd) Hybrid,USED,Automatic,"4 cyl, 2.5 L",AWD,Hybrid,4.8 L / 100 km,15488,Grey / Black,"Hendra, QLD",4 cyl,SUV, 5 Doors, 5 Seats,50000-60000 AUD
Mercedes-Benz,2019,C300,Sedan,2019 Mercedes-Benz C300,USED,Automatic,"4 cyl, 2 L",Rear,Premium,7 L / 100 km,50245,Black / Black,"Epping, VIC",4 cyl,Sedan, 4 Doors, 4 Seats,50000-60000 AUD
Mitsubishi,2020,Triton,Ute / Tray,2020 Mitsubishi Triton GSR (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8.6 L / 100 km,52990,Orange / Black Leather,"Lilydale, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,50000-60000 AUD
Mitsubishi,2021,Pajero,SUV,2021 Mitsubishi Pajero Sport Exceed (4X4) 7 Seat,USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8 L / 100 km,35604,White / -,"Toowoomba, QLD",4 cyl,SUV, 4 Doors, 7 Seats,50000-60000 AUD
Kia,2020,Stinger,Sedan,2020 Kia Stinger GT (black Leather),USED,Automatic,"6 cyl, 3.3 L",Rear,Unleaded,10.2 L / 100 km,16794,White / -,"Homebush, NSW",6 cyl,Sedan, 4 Doors, 5 Seats,50000-60000 AUD
HSV,2013,Clubsport,Sedan,2013 HSV Clubsport,USED,Automatic,"8 cyl, 6.2 L",Rear,Premium,13.9 L / 100 km,188547,Black / Black Partial Leather,"Pakenham, VIC",8 cyl,Sedan, 4 Doors, 5 Seats,50000-60000 AUD
Audi,2021,A4,Sedan,2021 Audi A4 35 Tfsi S Line Mhev,USED,Automatic,"4 cyl, 2 L",Front,Premium,6.1 L / 100 km,43883,White / Black/Black,"Tullamarine, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,50000-60000 AUD
Toyota,2021,RAV4,SUV,2021 Toyota RAV4 Cruiser (2WD) Hybrid,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.7 L / 100 km,23734,Black / -,"Mosman, NSW",4 cyl,SUV, 5 Doors, 5 Seats,50000-60000 AUD
Ford,2019,Ranger,Ute / Tray,2019 Ford Ranger XLT 3.2 (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,7.4 L / 100 km,59236,Silver / -,"Colac West, VIC",4 cyl,Ute / Tray, 4 Doors, 4 Seats,50000-60000 AUD
Toyota,2023,Corolla,Chatswood Toyota,2023 Toyota Corolla ZR Hybrid,USED,Automatic,-,Front,Other,-,45,White / -,"Chatswood, NSW",-,Hatchback,,,50000-60000 AUD
Mazda,2021,CX-9,SUV,2021 Mazda CX-9 GT SP (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.8 L / 100 km,13402,Black / Burgundy,"Hume, ACT",4 cyl,SUV, 4 Doors, 7 Seats,50000-60000 AUD
Mazda,2022,CX-5,SUV,2022 Mazda CX-5 GT SP Turbo (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.2 L / 100 km,7492,Grey / -,"Liverpool, NSW",4 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Kia,2019,Carnival,Wagon,2019 Kia Carnival Platinum,USED,Automatic,"4 cyl, 2.2 L",Front,Diesel,7.7 L / 100 km,52500,Black / -,"Rockingham, WA",4 cyl,Wagon, 4 Doors, 8 Seats,50000-60000 AUD
Ford,2021,Ranger,Ute / Tray,2021 Ford Ranger XLT 2.0 (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,7.4 L / 100 km,15310,White / Charcoal,"Currumbin Waters, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,50000-60000 AUD
Land,2018,Rover,USED Dealer ad,2018 Land Rover Range Rover Velar,USED,-,-,Other,-,-,127162,Black / -,"Rozelle, NSW",-,Wagon,,,50000-60000 AUD
Land,2017,Rover,SUV,2017 Land Rover Discovery TD6 HSE,USED,Automatic,"6 cyl, 3 L",4WD,Diesel,7.2 L / 100 km,145556,Grey / -,"Mansfield, QLD",6 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Ford,2020,Everest,SUV,2020 Ford Everest Sport (4WD 7 Seat),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,8.5 L / 100 km,105078,Silver / Black,"Port Augusta, SA",5 cyl,SUV, 4 Doors, 7 Seats,50000-60000 AUD
Volvo,2022,XC40,SUV,2022 Volvo XC40 T4 Momentum (fwd),USED,Automatic,"4 cyl, 2 L",Front,Premium,7.9 L / 100 km,4137,Grey / Black,"Lindfield, NSW",4 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Toyota,2023,RAV4,SUV,2023 Toyota RAV4 GX (awd) Hybrid,USED,Automatic,"4 cyl, 2.5 L",AWD,Hybrid,4.8 L / 100 km,45,Grey / -,"Alexandria, NSW",4 cyl,SUV, 5 Doors, 5 Seats,50000-60000 AUD
Toyota,2021,Kluger,SUV,2021 Toyota Kluger GXL Hybrid AWD,USED,Automatic,"4 cyl, 2.5 L",AWD,Hybrid,5.6 L / 100 km,11653,White / -,"Warwick Farm, NSW",4 cyl,SUV, 5 Doors, 7 Seats,60000-70000 AUD
Cupra,2022,Formentor,SUV,2022 Cupra Formentor VZX,USED,Automatic,"4 cyl, 2 L",4WD,Premium,7.7 L / 100 km,1000,White / Petrol Blue,"Chatswood, NSW",4 cyl,SUV, 4 Doors, 5 Seats,60000-70000 AUD
Toyota,2019,HiAce,AUS Vehicle Sales - Bassendean,2019 Toyota HiAce Commuter High Roof Super LWB,USED,Automatic,-,Rear,Diesel,-,90082,White / Grey Fabric,"Bassendean, WA",-,Commercial,,,60000-70000 AUD
Toyota,2007,Landcruiser,SUV,2007 Toyota Landcruiser Sahara (4X4),USED,Automatic,"8 cyl, 4.5 L",4WD,Diesel,10.3 L / 100 km,179950,White / -,"Bundaberg North, QLD",8 cyl,SUV, 4 Doors, 8 Seats,60000-70000 AUD
Mercedes-Benz,2018,GLC250,SUV,2018 Mercedes-Benz GLC250,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.4 L / 100 km,64087,Silver / Black,"Epping, VIC",4 cyl,SUV, 4 Doors, 5 Seats,60000-70000 AUD
Hyundai,2022,Santa,SUV,2022 Hyundai Santa FE Highlander Crdi (awd),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,6.1 L / 100 km,6715,White / Black,"Kedron, QLD",4 cyl,SUV, 4 Doors, 7 Seats,60000-70000 AUD
Ford,2021,Mustang,Hatchback,2021 Ford Mustang GT 5.0 V8,USED,Automatic,"8 cyl, 5 L",Rear,Premium,12.7 L / 100 km,28880,Red / Red Carpet T,"Traralgon, VIC",8 cyl,Hatchback, 2 Doors, 4 Seats,60000-70000 AUD
Mercedes-Benz,2019,GLC300,SUV,2019 Mercedes-Benz GLC300 4Matic,USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.1 L / 100 km,42159,White / Black,"Smeaton Grange, NSW",4 cyl,SUV, 4 Doors, 5 Seats,60000-70000 AUD
Toyota,2019,Hilux,Ute / Tray,2019 Toyota Hilux Rogue (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.5 L / 100 km,20884,Silver / Black,"Albion Park Rail, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,60000-70000 AUD
Land,2018,Rover,SUV,2018 Land Rover Discovery SD4 SE (177KW),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,7.5 L / 100 km,74458,Grey / Black,"Brookvale, NSW",4 cyl,SUV, 4 Doors, 5 Seats,60000-70000 AUD
Chrysler,2019,300,Sedan,2019 Chrysler 300 SRT Core,USED,Automatic,"8 cyl, 6.4 L",Rear,Premium,13 L / 100 km,39896,Black / Black,"Blacktown, NSW",8 cyl,Sedan, 4 Doors, 5 Seats,60000-70000 AUD
Toyota,2004,Landcruiser,SUV,2004 Toyota Landcruiser Sahara (4X4),USED,Automatic,"6 cyl, 4.2 L",4WD,Diesel,0 L / 100 km,350999,Black / -,"Roselands, NSW",6 cyl,SUV, 4 Doors, 8 Seats,60000-70000 AUD
Mercedes-Benz,2020,X350,Ute / Tray,2020 Mercedes-Benz X350 D Power (4Matic),USED,Automatic,"6 cyl, 3 L",4WD,Diesel,8.8 L / 100 km,97335,Black / Black,"Oakleigh, VIC",6 cyl,Ute / Tray, 4 Doors, 5 Seats,60000-70000 AUD
Mercedes-Benz,2017,A45,Hatchback,2017 Mercedes-Benz A45 4Matic (fuel Efficient),USED,Automatic,"4 cyl, 2 L",AWD,Premium,6.9 L / 100 km,43082,Blue / -,"Liverpool, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,60000-70000 AUD
Mercedes-Benz,2016,E350,Sedan,2016 Mercedes-Benz E350 D,USED,Automatic,"6 cyl, 3 L",Rear,Diesel,5.6 L / 100 km,68057,Black / Leather,"Mulgrave, VIC",6 cyl,Sedan, 4 Doors, 5 Seats,60000-70000 AUD
Ford,2018,Mustang,USED Dealer ad,2018 Ford Mustang GT,USED,Automatic,-,Rear,Premium,-,26000,Grey / Black Leather,"Berwick, VIC",-,,,,60000-70000 AUD
Toyota,2021,RAV4,SUV,2021 Toyota RAV4 Cruiser (awd) Hybrid,USED,Automatic,"4 cyl, 2.5 L",AWD,Hybrid,4.8 L / 100 km,38011,Blue / -,"Cardiff, NSW",4 cyl,SUV, 5 Doors, 5 Seats,60000-70000 AUD
Land,2016,Rover,SUV,2016 Land Rover Range Rover Sport 3.0 TDV6 S,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,7.3 L / 100 km,89153,White / -,"Rozelle, NSW",6 cyl,SUV, 4 Doors, 5 Seats,60000-70000 AUD
Isuzu,2022,D-MAX,Ute / Tray,2022 Isuzu D-MAX X-Terrain (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,7.7 L / 100 km,13810,- / Black,"Maddington, WA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,60000-70000 AUD
Toyota,2017,Landcruiser,Ute / Tray,2017 Toyota Landcruiser Workmate (4X4),USED,Manual,"8 cyl, 4.5 L",4WD,Diesel,10.7 L / 100 km,157570,White / -,"Granville, NSW",8 cyl,Ute / Tray, 2 Doors, 3 Seats,60000-70000 AUD
Land,2017,Rover,SUV,2017 Land Rover Range Rover Evoque TD4 180 HSE Dynamic,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,5.1 L / 100 km,67662,White / Black,"Blacktown, NSW",4 cyl,SUV, 2 Doors, 4 Seats,60000-70000 AUD
Mercedes-Benz,2020,C300,Sedan,2020 Mercedes-Benz C300,USED,Automatic,"4 cyl, 2 L",Rear,Unleaded,7 L / 100 km,8479,Black / Black/Black,"Tullamarine, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,60000-70000 AUD
Ford,2015,Falcon,Sedan,2015 Ford Falcon XR8,USED,Manual,"8 cyl, 5 L",Rear,Unleaded,13.6 L / 100 km,61809,White / -,"Rozelle, NSW",8 cyl,Sedan, 4 Doors, 5 Seats,60000-70000 AUD
Toyota,2022,Camry,"02 **** ****
",2022 Toyota Camry Hybrid,USED,-,-,Other,-,-,3702,Silver / -,"Chatswood, NSW",-,,,,60000-70000 AUD
Kia,2021,Stinger,Sedan,2021 Kia Stinger GT (red Leather),USED,Automatic,"6 cyl, 3.3 L",Rear,Unleaded,10.2 L / 100 km,23930,Black / Black,"North Narrabeen, NSW",6 cyl,Sedan, 4 Doors, 5 Seats,60000-70000 AUD
Toyota,2012,Landcruiser,SUV,2012 Toyota Landcruiser Sahara (4X4),USED,Automatic,"8 cyl, 4.5 L",4WD,Diesel,10.3 L / 100 km,300000,White / -,"Underwood, QLD",8 cyl,SUV, 4 Doors, 8 Seats,60000-70000 AUD
Ford,2022,Ranger,Ute / Tray,2022 Ford Ranger Wildtrak 2.0 (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,7.4 L / 100 km,4614,Grey / Black,"Maddington, WA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,60000-70000 AUD
Lexus,2019,ES300H,Sedan,2019 Lexus ES300H Sports Luxury BRN MTS (hybrid),USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.8 L / 100 km,62680,Silver / -,"Belmore, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,60000-70000 AUD
Mercedes-Benz,2020,C200,Convertible,2020 Mercedes-Benz C200,USED,Automatic,"4 cyl, 2 L",Rear,Unleaded,7.6 L / 100 km,36375,Blue / Beige,"Bentley, WA",4 cyl,Convertible, 2 Doors, 4 Seats,60000-70000 AUD
Mercedes-Benz,2016,GLS350,SUV,2016 Mercedes-Benz GLS350 D 4Matic,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,7.6 L / 100 km,116000,White / -,"Acacia Ridge, QLD",6 cyl,SUV, 4 Doors, 7 Seats,60000-70000 AUD
Nissan,2023,Pathfinder,SUV,2023 Nissan Pathfinder TI (2WD),USED,Automatic,"6 cyl, 3.5 L",Front,Premium,10 L / 100 km,4950,Grey / -,"Cannington, WA",6 cyl,SUV, 4 Doors, 8 Seats,60000-70000 AUD
Toyota,2021,Fortuner,SUV,2021 Toyota Fortuner Crusade,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,7.6 L / 100 km,26129,White / Leather,"Greenway, ACT",4 cyl,SUV, 4 Doors, 7 Seats,60000-70000 AUD
Toyota,2019,Landcruiser,SUV,2019 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8 L / 100 km,91658,White / -,"Bentley, WA",4 cyl,SUV, 4 Doors, 7 Seats,60000-70000 AUD
Mazda,2022,BT-50,Ute / Tray,2022 Mazda BT-50 SP (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,8 L / 100 km,8417,Black / -,"Jandakot, WA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,60000-70000 AUD
Mercedes-Benz,2019,C200,Coupe,2019 Mercedes-Benz C200,USED,Automatic,"4 cyl, 2 L",Rear,Unleaded,7 L / 100 km,19187,White / Black,"Artarmon, NSW",4 cyl,Coupe, 2 Doors, 4 Seats,60000-70000 AUD
Toyota,2021,Kluger,SUV,2021 Toyota Kluger GXL Hybrid AWD,USED,Automatic,"4 cyl, 2.5 L",AWD,Hybrid,5.6 L / 100 km,31262,Silver / -,"Wangara, WA",4 cyl,SUV, 5 Doors, 7 Seats,60000-70000 AUD
Toyota,2019,Landcruiser,SUV,2019 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8 L / 100 km,93742,Silver / Black,"Toowoomba City, QLD",4 cyl,SUV, 4 Doors, 7 Seats,60000-70000 AUD
Packard,1940,120,USED Dealer ad,1940 Packard 120,USED,Manual,-,Other,Unleaded,-,12000,Red / -,"Laverton North, VIC",-,,,,60000-70000 AUD
Mercedes-Benz,2019,GLC200,SUV,2019 Mercedes-Benz GLC200,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.2 L / 100 km,46465,Silver / Black,"Bennetts Green, NSW",4 cyl,SUV, 4 Doors, 5 Seats,60000-70000 AUD
Toyota,2019,Landcruiser,SUV,2019 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8 L / 100 km,75987,White / Grey Fabric,"Midland, WA",4 cyl,SUV, 4 Doors, 7 Seats,60000-70000 AUD
Toyota,2020,Land,Pacific Toyota Used,2020 Toyota Land Cruiser Prado GXL,USED,Automatic,-,Other,-,-,53973,White / -,"Bungalow, QLD",-,Wagon,,,60000-70000 AUD
BMW,2020,5,USED Dealer ad,2020 BMW 5 Series 530i Steptronic M Sport,USED,Automatic,-,Rear,Premium,-,27582,Black / Leather,"Medindie, SA",-,,,,60000-70000 AUD
Toyota,2012,Landcruiser,Ute / Tray,2012 Toyota Landcruiser Workmate (4X4),USED,Manual,"8 cyl, 4.5 L",4WD,Diesel,11.9 L / 100 km,155410,White / -,"Mount Barker, SA",8 cyl,Ute / Tray, 4 Doors, 5 Seats,60000-70000 AUD
Toyota,2023,RAV4,SUV,2023 Toyota RAV4 Cruiser (2WD) Hybrid,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.8 L / 100 km,100,Black / -,"Morley, WA",4 cyl,SUV, 5 Doors, 5 Seats,60000-70000 AUD
Mercedes-Benz,2016,GLE350,SUV,2016 Mercedes-Benz GLE350 D 4Matic,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,6.6 L / 100 km,56000,Silver / Black,"Sebastopol, VIC",6 cyl,SUV, 4 Doors, 5 Seats,60000-70000 AUD
Toyota,2021,Hilux,Ute / Tray,2021 Toyota Hilux SR5 (4X4),USED,Manual,"4 cyl, 2.8 L",4WD,Diesel,7.4 L / 100 km,29484,Blue / Black,"Moruya, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,60000-70000 AUD
Audi,2018,A5,Motorama Mitsubishi Moorooka Used,2018 Audi A5 45 TFSI S Tronic Quattro Sport,USED,Automatic,-,Other,Premium,-,26356,White / -,"Moorooka, QLD",-,Convertible,,,60000-70000 AUD
BMW,2022,218I,Sedan,2022 BMW 218I M Sport Gran Coupe,USED,Automatic,"3 cyl, 1.5 L",Front,Premium,5.9 L / 100 km,9341,White / Black,"Sylvania, NSW",3 cyl,Sedan, 4 Doors, 5 Seats,60000-70000 AUD
Toyota,2019,Landcruiser,SUV,2019 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8 L / 100 km,27086,Black / Leather,"Warwick Farm, NSW",4 cyl,SUV, 4 Doors, 7 Seats,60000-70000 AUD
Toyota,2014,Land,South East Commercials,2014 Toyota Land Cruiser Workmate,USED,Manual,-,Other,Diesel,-,163323,White / Grey,"Pakenham, VIC",-,Ute / Tray,,,60000-70000 AUD
