Source,Company Name,ICB Industry,Admission Date,ICB Super-Sector,Country of Incorporation,World Region,Market,International Issuer,Company Market Cap (￡m),Stock Code,Listing Status,Director's English Name,Capacity,Position,Appointment Date (yyyy-mm-dd),Resignation Date (yyyy-mm-dd),wiki_title,wiki_url,area_served,company_type,founded,founders,headquarters,industry,key_people,net_income,num_employees,operating_income,owner,parent,products,revenue,subsidiaries,total_assets,total_equity,traded_as,website
Hong Kong,China Tontine Wines Group Limited,Consumer Staples,,,,,,,,389.0,Current,CHAN Wai Kit,Independent Non Executive Director,,2024-09-30,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,China Tourism Group Duty Free Corporation Limited,Consumer Discretionary,,,,,,,,1880.0,Current,CHANG Zhu Jun,Executive Director,,2024-05-23,,Hellenic Duty Free Shops,https://en.wikipedia.org/wiki/Hellenic_Duty_Free_Shops,Exit points from Greece,Private Company,1979,The Greek state,"Agios Stefanos, Attica, Greece",Travel retail,,,,,,Avolta AG,"Perfumes, cosmetics, tobacco products, alcoholic drinks, chocolates, traditional Greek products, luxury items, international brand name products watches, glasses, electronic items, games, gifts, souvenirs, clothing.",,Hellenic Distributions SA,,,,www.dutyfreeshops.gr
Hong Kong,China Tower Corporation Limited,Telecommunications,,,,,,,,788.0,Current,CHEN Li,Executive Director,,2024-05-20,,China Tower,https://en.wikipedia.org/wiki/China_Tower,China,Public,2014; 11 years ago (2014),,"Beijing, China",Telecommunications,Tong Ji-lu (chairman),,,,,,,,,,,SEHK: 788 (H share only)China Mainland All,china-tower.com
Hong Kong,China Traditional Chinese Medicine Holdings Co. Limited,Health Care,,,,,,,,570.0,Current,HUANG Hao,Non Executive Director,,2025-01-15,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,China Travel International Investment Hong Kong Limited,Consumer Discretionary,,,,,,,,308.0,Current,FAN Zhi Shi,Non Executive Director,,2022-11-09,,China Travel Service,https://en.wikipedia.org/wiki/China_Travel_Service,,Public,October 1985,,"Haikou, Hainan, China",,,,,,,,,,China Travel International Investment Hong Kong,,,SSE: 601888,ctg.cn
Hong Kong,China Treasures New Materials Group Ltd.,Industrials,,,,,,,,2439.0,Current,LAI King Yin,Independent Non Executive Director,,2023-03-09,,Nine Treasures,https://en.wikipedia.org/wiki/Nine_Treasures,,,,,,,,,,,,,,,,,,,ninetreasures.net
Hong Kong,China Unicom (Hong Kong) Limited,Telecommunications,,,,,,,,762.0,Current,CHEUNG Wing Lam Linus,Independent Non Executive Director,,2004-05-12,,China Unicom,https://en.wikipedia.org/wiki/China_Unicom,Mainland ChinaHong KongMacauNorth Korea,State-owned enterprise,18 June 1994; 31 years ago (1994-06-18),Ministry of RailwaysMinistry of Electronics IndustryMinistry of Electric Power Industry,"Xicheng, Beijing, China",Telecommunications,,,"244,508 (2023)",,Central People's Government (100%),,Fixed-line telephonyMobile telephonyInternet accessDigital television,"292,185,290,000 renminbi (2018)",China United Network Communications(53.78%)→ China Unicom (H.K.)PCCW (18.46%),,,SSE: 600050[nb 1]SEHK: 762Hang Seng Index componentCSI A100,www.chinaunicom.com
Hong Kong,China United Venture Investment Limited,Technology,,,,,,,,8159.0,Current,FAN Xiao Ling,Executive Director,,2019-12-05,,Joint venture,https://en.wikipedia.org/wiki/Joint_venture,,,,,,,,,,,,,,,,,,,
Hong Kong,China Uptown Group Company Limited,Real Estate,,,,,,,,2330.0,Current,LAU Chi Yan Pierre,Executive Director,,2024-12-18,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,China Vanadium Titano-Magnetite Mining Company Limited,Basic Materials,,,,,,,,893.0,Current,HAO Xie Min,Executive Director,CEO,2018-01-01,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,"China Vanke Co., Ltd.",Real Estate,,,,,,,,2202.0,Current,HU Guo Bin,Non Executive Director,,2020-06-30,,Vanke,https://en.wikipedia.org/wiki/Vanke,,Public company,1984,Wang Shi,"Dameisha, Yantian District, Shenzhen, Guangdong, China",Real estate,Chairman: Yu LiangCEO: Yu Liang,US$ 1.7 billion (2023),"131,097 (2023)",,Shenzhen Metro (29.38%),,,US$ 65.79 billion (2023),,US$ 212.0 billion (2023),,SZSE: 000002SEHK: 2202CSI A50,vanke.com
Hong Kong,China Vered Financial Holding Corporation Limited,Financials,,,,,,,,245.0,Current,CHENG Tai Sheung,Independent Non Executive Director - A/F,,2024-03-08,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,China Wacan Group Company Limited,Real Estate,,,,,,,,1920.0,Current,DING Xin,Independent Non Executive Director - A/F,,2022-04-01,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,China Wan Tong Yuan (Holdings) Limited,Consumer Discretionary,,,,,,,,6966.0,Current,CHEUNG Ying Kwan,Independent Non Executive Director,,2017-09-07,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,China Wantian Holdings Limited,Consumer Staples,,,,,,,,1854.0,Current,CHAN Sze Man,Independent Non Executive Director - A/F,,2025-11-06,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,China Water Affairs Group Limited,Utilities,,,,,,,,855.0,Current,BAI Li,Non Executive Director,,2025-03-21,,China Water Affairs Group,https://en.wikipedia.org/wiki/China_Water_Affairs_Group,People's Republic of China,Listed company,1998,,"Hong Kong, People's Republic of China",Water supply,Chairman: Mr. Duan Chuan-liang,,,,,,,,,,,,China Water Affairs Group Limited
Hong Kong,China Water Industry Group Limited,Utilities,,,,,,,,1129.0,Current,CHU Yin Yin Georgiana,Executive Director,,2006-10-12,,China Water Affairs Group,https://en.wikipedia.org/wiki/China_Water_Affairs_Group,People's Republic of China,Listed company,1998,,"Hong Kong, People's Republic of China",Water supply,Chairman: Mr. Duan Chuan-liang,,,,,,,,,,,,China Water Affairs Group Limited
Hong Kong,China Weaving Materials Holdings Limited,Consumer Discretionary,,,,,,,,3778.0,Current,CHOW Sin Yee Caroline,Independent Non Executive Director,,2024-12-06,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,"China Wood International Holding Co., Limited",Basic Materials,,,,,,,,1822.0,Current,CHAN Lik Shan,Independent Non Executive Director,,2023-01-27,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,China Xinhua Education Group Limited,Consumer Discretionary,,,,,,,,2779.0,Current,CHEN Ming,Executive Director,,2024-12-30,,Xinhua News Agency Hong Kong Branch,https://en.wikipedia.org/wiki/Xinhua_News_Agency_Hong_Kong_Branch,,State news agency,"January 17, 2000; 25 years ago (2000-01-17)",,"381 Queen's Road East, Wan Chai, Hong Kong",,,,,,Xinhua News Agency,,,,,,,,
Hong Kong,China XLX Fertiliser Ltd.,Basic Materials,,,,,,,,1866.0,Current,LI Hong Xing,Independent Non Executive Director - A/F,,2018-05-16,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,China Yongda Automobiles Services Holdings Limited,Consumer Discretionary,,,,,,,,3669.0,Current,CAI Ying Jie,Executive Director,,2012-01-18,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,China Youran Dairy Group Limited,Consumer Staples,,,,,,,,9858.0,Current,BAI Wen Zhong,Non Executive Director,,2025-06-27,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,China YuHua Education Corporation Limited,Consumer Discretionary,,,,,,,,6169.0,Current,CHEN Lei,Independent Non Executive Director - A/F,,2016-09-07,,History of education in China,https://en.wikipedia.org/wiki/History_of_education_in_China,,,,,,,,,,,,,,,,,,,
Hong Kong,China Yurun Food Group Limited,Consumer Staples,,,,,,,,1068.0,Current,CHEN Jian Guo,Independent Non Executive Director,,2010-01-08,,Yurun Group,https://en.wikipedia.org/wiki/Yurun_Group,People's Republic of China,Privately owned,1993,,"Nanjing, Jiangsu, People's Republic of China",Meat supplier,Chairman: Zhu Yicai,,"26,000",,,,Pork,,,,,,Yurun Group Limited
Hong Kong,China Zenith Chemical Group Limited,Basic Materials,,,,,,,,362.0,Current,HAU Chi Kit,Independent Non Executive Director,,2013-12-18,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,China ZhengTong Auto Services Holdings Limited,Consumer Discretionary,,,,,,,,1728.0,Current,HUANG Jun Feng,Executive Director,Chairman,2023-07-31,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,"China Zheshang Bank Co., Ltd.",Financials,,,,,,,,2016.0,Current,CHEN Hai Qiang,Executive Director,,2021-11-22,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,China-Hongkong Photo Products Holdings Limited,Consumer Discretionary,,,,,,,,1123.0,Current,CHAN Wai Kwan Rita,Executive Director,,2019-04-01,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,ChinaAMC 20+ Year US Treasury Bond ETF,,,,,,,,,3146.0,Current,GAN Tian,Executive Director,,2014-11-14,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,ChinaAMC Bitcoin ETF,,,,,,,,,3042.0,Current,GAN Tian,Executive Director,,2014-11-14,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,ChinaAMC Ether ETF,,,,,,,,,3046.0,Current,GAN Tian,Executive Director,,2014-11-14,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,ChinaAMC HKD Digital Money Market Fund,,,,,,,,,3471.0,Current,GAN Tian,Executive Director,,2014-11-14,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,ChinaAMC HSI ESG ETF,,,,,,,,,3403.0,Current,GAN Tian,Executive Director,,2014-11-14,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,ChinaAMC MSCI India ETF,,,,,,,,,3404.0,Current,GAN Tian,Executive Director,,2014-11-14,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,ChinaAMC RMB Digital Money Market Fund,,,,,,,,,3461.0,Current,GAN Tian,Executive Director,,2014-11-14,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,ChinaAMC RMB Money Market ETF,,,,,,,,,3161.0,Current,GAN Tian,Executive Director,,2014-11-14,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,ChinaAMC Solana ETF,,,,,,,,,3460.0,Current,GAN Tian,Executive Director,,2014-11-14,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,ChinaAMC USD Digital Money Market Fund,,,,,,,,,3472.0,Current,GAN Tian,Executive Director,,2014-11-14,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Chinasoft International Ltd,Technology,,,,,,,,354.0,Current,CHEN Yu Hong,Executive Director,"Chairman, CEO, Managing Director",2000-04-20,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Chinese Estates Holdings Limited,Real Estate,,,,,,,,127.0,Current,CHAN Hoi Wan,Executive Director,CEO,2017-02-13,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Chinese People Holdings Company Limited,Utilities,,,,,,,,681.0,Current,CHEUNG Chi Ming,Independent Non Executive Director - A/F,,2020-07-15,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Ching Lee Holdings Limited,Real Estate,,,,,,,,3728.0,Current,CHAU Kam Wing Donald,Independent Non Executive Director - A/F,,2016-03-10,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Chinlink International Holdings Limited,Real Estate,,,,,,,,997.0,Current,CHAN Sim Ling Irene,Independent Non Executive Director,,2012-02-18,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Chinney Alliance Group Limited,Real Estate,,,,,,,,385.0,Current,BLAKE Ronald James,Independent Non Executive Director - A/F,,2013-06-10,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,"Chinney Investments, Limited",Real Estate,,,,,,,,216.0,Current,CHAN Yuen Keung,Executive Director,,2018-04-01,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Chinney Kin Wing Holdings Limited,Real Estate,,,,,,,,1556.0,Current,CHAN Yuen Keung,Executive Director,Chairman,2015-07-09,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,CHK Oil Limited,Energy,,,,,,,,632.0,Current,CHEN Ya Wei,Independent Non Executive Director,,2025-05-16,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Chong Fai Jewellery Group Holdings Company Limited,Consumer Discretionary,,,,,,,,8537.0,Current,CHAN Cheong Tat,Independent Non Executive Director - A/F,,2018-09-26,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,"Chongqing Hongjiu Fruit Co., Limited",Consumer Staples,,,,,,,,6689.0,Current,DENG Hong Jiu,Executive Director,Chairman,2002-10-01,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Chongqing Iron & Steel Company Limited,Basic Materials,,,,,,,,1053.0,Current,GUO Jie Bin,Independent Non Executive Director - A/F,,2021-08-13,,Chongqing Iron and Steel Company,https://en.wikipedia.org/wiki/Chongqing_Iron_and_Steel_Company,People's Republic of China,State-owned enterprise,1938,,"Chongqing, People's Republic of China",Iron and steel manufacturing,Chairman: Mr. Dong Lin,,,,,,Iron and steel,,,,,,Chongqing Iron and Steel Company Limited
Hong Kong,"Chongqing Machinery & Electric Co., Ltd.",Industrials,,,,,,,,2722.0,Current,CAI Zhi Bin,Non Executive Director,,2021-06-24,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,"Chongqing Rural Commercial Bank Co., Ltd.",Financials,,,,,,,,3618.0,Current,BI Qian,Independent Non Executive Director,,2020-12-07,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Chow Sang Sang Holdings International Limited,Consumer Discretionary,,,,,,,,116.0,Current,CHAN Bing Fun,Independent Non Executive Director,,1992-02-03,,Chow Sang Sang,https://en.wikipedia.org/wiki/Chow_Sang_Sang,,,,,,,,,,,,,,,,,,,
Hong Kong,Chow Tai Fook Jewellery Group Limited,Consumer Discretionary,,,,,,,,1929.0,Current,CHENG Chi Heng,Executive Director,,2011-07-26,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,CHTC FONG'S INTERNATIONAL COMPANY LIMITED,Industrials,,,,,,,,641.0,Current,CHEN Peng,Executive Director,,2022-06-16,,CHTC Fong's Industries,https://en.wikipedia.org/wiki/CHTC_Fong%27s_Industries,"China, exported worldwide",public,19631990 (re-incorporated),Fong Sou Lam,Hong Kong (general office)Bermuda (registered office),Textile machinery,Ye Maoxin (Chairman)Ji Xin (CEO),,,,Chinese Government via CHTC (55.80%)Fong Sou Lam and spouse (16.77%),China Hi-Tech Group Corporation,,,,,,SEHK: 641,http://www.fongs.com
Hong Kong,Chu Kong Petroleum and Natural Gas Steel Pipe Holdings Limited,Energy,,,,,,,,1938.0,Current,AU YEUNG Kwong Wah,Independent Non Executive Director - A/F,,2019-10-01,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Chu Kong Shipping Enterprises (Group) Company Limited,Industrials,,,,,,,,560.0,Current,CHAN Kay Cheung,Independent Non Executive Director,,1998-04-03,,Chu Kong Passenger Transport,https://en.wikipedia.org/wiki/Chu_Kong_Passenger_Transport,,,1985,,"Central, Hong Kong",,,,,,,,,,,,,,cksp.com.hk
Hong Kong,Chuan Holdings Limited,Real Estate,,,,,,,,1420.0,Current,JOSEPH Bijay,Executive Director,,2015-08-25,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Chuang's China Investments Limited,Real Estate,,,,,,,,298.0,Current,CHONG Ka Fung Edwin,Executive Director,Managing Director,2012-09-25,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Chuang's Consortium International Limited,Real Estate,,,,,,,,367.0,Current,CHAN Chun Man,Executive Director,,2015-06-08,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Chuanglian Holdings Limited,Consumer Discretionary,,,,,,,,2371.0,Current,GAO Yong Zhi,Executive Director,CEO,2022-02-25,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Chuangxin Industries Holdings Limited,Basic Materials,,,,,,,,2788.0,Current,CAO Yong,Executive Director,,2025-01-07,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,CHYY Development Group Limited,Industrials,,,,,,,,8128.0,Current,DAI Qi,Executive Director,,2016-12-29,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,CIFI Holdings (Group) Co. Ltd.,Real Estate,,,,,,,,884.0,Current,GE Ming,Executive Director,,2023-11-30,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,"CIG SHANGHAI CO., LTD.",Technology,,,,,,,,6166.0,Current,LIU Gui Song,Independent Non Executive Director,,2020-01-13,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,CIMC Enric Holdings Limited,Energy,,,,,,,,3899.0,Current,GAO Xiang,Non Executive Director,Chairman,2021-01-01,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Cinda International Holdings Limited,Financials,,,,,,,,111.0,Current,HU Lie Lei,Independent Non Executive Director - A/F,,2024-07-27,,China Cinda Asset Management,https://en.wikipedia.org/wiki/China_Cinda_Asset_Management,China,State-owned enterprise,1999; 26 years ago (1999),,"No. 1 Building, 9 Naoshikou Street, Xicheng District, Beijing, China",Financial services,Hou Jianhang (Chairman of the Board of Directors)Gong Jiande (Chairman of the Supervisory Board)Zang Jingfan (CEO),CN¥14.0 billion (2015),,CN¥19.3 billion (2015),Ministry of Finance of China (67.84%)National Social Security Fund (8.04%)Publicly listed (24.12%),Ministry of Finance of China,,CN¥78.7 billion (2015),Cinda Securities,CN¥714.0 billion (2015),CN¥101.7 billion (2015),SEHK: 1359 (H ordinary)SEHK: 4607 (H preference),www.cinda.com.cn
Hong Kong,Cinese International Group Holdings Limited,Consumer Discretionary,,,,,,,,1620.0,Current,KOU Chung Yin Mariana,Executive Director,,2021-07-19,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,CircuTech International Holdings Limited,Technology,,,,,,,,8051.0,Current,CHANG Chuan Wang,Non Executive Director,Chairman,2023-04-14,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Cirrus Aircraft Limited,Industrials,,,,,,,,2507.0,Current,CHANG Ian H,Independent Non Executive Director,,2024-07-12,,Cirrus Aircraft,https://en.wikipedia.org/wiki/Cirrus_Aircraft,Worldwide,Public,"1984; 41 years ago (1984) in Baraboo, Wisconsin, United States",Alan & Dale Klapmeier,"Duluth, Minnesota, United States",Aerospace,"Zean Nielsen (CEO)Patrick Waddick (president, innovation & operations, Duluth division)Todd Simmons (president, customer experience, Knoxville division)George Letten (executive vice president & CFO)Dale Klapmeier (senior advisor)",,"2,890 (2025)",,China Aviation Industry General Aircraft (CAIGA),Aviation Industry Corporation of China (AVIC),Light aircraft,US$1.20 billion (2024),"Flying Colors Aviation, Inc.",,,SEHK: 2507,www.cirrusaircraft.com
Hong Kong,Cirtek Holdings Limited,Industrials,,,,,,,,1433.0,Current,CHAN Sing Ming Barry,Executive Director,Chairman,2020-02-21,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,CITIC Resources Holdings Limited,Energy,,,,,,,,1205.0,Current,CAI Jin,Independent Non Executive Director,,2024-12-19,,CITIC Resources,https://en.wikipedia.org/wiki/CITIC_Resources,People's Republic of China and international,State-owned enterprise (Red chip),1997,,"Hong Kong, People's Republic of China",Natural resources,Mi Zengxin (Chairman),,,,,CITIC Group,,,,,,SEHK: 1205,resources.citic
Hong Kong,CITIC Securities Company Limited,Financials,,,,,,,,6030.0,Current,FU Lin Fang,Non Executive Director,,2022-04-13,,CITIC Securities,https://en.wikipedia.org/wiki/CITIC_Securities,China,Public,1995; 30 years ago (1995),,"CITIC Securities Tower, Shenzhen, China",Financial services,,,"15,842 (2018)",,CITIC Group (15.59%),,,,CLSA,,,SSE: 600030 (A share)SEHK: 6030 (H share)CSI A50,www.cs.ecitic.com
Hong Kong,CITIC TELECOM INTERNATIONAL HOLDINGS LIMITED,Telecommunications,,,,,,,,1883.0,Current,LAM Yiu Kin,Independent Non Executive Director,,2017-06-01,,CITIC Telecom International,https://en.wikipedia.org/wiki/CITIC_Telecom_International,"Hong Kong, Macau",Public Company,1999,,Hong Kong,Telecom,Chairman: Mr. Xin Yue Jiang (2009- ),,,,,CITIC Pacific,,,CITIC Telecom CPCCTM,,,SEHK: 1883,www.citictel.com
Hong Kong,Citychamp Watch & Jewellery Group Limited,Consumer Discretionary,,,,,,,,256.0,Current,CHAN Lai Wa,Independent Non Executive Director,,2025-05-30,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,CK Asset Holdings Limited,Real Estate,,,,,,,,1113.0,Current,BRADLEY Edward Stephen,Independent Non Executive Director,,2020-11-30,,CK Asset Holdings,https://en.wikipedia.org/wiki/CK_Asset_Holdings,,Public,As Cheung Kong Holdings in 1950; 75 years ago (1950)As CK Asset Holdings on 3 June 2015; 10 years ago (2015-06-03),,"7/F, Cheung Kong Center, 2 Queen's Road Central, Hong Kong",Property,Victor Li Tzar-kuoi (Chairman and Managing Director),,,,,,"real estate development and investment, aircraft leasing",,Cheung Kong Property Development LimitedCitybase Property Management LimitedGoodwell Property Management LimitedHarbour Plaza Hotel Management LimitedHutchison Property Group LimitedAccipiter Holdings Designated Activity Company,,,SEHK: 1113Hang Seng Index component,ckah.com
Hong Kong,CK Infrastructure Holdings Limited,Utilities,,,,,,,,1038.0,Current,CHAN Loi Shun,Executive Director,,2011-01-01,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,"CK Life Sciences Int l, (Holdings) Inc.",Health Care,,,,,,,,775.0,Current,IP Tak Chuen Edmond,Executive Director,,2001-08-10,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,CL Group (Holdings) Limited,Financials,,,,,,,,8098.0,Current,KWOK Kin Chung,Executive Director,CEO,2011-02-18,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Clarity Medical Group Holding Limited,Health Care,,,,,,,,1406.0,Current,CHEN Jia Rong,Non Executive Director,,2025-09-01,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Classified Group (Holdings) Limited,Consumer Discretionary,,,,,,,,8232.0,Current,CHAN Benson,Executive Director,,2025-09-30,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Cloud Factory Technology Holdings Limited,Technology,,,,,,,,2512.0,Current,CUI Qi,Independent Non Executive Director,,2024-05-14,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Cloudbreak Pharma Inc.,Health Care,,,,,,,,2592.0,Current,CAO Xu,Non Executive Director,,2021-11-01,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,ClouDr Group Limited,Health Care,,,,,,,,9955.0,Current,ANG Khai Meng,Independent Non Executive Director,,2022-07-06,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,"Clover Biopharmaceuticals, Ltd.",Health Care,,,,,,,,2197.0,Current,AMBROSINO Donna Marie,Non Executive Director,,2022-06-17,,Clover Health,https://en.wikipedia.org/wiki/Clover_Health,"Arizona, Georgia, Kansas, New Jersey, New York, Pennsylvania, Rhode Island, South Carolina, Tennessee, Texas, Vermont",Public,"2014; 11 years ago (2014), in San Francisco, United States",,"Franklin, Tennessee, United States",Health care,Andrew Toy (CEO)Vivek Garipalli (executive chairperson)Conrad Wai (CTO),,458 (2021),,,,,,,,,Nasdaq: CLOV (Class A),cloverhealth.com
Hong Kong,CLP Holdings Limited,Utilities,,,,,,,,2.0,Current,ALLEN Nicholas Charles,Independent Non Executive Director - A/F,,2009-05-12,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,"CM Energy Tech Co., Ltd.",Energy,,,,,,,,206.0,Current,LIU Jian Cheng,Non Executive Director,,2021-09-23,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,CMBC Capital Holdings Limited,Financials,,,,,,,,1141.0,Current,LEE Cheuk Yin Dannis,Independent Non Executive Director - A/F,,2017-06-07,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,CMGE Technology Group Limited,Technology,,,,,,,,302.0,Current,FAN Ying Jie,Executive Director,,2020-12-23,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,CMOC Group Limited,Basic Materials,,,,,,,,3993.0,Current,CHENG Gordon,Independent Non Executive Director,,2024-06-07,,CMOC Group Limited,https://en.wikipedia.org/wiki/CMOC_Group_Limited,Worldwide,Public; partly state-owned,1969; 56 years ago (1969),,"Luanchuan, Luoyang, Henan, People's Republic of China",Metal and Phosphate mining,Yuan Honglin (Chairman)Sun Ruiwen (CEO),CN¥13.53 billion (2024),,CN¥32.39 billion (2024),Cathay Fortune (30.19%) CATL (24.68%),,"Copper, Molybdenum, Tungsten, Cobalt, Niobium and Phosphate related products",CN¥213.03 billion (2024),IXM,,,SSE: 603993SEHK: 3993CSI A50,en.cmoc.com
Hong Kong,CMON Limited,Consumer Discretionary,,,,,,,,1792.0,Current,CHOY Man,Independent Non Executive Director,,2020-06-15,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,CMS Hang Seng Tech Index ETF,,,,,,,,,3423.0,Current,CHEUNG Man Ling,Executive Director,,2025-03-11,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,CN Logistics International Holdings Limited,Industrials,,,,,,,,2130.0,Current,CHAN Chun Hung Vincent,Independent Non Executive Director,,2020-09-17,,APL Logistics,https://en.wikipedia.org/wiki/APL_Logistics,,,,,SingaporeUSA,Global supply chain specialist,"Thad Bedard, PresidentFabio Duque, COOTakayuki Maruyama, CFO",US $67m (2014),"7,000",,,,,US $1.6b (2014),,,,,www.apllogistics.com
Hong Kong,"CNGR Advanced Material Co., Ltd.",Basic Materials,,,,,,,,2579.0,Current,CAO Feng,Independent Non Executive Director - A/F,,2025-10-15,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,CNNC International Limited,Basic Materials,,,,,,,,2302.0,Current,CHAN Yee Hoi Robert,Independent Non Executive Director - A/F,,2020-03-09,,CNNC International Limited,https://en.wikipedia.org/wiki/CNNC_International_Limited,China,Public company,"September 19, 2002",,"Hong Kong, China",Nuclear,Du Yunbin (Chairman),"- HKD 220,711,000 (2015)",15 (as at 31 December 2015),,,China National Nuclear Corporation,Uranium,"HKD 57,755,000",,,,SEHK: 2302,www.cnncintl.com
Hong Kong,CNOOC Limited,Energy,,,,,,,,883.0,Current,CHAN Chak Ming,Independent Non Executive Director,,2025-06-05,,CNOOC Building,https://en.wikipedia.org/wiki/CNOOC_Building,,Corporate headquarters,,,,,,,,,,,,,,,,,
Hong Kong,CNQC International Holdings Limited,Real Estate,,,,,,,,1240.0,Current,CHAN Kok Chung Johnny,Independent Non Executive Director,,2016-01-26,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,CNT Group Limited,Real Estate,,,,,,,,701.0,Current,HUANG De Rui,Independent Non Executive Director - A/F,,2004-09-30,,CNT EP,https://en.wikipedia.org/wiki/CNT_EP,Ecuador,,2008; 17 years ago (2008),,"Quito, Ecuador",,,,,,,,,,,,,,www.cnt.gob.ec
Hong Kong,Coastal Greenland Limited,Real Estate,,,,,,,,1124.0,Current,HUANG Xi Hua,Independent Non Executive Director,,2016-06-01,,Coastal Greenland,https://en.wikipedia.org/wiki/Coastal_Greenland,People's Republic of China,Privately held company,1990,Mr. Jiang Ming,"Hong Kong, People's Republic of China",Real estate,Chairman: Mr. Chan Boon Teong Managing director: Mr. Jiang Ming,,,,,,,,,,,SEHK: 1124,Coastal Greenland Limited
Hong Kong,Cocoon Holdings Limited,Financials,,,,,,,,428.0,Current,CHAU Wai Hing,Executive Director,Chairman,2021-04-23,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,COFCO Joycome Foods Limited,Consumer Staples,,,,,,,,1610.0,Current,CHEN Zhi Gang,Non Executive Director,,2024-06-25,,COFCO Group,https://en.wikipedia.org/wiki/COFCO_Group,Worldwide,State-owned enterprise,1949,,"Chaoyang District, Beijing, China",Food processing,Lü Jun (吕军) (Chairman),,"110,896 (2020)",,,,,$72.149 billion (2020),China Foods LimitedChina Agri-Industries Holdings Limited,$85.847 billion (2020),$12.499 billion (2020),,www.cofco.com/en/ (in English)
Hong Kong,"Colour Life Services Group Co., Limited",Real Estate,,,,,,,,1778.0,Current,GILDNER Timothy David,Non Executive Director,,2023-09-11,,,,,,,,,,,,,,,,,,,,,,
