Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price
Jeep,2013,Grand,SUV,2013 Jeep Grand Cherokee Laredo (4X4),USED,Automatic,"6 cyl, 3.6 L",4WD,Premium,10.4 L / 100 km,137413,Grey / Grey,"Woodridge, QLD",6 cyl,SUV, 4 Doors, 5 Seats,20000-30000 AUD
Honda,2016,CR-V,SUV,2016 Honda CR-V VTI (4X2),USED,Manual,"4 cyl, 2 L",Front,Unleaded,7.8 L / 100 km,76082,Grey / -,"Cairns, QLD",4 cyl,SUV, 4 Doors, 5 Seats,20000-30000 AUD
Hyundai,2020,Kona,SUV,2020 Hyundai Kona Active (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.2 L / 100 km,58425,White / Black,"Tweed Heads South, NSW",4 cyl,SUV, 4 Doors, 5 Seats,20000-30000 AUD
Suzuki,2019,Swift,Hatchback,2019 Suzuki Swift GL Navigator,USED,Automatic,"4 cyl, 1.2 L",Front,Unleaded,4.8 L / 100 km,63825,Blue / Black,"Ferntree Gully, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,20000-30000 AUD
Kia,2018,Cerato,Hatchback,2018 Kia Cerato Sport,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.3 L / 100 km,33681,Grey / Black,"Albion, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,20000-30000 AUD
Toyota,2018,Corolla,Hatchback,2018 Toyota Corolla Ascent Sport,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6 L / 100 km,56202,White / Black,"Moorebank, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,20000-30000 AUD
Toyota,2021,Corolla,Hatchback,2021 Toyota Corolla Ascent Sport,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6 L / 100 km,37637,White / Black,"Homebush, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,20000-30000 AUD
Mitsubishi,2011,Pajero,SUV,2011 Mitsubishi Pajero RX (4X4),USED,Automatic,"4 cyl, 3.2 L",4WD,Diesel,9.2 L / 100 km,227714,White / -,"Nailsworth, SA",4 cyl,SUV, 4 Doors, 7 Seats,20000-30000 AUD
Suzuki,2017,Vitara,SUV,2017 Suzuki Vitara GL+,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,6 L / 100 km,96992,Red / Black  Cloth,"Caboolture, QLD",4 cyl,SUV, 4 Doors, 5 Seats,20000-30000 AUD
Suzuki,2016,Vitara,SUV,2016 Suzuki Vitara S Turbo (fwd),USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,5.9 L / 100 km,132707,White / -,"Bundoora, VIC",4 cyl,SUV, 4 Doors, 5 Seats,20000-30000 AUD
Nissan,2018,Qashqai,SUV,2018 Nissan Qashqai N-TEC,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.9 L / 100 km,59800,Grey / Leather,"Berwick, VIC",4 cyl,SUV, 4 Doors, 5 Seats,20000-30000 AUD
Mitsubishi,2010,Delica,First In Vehicles,2010 Mitsubishi Delica,USED,Automatic,-,Other,Unleaded,-,145776,Silver / Black,"Allenstown, QLD",-,Commercial,,,20000-30000 AUD
Land,2015,Rover,SUV,2015 Land Rover Discovery Sport SD4 HSE,USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,6.1 L / 100 km,107400,Grey / Black,"Kedron, QLD",4 cyl,SUV, 4 Doors, 5 Seats,30000-40000 AUD
Volkswagen,2016,Golf,Hatchback,2016 Volkswagen Golf R,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.1 L / 100 km,61731,Blue / Black/Leather,"Bibra Lake, WA",4 cyl,Hatchback, 5 Doors, 5 Seats,30000-40000 AUD
Toyota,2023,Corolla,Hatchback,2023 Toyota Corolla Ascent Sport + Convenience PK,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6 L / 100 km,35,White / -,"Raymond Terrace, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,30000-40000 AUD
Mazda,2017,CX-5,SUV,2017 Mazda CX-5 Maxx Sport (4X2),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.9 L / 100 km,111644,Black / Cloth,"Echuca, VIC",4 cyl,SUV, 4 Doors, 5 Seats,30000-40000 AUD
Volkswagen,2018,Tiguan,SUV,2018 Volkswagen Tiguan 162 TSI Highline,USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.1 L / 100 km,58383,Grey / Black,"Wollongong, NSW",4 cyl,SUV, 4 Doors, 5 Seats,30000-40000 AUD
Toyota,2019,C-HR,SUV,2019 Toyota C-HR Koba (2WD),USED,Automatic,"4 cyl, 1.2 L",Front,Premium,6.4 L / 100 km,59750,Silver / Black,"Dudley Park, WA",4 cyl,SUV, 5 Doors, 5 Seats,30000-40000 AUD
Toyota,2019,Kluger,SUV,2019 Toyota Kluger GX (4X2),USED,Automatic,"6 cyl, 3.5 L",Front,Unleaded,9.1 L / 100 km,75535,Silver / -,"Waterloo, NSW",6 cyl,SUV, 4 Doors, 7 Seats,30000-40000 AUD
Mitsubishi,2020,Outlander,SUV,2020 Mitsubishi Outlander LS 7 Seat (awd),USED,Automatic,"4 cyl, 2.3 L",AWD,Diesel,6.2 L / 100 km,50603,Grey / Black,"Nunawading, VIC",4 cyl,SUV, 4 Doors, 7 Seats,30000-40000 AUD
Holden,2019,Colorado,Ute / Tray,2019 Holden Colorado LS (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.6 L / 100 km,94279,White / Black,"Gawler South, SA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,30000-40000 AUD
Mercedes-Benz,2015,GLA250,SUV,2015 Mercedes-Benz GLA250 4Matic,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7 L / 100 km,68860,Grey / Black,"New Town, TAS",4 cyl,SUV, 4 Doors, 5 Seats,30000-40000 AUD
Mitsubishi,2018,Triton,Ute / Tray,2018 Mitsubishi Triton Exceed (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,7.6 L / 100 km,87360,Grey / -,"South Nowra, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,30000-40000 AUD
Toyota,2018,Kluger,SUV,2018 Toyota Kluger GX (4X2),USED,Automatic,"6 cyl, 3.5 L",Front,Unleaded,9.1 L / 100 km,122793,Black / Grey,"Brookvale, NSW",6 cyl,SUV, 4 Doors, 7 Seats,30000-40000 AUD
Toyota,2020,Corolla,Hatchback,2020 Toyota Corolla Ascent Sport Hybrid,USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,4.2 L / 100 km,50338,Red / -,"Adelaide, SA",4 cyl,Hatchback, 5 Doors, 5 Seats,30000-40000 AUD
Mazda,2016,BT-50,Ute / Tray,2016 Mazda BT-50 XTR (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,9.2 L / 100 km,205245,Silver / -,"Shepparton, VIC",5 cyl,Ute / Tray, 4 Doors, 5 Seats,30000-40000 AUD
Toyota,2018,Hilux,Ute / Tray,2018 Toyota Hilux SR (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.5 L / 100 km,140937,White / Black Fabric,"Bunbury, WA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,30000-40000 AUD
Subaru,2022,XV,Carlin and Gazzard,2022 Subaru XV 2.0i Lineartronic AWD,USED,Automatic,-,Other,Unleaded,-,16132,Silver / Black,"Mount Gambier, SA",-,Wagon,,,30000-40000 AUD
Holden,2016,Colorado,Ute / Tray,2016 Holden Colorado LTZ (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,9.1 L / 100 km,107190,Red / -,"Labrador, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,30000-40000 AUD
Renault,2022,Koleos,SUV,2022 Renault Koleos Intens (4X2),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,8.1 L / 100 km,6530,White / Black,"Castle Hill, NSW",4 cyl,SUV, 4 Doors, 5 Seats,30000-40000 AUD
Lexus,2016,CT200H,Hatchback,2016 Lexus CT200H F Sport,USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,4.1 L / 100 km,87500,White / Black,"Hendra, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,30000-40000 AUD
Volkswagen,2019,Tiguan,SUV,2019 Volkswagen Tiguan 162 TSI Highline,USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.1 L / 100 km,84665,Black / Black,"Blacktown, NSW",4 cyl,SUV, 4 Doors, 5 Seats,30000-40000 AUD
Subaru,2019,Forester,SUV,2019 Subaru Forester 2.5I-L (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.4 L / 100 km,73894,Blue / Black,"HEIDELBERG, VIC",4 cyl,SUV, 4 Doors, 5 Seats,30000-40000 AUD
Holden,2017,Trailblazer,SUV,2017 Holden Trailblazer LTZ (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.6 L / 100 km,76214,White / Black,"Totness, SA",4 cyl,SUV, 4 Doors, 7 Seats,30000-40000 AUD
Mitsubishi,2018,Triton,Ute / Tray,2018 Mitsubishi Triton GLX Plus (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,7.6 L / 100 km,99214,White / Cloth,"Echuca, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,30000-40000 AUD
Mitsubishi,2019,Pajero,SUV,2019 Mitsubishi Pajero Sport GLS (4X4) 7 Seat,USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8 L / 100 km,53477,White / -,"Alexandria, NSW",4 cyl,SUV, 4 Doors, 7 Seats,30000-40000 AUD
Hyundai,2021,Kona,SUV,2021 Hyundai Kona Active (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.2 L / 100 km,23130,White / Black,"Rockingham, WA",4 cyl,SUV, 4 Doors, 5 Seats,30000-40000 AUD
Mitsubishi,2020,Outlander,SUV,2020 Mitsubishi Outlander ES 5 Seat (awd),USED,Automatic,"4 cyl, 2.4 L",AWD,Unleaded,7.2 L / 100 km,40361,Red / Black,"Southport, QLD",4 cyl,SUV, 4 Doors, 5 Seats,30000-40000 AUD
Kia,2019,Carnival,Wagon,2019 Kia Carnival S,USED,Automatic,"6 cyl, 3.3 L",Front,Unleaded,10.8 L / 100 km,84549,Silver / Black Cloth,"Blacktown, NSW",6 cyl,Wagon, 4 Doors, 8 Seats,30000-40000 AUD
Ford,2016,Ranger,Ute / Tray,2016 Ford Ranger XL 3.2 (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,8.8 L / 100 km,131953,White / Black,"Lismore, NSW",5 cyl,Ute / Tray, 2 Doors, 2 Seats,30000-40000 AUD
Mitsubishi,2019,Triton,Ute / Tray,2019 Mitsubishi Triton GLS (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8.6 L / 100 km,73698,Grey / -,"Alphington, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,30000-40000 AUD
Nissan,2021,X-Trail,SUV,2021 Nissan X-Trail ST-L (2WD),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.9 L / 100 km,20218,Red / Grey,"Hoppers Crossing, VIC",4 cyl,SUV, 4 Doors, 5 Seats,30000-40000 AUD
Volkswagen,2017,Amarok,Ute / Tray,2017 Volkswagen Amarok V6 TDI 550 Ultimate,USED,Automatic,"6 cyl, 3 L",4WD,Diesel,7.8 L / 100 km,151400,Grey / Black,"Cheltenham, VIC",6 cyl,Ute / Tray, 4 Doors, 5 Seats,30000-40000 AUD
Nissan,2020,X-Trail,SUV,2020 Nissan X-Trail TI (4WD) (5YR),USED,Automatic,"4 cyl, 2.5 L",4WD,Unleaded,8.3 L / 100 km,52858,Grey / Black,"Sebastopol, VIC",4 cyl,SUV, 4 Doors, 5 Seats,30000-40000 AUD
Subaru,2018,XV,SUV,2018 Subaru XV 2.0I-S,USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,7 L / 100 km,48244,Grey / Black,"Seymour, VIC",4 cyl,SUV, 4 Doors, 5 Seats,30000-40000 AUD
Toyota,2020,Corolla,Hatchback,2020 Toyota Corolla Ascent Sport Hybrid,USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,4.2 L / 100 km,49250,White / Black,"CAMBERWELL, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,30000-40000 AUD
Volkswagen,2018,Tiguan,SUV,2018 Volkswagen Tiguan Allspace 110 TDI Comfortline,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,6.1 L / 100 km,37388,White / Black,"Penrith, NSW",4 cyl,SUV, 4 Doors, 7 Seats,30000-40000 AUD
Volkswagen,2017,Golf,Hatchback,2017 Volkswagen Golf GTI,USED,Automatic,"4 cyl, 2 L",Front,Premium,6.7 L / 100 km,58586,White / -,"Molendinar, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,30000-40000 AUD
Mitsubishi,2018,Outlander,SUV,2018 Mitsubishi Outlander Exceed (hybrid),USED,Automatic,"4 cyl, 2 L",AWD,Hybrid,1.7 L / 100 km,36824,White / Black,"Hendra, QLD",4 cyl,SUV, 4 Doors, 5 Seats,30000-40000 AUD
Isuzu,2019,MU-X,SUV,2019 Isuzu MU-X LS-U (4X2),USED,Automatic,"4 cyl, 3 L",Front,Diesel,8.1 L / 100 km,102941,White / -,"Launceston, TAS",4 cyl,SUV, 4 Doors, 7 Seats,30000-40000 AUD
Isuzu,2021,D-MAX,Ute / Tray,2021 Isuzu D-MAX SX (4X2) High-Ride,USED,Automatic,"4 cyl, 1.9 L",Front,Diesel,7 L / 100 km,3212,White / Black,"Cannington, WA",4 cyl,Ute / Tray, 2 Doors, 2 Seats,30000-40000 AUD
MG,2021,ZS,SUV,2021 MG ZS EV Essence,USED,Automatic,0 L,Front,Electric,0 L / 100 km,94589,Blue / Black,"Hoppers Crossing, VIC",0 L,SUV, 4 Doors, 5 Seats,30000-40000 AUD
Land,2015,Rover,Prospect Motor Company,2015 Land Rover Range Rover Evoque Dynamic,USED,Automatic,-,Other,Diesel,-,91000,White / Black Leather Seats,"Prospect, SA",-,Hatchback,,,30000-40000 AUD
LDV,2021,G10,Commercial,2021 LDV G10 Barn Door,USED,Automatic,"4 cyl, 1.9 L",Rear,Diesel,8.6 L / 100 km,5300,White / 2021/06,"Dandenong South, VIC",4 cyl,Commercial, 4 Doors, 2 Seats,30000-40000 AUD
Isuzu,2015,MU-X,SUV,2015 Isuzu MU-X LS-U (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,8.4 L / 100 km,120365,Black / Black,"Echuca, VIC",4 cyl,SUV, 4 Doors, 7 Seats,30000-40000 AUD
Subaru,2020,Forester,SUV,2020 Subaru Forester 2.5I (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.4 L / 100 km,57341,Blue / Black,"Melville, WA",4 cyl,SUV, 4 Doors, 5 Seats,30000-40000 AUD
Mazda,2019,CX-3,SUV,2019 Mazda CX-3 Akari LE (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.3 L / 100 km,38179,White / -,"Stanmore, NSW",4 cyl,SUV, 4 Doors, 5 Seats,30000-40000 AUD
Kia,2018,Carnival,Wagon,2018 Kia Carnival S,USED,Automatic,"6 cyl, 3.3 L",Front,Unleaded,11.6 L / 100 km,76213,White / Grey,"Victoria Park, WA",6 cyl,Wagon, 4 Doors, 8 Seats,30000-40000 AUD
Audi,2016,A4,Sedan,2016 Audi A4 2.0 TDI Quattro S Tronic Sport,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,4.6 L / 100 km,92045,- / -,"Fyshwick, ACT",4 cyl,Sedan, 4 Doors, 5 Seats,30000-40000 AUD
Mitsubishi,2018,Triton,Ute / Tray,2018 Mitsubishi Triton GLS (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,7.6 L / 100 km,105161,White / Black,"Hendra, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,30000-40000 AUD
Toyota,2019,Camry,Sedan,2019 Toyota Camry Ascent,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.8 L / 100 km,50216,Blue / -,"Wodonga, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,30000-40000 AUD
Mazda,2020,CX-3,SUV,2020 Mazda CX-3 Maxx Sport (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.3 L / 100 km,40900,Blue / -,"Warragul, VIC",4 cyl,SUV, 4 Doors, 5 Seats,30000-40000 AUD
Subaru,2018,Outback,SUV,2018 Subaru Outback 2.5I Premium,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.3 L / 100 km,66805,Grey / -,"Blacktown, NSW",4 cyl,SUV, 4 Doors, 5 Seats,30000-40000 AUD
Mazda,2021,CX-30,SUV,2021 Mazda CX-30 G20 Evolve (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.5 L / 100 km,28052,Black / Black,"Rocklea, QLD",4 cyl,SUV, 4 Doors, 5 Seats,30000-40000 AUD
Jeep,2015,Wrangler,SUV,2015 Jeep Wrangler Unlimited Renegade Sport (4X4),USED,Automatic,"6 cyl, 3.6 L",4WD,Unleaded,11.7 L / 100 km,152274,Blue / -,"Granville, NSW",6 cyl,SUV, 4 Doors, 5 Seats,30000-40000 AUD
Honda,2018,Vezel,"03 **** ****
",2018 Honda Vezel RS HYBRID 1.5L 5 SEATER,USED,-,-,Other,-,-,65133,Blue / -,"Moorabbin, VIC",-,,,,30000-40000 AUD
Mercedes-Benz,2015,C-CLASS,USED Dealer ad,2015 Mercedes-Benz C-CLASS,USED,Automatic,-,Rear,Unleaded,-,94153,White / -,"Slacks Creek, QLD",-,,,,30000-40000 AUD
Mercedes-Benz,2015,E200,Coupe,2015 Mercedes-Benz E200,USED,Automatic,"4 cyl, 2 L",Rear,Premium,6 L / 100 km,88507,Grey / Black,"Artarmon, NSW",4 cyl,Coupe, 2 Doors, 4 Seats,30000-40000 AUD
Honda,2021,HR-V,SUV,2021 Honda HR-V VTI-S,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.9 L / 100 km,17500,Grey / 2021/07,"Thornbury, VIC",4 cyl,SUV, 4 Doors, 5 Seats,30000-40000 AUD
BMW,2016,X5,SUV,2016 BMW X5 Xdrive 25D,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,6 L / 100 km,180013,Grey / Black,"Mount Druitt, NSW",4 cyl,SUV, 4 Doors, 5 Seats,30000-40000 AUD
Nissan,2019,Pathfinder,SUV,2019 Nissan Pathfinder ST (2WD),USED,Automatic,"6 cyl, 3.5 L",Front,Premium,9.9 L / 100 km,65641,White / Black,"Moorebank, NSW",6 cyl,SUV, 4 Doors, 7 Seats,30000-40000 AUD
Nissan,2003,Patrol,SUV,2003 Nissan Patrol ST (4X4),USED,Manual,"4 cyl, 3 L",4WD,Diesel,0 L / 100 km,135460,Grey / Grey,"West Footscray, VIC",4 cyl,SUV, 4 Doors, 7 Seats,30000-40000 AUD
Subaru,2019,Forester,SUV,2019 Subaru Forester 2.5I-S (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.4 L / 100 km,54277,Red / Black,"Gawler South, SA",4 cyl,SUV, 4 Doors, 5 Seats,30000-40000 AUD
Hyundai,2021,I30,Hatchback,2021 Hyundai I30 N Line,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,7.1 L / 100 km,22030,Grey / Grey,"Edgewater, WA",4 cyl,Hatchback, 4 Doors, 5 Seats,30000-40000 AUD
Nissan,2021,X-Trail,SUV,2021 Nissan X-Trail ST-L (2WD),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.9 L / 100 km,12577,White / Grey,"Hoppers Crossing, VIC",4 cyl,SUV, 4 Doors, 5 Seats,30000-40000 AUD
Mitsubishi,2020,Outlander,SUV,2020 Mitsubishi Outlander ES 7 Seat (2WD),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,7.2 L / 100 km,50383,White / -,"South Nowra, NSW",4 cyl,SUV, 4 Doors, 7 Seats,30000-40000 AUD
Holden,2019,Acadia,SUV,2019 Holden Acadia LTZ (2WD),USED,Automatic,"6 cyl, 3.6 L",Front,Unleaded,8.9 L / 100 km,63730,Red / Black,"Southport, QLD",6 cyl,SUV, 4 Doors, 7 Seats,30000-40000 AUD
Subaru,2018,Outback,SUV,2018 Subaru Outback 2.5I Premium,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.3 L / 100 km,96160,Grey / Black,"Mount Gambier, SA",4 cyl,SUV, 4 Doors, 5 Seats,30000-40000 AUD
Kia,2019,Seltos,SUV,2019 Kia Seltos GT Line (awd) (two-Tone),USED,Automatic,"4 cyl, 1.6 L",AWD,Unleaded,7.6 L / 100 km,28216,Yellow / -,"Adelaide, SA",4 cyl,SUV, 4 Doors, 5 Seats,30000-40000 AUD
Nissan,2019,Navara,Ute / Tray,2019 Nissan Navara ST (4X4),USED,Manual,"4 cyl, 2.3 L",4WD,Diesel,6.5 L / 100 km,68419,White / Black,"Stuart Park, NT",4 cyl,Ute / Tray, 4 Doors, 5 Seats,30000-40000 AUD
HSV,1996,Maloo,Ute / Tray,1996 HSV Maloo,USED,Automatic,"8 cyl, 5 L",Rear,Unleaded,0 L / 100 km,196528,Black / Black,"Wangara, WA",8 cyl,Ute / Tray, 2 Doors, 3 Seats,30000-40000 AUD
Hyundai,2018,Santa,SUV,2018 Hyundai Santa FE Active Crdi (awd),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,7.5 L / 100 km,92291,White / -,"Crookwell, NSW",4 cyl,SUV, 4 Doors, 7 Seats,30000-40000 AUD
Volvo,2016,Xc,Automobile Gallery,2016 Volvo Xc 90 L Series D5 Inscription Wagon 7st 5dr Geartronic 8sp 4x4 2.0,USED,Automatic,-,Other,Diesel,-,164371,Silver / -,"Granville, NSW",-,Wagon,,,30000-40000 AUD
Mercedes-Benz,2014,A45,Hatchback,2014 Mercedes-Benz A45 AMG,USED,Automatic,"4 cyl, 2 L",AWD,Premium,6.9 L / 100 km,103571,Grey / Black,"Oakleigh, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,30000-40000 AUD
Volkswagen,2019,Tiguan,SUV,2019 Volkswagen Tiguan Allspace 132 TSI Comfortline,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.5 L / 100 km,45313,White / Grey,"Myaree, WA",4 cyl,SUV, 4 Doors, 5 Seats,30000-40000 AUD
Kia,2020,Carnival,Wagon,2020 Kia Carnival S,USED,Automatic,"6 cyl, 3.3 L",Front,Unleaded,10.8 L / 100 km,50151,White / -,"Victoria Park, WA",6 cyl,Wagon, 4 Doors, 8 Seats,30000-40000 AUD
Land,2016,Rover,SUV,2016 Land Rover Discovery Sport TD4 HSE,USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,6 L / 100 km,131621,Grey / Black,"Totness, SA",4 cyl,SUV, 4 Doors, 5 Seats,30000-40000 AUD
Ford,2018,Ranger,Ute / Tray,2018 Ford Ranger XLT 3.2 HI-Rider (4X2),USED,Automatic,"5 cyl, 3.2 L",Rear,Diesel,8.2 L / 100 km,152807,Red / -,"Granville, NSW",5 cyl,Ute / Tray, 4 Doors, 5 Seats,30000-40000 AUD
Mitsubishi,2020,Outlander,SUV,2020 Mitsubishi Outlander ES 7 Seat (2WD),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,7.2 L / 100 km,43642,White / Black,"Albion Park, NSW",4 cyl,SUV, 4 Doors, 7 Seats,30000-40000 AUD
Mazda,2018,CX-5,SUV,2018 Mazda CX-5 Akera (4X4),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.5 L / 100 km,55224,White / Leather,"Kedron, QLD",4 cyl,SUV, 4 Doors, 5 Seats,30000-40000 AUD
Holden,2016,Colorado,Ute / Tray,2016 Holden Colorado LS (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,9 L / 100 km,91448,White / Black Cloth,"Berwick, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,30000-40000 AUD
Subaru,2018,Forester,SUV,2018 Subaru Forester 2.5I-L,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.1 L / 100 km,39824,Brown / -,"Taree, NSW",4 cyl,SUV, 4 Doors, 5 Seats,30000-40000 AUD
Mitsubishi,2017,Triton,Ute / Tray,2017 Mitsubishi Triton GLS (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,7.6 L / 100 km,129614,White / -,"Granville, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,30000-40000 AUD
Toyota,2019,Corolla,Hatchback,2019 Toyota Corolla ZR (hybrid),USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,4.2 L / 100 km,92445,Red / -,"Mandurah, WA",4 cyl,Hatchback, 5 Doors, 5 Seats,30000-40000 AUD
Mitsubishi,2016,Pajero,SUV,2016 Mitsubishi Pajero Sport Exceed (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8 L / 100 km,65430,White / 2016/08,"Thornbury, VIC",4 cyl,SUV, 4 Doors, 5 Seats,30000-40000 AUD
Ford,2017,Ranger,Ute / Tray,2017 Ford Ranger XLS 3.2 (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,9.2 L / 100 km,137227,White / Grey,"Singleton, NSW",5 cyl,Ute / Tray, 4 Doors, 5 Seats,30000-40000 AUD
Mazda,2016,BT-50,Ute / Tray,2016 Mazda BT-50 XTR (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,9.2 L / 100 km,118000,White / -,"Underwood, QLD",5 cyl,Ute / Tray, 4 Doors, 5 Seats,30000-40000 AUD
Ford,2018,Ranger,Ute / Tray,2018 Ford Ranger XLS 3.2 (4X4) (5 YR),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,8.7 L / 100 km,138989,White / Black,"Rockingham, WA",5 cyl,Ute / Tray, 4 Doors, 5 Seats,30000-40000 AUD
Suzuki,2020,Jimny,SUV,2020 Suzuki Jimny,USED,Manual,"4 cyl, 1.5 L",4WD,Unleaded,6.4 L / 100 km,21896,Green / -,"Lavington, NSW",4 cyl,SUV, 2 Doors, 4 Seats,30000-40000 AUD
Mercedes-Benz,2015,CLS250,Sedan,2015 Mercedes-Benz CLS250 D,USED,Automatic,"4 cyl, 2.1 L",Rear,Diesel,5.4 L / 100 km,89170,Silver / -,"Mansfield, QLD",4 cyl,Sedan, 4 Doors, 4 Seats,30000-40000 AUD
Mitsubishi,2018,Triton,Adelaide Vehicle Centre Hills,2018 Mitsubishi Triton GLX,USED,Manual,-,Other,Diesel,-,53906,White / Grey,"Strathalbyn, SA",-,Ute / Tray,,,30000-40000 AUD
Toyota,2015,Kluger,SUV,2015 Toyota Kluger GX (4X2),USED,Automatic,"6 cyl, 3.5 L",Front,Unleaded,10.2 L / 100 km,77450,- / -,"Pakenham, VIC",6 cyl,SUV, 4 Doors, 7 Seats,30000-40000 AUD
Ford,2016,Ranger,Ute / Tray,2016 Ford Ranger XL 2.2 HI-Rider (4X2),USED,Automatic,"4 cyl, 2.2 L",Rear,Diesel,7.5 L / 100 km,168954,White / -,"Saint Marys, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,30000-40000 AUD
Nissan,2021,X-Trail,SUV,2021 Nissan X-Trail ST (2WD),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.9 L / 100 km,41719,Grey / Grey,"Hoppers Crossing, VIC",4 cyl,SUV, 4 Doors, 5 Seats,30000-40000 AUD
