Source,Company Name,ICB Industry,Admission Date,Country of Incorporation,World Region,Market,International Issuer,Company Market Cap (￡m),Stock Code,Listing Status,Director's English Name,Capacity,Position,Appointment Date (yyyy-mm-dd),Resignation Date (yyyy-mm-dd)
Hong Kong,Century Legend (Holdings) Limited,Consumer Discretionary,,,,,,,79.0,Current,CHU Ming Tak Evans Tania,Executive Director,,2001-01-02,
Hong Kong,Century City International Holdings Limited,Consumer Discretionary,,,,,,,355.0,Current,CHUANG Anthony,Independent Non Executive Director,,1993-08-26,
London,SPORTECH PLC,Consumer Discretionary,2000-9-5 0:00,United Kingdom,Europe,MAIN MARKET,No,33.41,,,,,,,
Hong Kong,China Parenting Network Holdings Limited,Consumer Discretionary,,,,,,,1736.0,Current,CHENG Li,Executive Director,CEO,2015-02-11,
London,MARSHALL MOTOR HOLDINGS PLC,Consumer Discretionary,2015-4-2 0:00,United Kingdom,Europe,AIM,No,102.88,,,,,,,
London,BURBERRY GROUP PLC,Consumer Discretionary,2002-7-18 0:00,United Kingdom,Europe,MAIN MARKET,No,5488.26,,,,,,,
London,KEYWORDS STUDIOS PLC,Consumer Discretionary,2013-7-12 0:00,United Kingdom,Europe,AIM,No,1565.08,,,,,,,
London,STV GROUP PLC,Consumer Discretionary,1973-3-25 0:00,United Kingdom,Europe,MAIN MARKET,No,126.24,,,,,,,
London,APPLEGREEN PLC,Consumer Discretionary,2015-6-19 0:00,Ireland,Europe,AIM,Yes,340.29,,,,,,,
Hong Kong,Hing Lee (HK) Holdings Limited,Consumer Discretionary,,,,,,,396.0,Current,CHEUNG Kong Cheung,Executive Director,,2004-04-20,
Hong Kong,BAIC Motor Corporation Limited,Consumer Discretionary,,,,,,,1958.0,Current,BINDER Kevin Walter,Non Executive Director,,2024-03-22,
Hong Kong,Skyworth Group Limited,Consumer Discretionary,,,,,,,751.0,Current,CHEONG Ying Chew Henry,Independent Non Executive Director,,2015-01-01,
Hong Kong,Simplicity Holding Limited,Consumer Discretionary,,,,,,,8367.0,Current,CHEUNG Hiu Fung,Independent Non Executive Director,,2023-03-31,
London,MCCARTHY & STONE PLC,Consumer Discretionary,2015-11-6 0:00,United Kingdom,Europe,MAIN MARKET,No,631.34,,,,,,,
Hong Kong,Hainan Meilan International Airport Company Limited,Consumer Discretionary,,,,,,,357.0,Current,FUNG Ching Simon,Independent Non Executive Director - A/F,,2004-10-11,
Hong Kong,Fosun Tourism Group,Consumer Discretionary,,,,,,,1992.0,Delisted,CHOI Yin On,Executive Director,,2021-08-18,2025-03-20
Hong Kong,Li Auto Inc.,Consumer Discretionary,,,,,,,2015.0,Current,FAN Zheng,Non Executive Director,,2020-10-22,
London,INFORMA PLC,Consumer Discretionary,2014-5-30 0:00,United Kingdom,Europe,MAIN MARKET,No,6278.94,,,,,,,
Hong Kong,Lippo China Resources Limited,Consumer Discretionary,,,,,,,156.0,Current,CHAN Nim Leung Leon,Non Executive Director,,2004-09-30,
London,REACH PLC,Consumer Discretionary,1953-12-2 0:00,United Kingdom,Europe,MAIN MARKET,No,327.67,,,,,,,
Hong Kong,Culturecom Holdings Limited,Consumer Discretionary,,,,,,,343.0,Current,CHAN Shuk Man Lora,Independent Non Executive Director - A/F,,2025-11-25,
London,CAFFYNS PLC,Consumer Discretionary,1961-7-22 0:00,United Kingdom,Europe,MAIN MARKET,No,7.92,,,,,,,
London,CODEMASTERS GROUP HOLDINGS PLC,Consumer Discretionary,2018-6-1 0:00,United Kingdom,Europe,AIM,No,632.51,,,,,,,
Hong Kong,China Star Entertainment Limited,Consumer Discretionary,,,,,,,326.0,Current,CHEN Ming Yin Tiffany,Executive Director,,1996-07-18,
Hong Kong,Amuse Group Holding Limited,Consumer Discretionary,,,,,,,8545.0,Current,CHOW Chi Ling Janice,Independent Non Executive Director - A/F,,2018-05-11,
Hong Kong,Lesi Group Limited,Consumer Discretionary,,,,,,,2540.0,Current,CHANG Qing,Non Executive Director,,2022-08-01,
Hong Kong,Kuaishou Technology,Consumer Discretionary,,,,,,,1024.0,Current,CHENG Yi Xiao,Executive Director,"Chairman, CEO",2014-02-11,
Hong Kong,China Ruyi Holdings Limited,Consumer Discretionary,,,,,,,136.0,Current,CHAU Shing Yim David,Independent Non Executive Director - A/F,,2015-10-26,
Hong Kong,China Brilliant Global Limited,Consumer Discretionary,,,,,,,8026.0,Current,CHAN Mei Yan,Independent Non Executive Director - A/F,,2018-02-12,
London,VIVO ENERGY PLC,Consumer Discretionary,2018-5-4 0:00,United Kingdom,Europe,MAIN MARKET,No,957.81,,,,,,,
Hong Kong,Bar Pacific Group Holdings Limited,Consumer Discretionary,,,,,,,8432.0,Current,CHAN Ching Mandy,Executive Director,"Chairman, CEO",2020-10-12,
Hong Kong,Melco International Development Limited,Consumer Discretionary,,,,,,,200.0,Current,CHUNG Yuk Man Clarence,Executive Director,,2006-05-18,
London,CARNIVAL PLC,Consumer Discretionary,2000-10-23 0:00,United Kingdom,Europe,MAIN MARKET,No,1550.16,,,,,,,
Hong Kong,Bonjour Holdings Limited,Consumer Discretionary,,,,,,,653.0,Current,CHEN Jian Wen,Executive Director,Chairman,2016-01-20,
London,MOTHERCARE PLC,Consumer Discretionary,1986-1-8 0:00,United Kingdom,Europe,MAIN MARKET,No,45.18,,,,,,,
Hong Kong,China Education Group Holdings Limited,Consumer Discretionary,,,,,,,839.0,Current,POSTIGLIONE Gerard A.,Independent Non Executive Director,,2017-12-05,
London,CARD FACTORY PLC,Consumer Discretionary,2014-5-20 0:00,United Kingdom,Europe,MAIN MARKET,No,109.98,,,,,,,
Hong Kong,Millennium Pacific Group Holdings Limited,Consumer Discretionary,,,,,,,8147.0,Current,CHEN Yi Fan,Independent Non Executive Director,,2023-09-27,
London,DALATA HOTEL GROUP PLC,Consumer Discretionary,2016-6-30 0:00,Ireland,Europe,MAIN MARKET,Yes,487.79,,,,,,,
Hong Kong,Nexteer Automotive Group Limited,Consumer Discretionary,,,,,,,1316.0,Current,BOYER Hervé Paul Gino,Executive Director,,2025-11-12,
Hong Kong,Allan International Holdings Limited,Consumer Discretionary,,,,,,,684.0,Current,CHEUNG Lai Chun Maggie,Executive Director,Chairman,1992-08-14,
Hong Kong,CA Cultural Technology Group Limited,Consumer Discretionary,,,,,,,1566.0,Current,CHONG Heung Chung Jason,Executive Director,CEO,2013-09-25,
Hong Kong,Kai Yuan Holdings Limited,Consumer Discretionary,,,,,,,1215.0,Current,HE Yi,Independent Non Executive Director - A/F,,2011-05-18,
London,TIME OUT GROUP PLC,Consumer Discretionary,2016-6-14 0:00,United Kingdom,Europe,AIM,No,93.46,,,,,,,
Hong Kong,XPeng Inc.,Consumer Discretionary,,,,,,,9868.0,Current,FOO Ji Xun,Non Executive Director,,2019-09-12,
London,HYUNDAI MOTOR COMPANY,Consumer Discretionary,1995-6-22 0:00,South Korea,Asia,MAIN MARKET / ADMISSION TO TRADING ONLY,Yes,,,,,,,,
Hong Kong,Asia Television Holdings Limited,Consumer Discretionary,,,,,,,707.0,Current,HAN Xing Xing,Independent Non Executive Director,,2015-09-30,
London,BROWN (N) GROUP PLC,Consumer Discretionary,1972-11-10 0:00,United Kingdom,Europe,MAIN MARKET,No,163.49,,,,,,,
London,AO WORLD PLC,Consumer Discretionary,2014-3-3 0:00,United Kingdom,Europe,MAIN MARKET,No,1725.14,,,,,,,
Hong Kong,TOMO Holdings Limited,Consumer Discretionary,,,,,,,6928.0,Current,LIU Wu Hui,Independent Non Executive Director,,2025-06-30,
Hong Kong,Icon Culture Global Company Limited,Consumer Discretionary,,,,,,,8500.0,Current,CHEN Zong Xian,Non Executive Director,Chairman,2024-10-25,
London,RESTAURANT GROUP PLC,Consumer Discretionary,1969-1-17 0:00,United Kingdom,Europe,MAIN MARKET,No,238.87,,,,,,,
London,ALTUS STRATEGIES PLC,Basic Materials,2017-8-10 0:00,United Kingdom,Europe,AIM,No,41.7,,,,,,,
London,ALTYN PLC,Basic Materials,2014-12-19 0:00,United Kingdom,Europe,MAIN MARKET,No,43.73,,,,,,,
London,ALUMINIUM BAHRAIN B.S.C.,Basic Materials,2010-11-30 0:00,Bahrain,Middle East,MAIN MARKET,Yes,,,,,,,,
London,ANGLESEY MINING PLC,Basic Materials,1988-6-6 0:00,United Kingdom,Europe,MAIN MARKET,No,3.64,,,,,,,
London,ANGLO AMERICAN PLC,Basic Materials,1999-5-24 0:00,United Kingdom,Europe,MAIN MARKET,No,24687.88,,,,,,,
London,ANGLO ASIAN MINING PLC,Basic Materials,2005-7-29 0:00,United Kingdom,Europe,AIM,No,134.98,,,,,,,
London,ANGLO PACIFIC GROUP PLC,Basic Materials,1996-12-30 0:00,United Kingdom,Europe,MAIN MARKET,No,188.24,,,,,,,
London,ANTOFAGASTA PLC,Basic Materials,1982-7-5 0:00,United Kingdom,Europe,MAIN MARKET,No,10149.39,,,,,,,
London,ATALAYA MINING PLC,Basic Materials,2005-5-9 0:00,Cyprus,Europe,AIM,Yes,240.34,,,,,,,
London,BACANORA LITHIUM PLC,Basic Materials,2018-3-26 0:00,United Kingdom,Europe,AIM,No,66.03,,,,,,,
London,BASE RESOURCES LIMITED,Basic Materials,2013-1-8 0:00,Australia,Pacific,AIM,Yes,155.24,,,,,,,
London,BEOWULF MINING PLC,Basic Materials,2005-5-9 0:00,United Kingdom,Europe,AIM,No,33.12,,,,,,,
London,BHP GROUP PLC,Basic Materials,1997-7-28 0:00,United Kingdom,Europe,MAIN MARKET,No,31474.09,,,,,,,
London,BODYCOTE PLC,Basic Materials,1972-1-28 0:00,United Kingdom,Europe,MAIN MARKET,No,1245.42,,,,,,,
London,BOTSWANA DIAMONDS PLC,Basic Materials,2011-2-2 0:00,United Kingdom,Europe,AIM,No,4.51,,,,,,,
London,CAPITAL LIMITED,Basic Materials,2010-6-7 0:00,Bermuda,North America,MAIN MARKET,Yes,86.3,,,,,,,
London,CENTAMIN PLC,Basic Materials,2011-12-30 0:00,Jersey,Europe,MAIN MARKET,No,1432.81,,,,,,,
London,CHINA NONFERROUS GOLD LIMITED,Basic Materials,2004-12-2 0:00,Cayman Islands,North America,AIM,Yes,38.05,,,,,,,
London,CHINA STEEL CORPORATION,Basic Materials,2005-3-23 0:00,Taiwan,Asia,ADMISSION TO TRADING ONLY,Yes,,,,,,,,
London,CONROY GOLD & NATURAL RESOURCES PLC,Basic Materials,2000-5-30 0:00,Ireland,Europe,AIM,Yes,9.26,,,,,,,
London,CRODA INTERNATIONAL PLC,Basic Materials,1964-6-10 0:00,United Kingdom,Europe,MAIN MARKET,No,7777.14,,,,,,,
London,CROPPER (JAMES) PLC,Basic Materials,2007-8-31 0:00,United Kingdom,Europe,AIM,No,84.08,,,,,,,
London,ELEMENTIS PLC,Basic Materials,1964-4-1 0:00,United Kingdom,Europe,MAIN MARKET,No,432.12,,,,,,,
London,EMPIRE METALS LIMITED,Basic Materials,2010-12-17 0:00,British Virgin Islands,North America,AIM,Yes,8.61,,,,,,,
London,EUROPA METALS LTD,Basic Materials,2010-12-15 0:00,Australia,Pacific,AIM,Yes,1.12,,,,,,,
London,EVRAZ PLC,Basic Materials,2005-6-8 0:00,United Kingdom,Europe,MAIN MARKET,No,5237.46,,,,,,,
London,EZZ STEEL COMPANY - S.A.E.,Basic Materials,1999-6-30 0:00,Egypt,Middle East,MAIN MARKET,Yes,,,,,,,,
London,FAR EASTERN NEW CENTURY CORPORATION,Basic Materials,2004-10-11 0:00,Taiwan,Asia,ADMISSION TO TRADING ONLY,Yes,,,,,,,,
London,FERREXPO PLC,Basic Materials,2007-6-20 0:00,United Kingdom,Europe,MAIN MARKET,No,1121.33,,,,,,,
London,FRESNILLO PLC,Basic Materials,2008-5-14 0:00,United Kingdom,Europe,MAIN MARKET,No,8566.39,,,,,,,
London,GALILEO RESOURCES PLC,Basic Materials,2011-9-28 0:00,United Kingdom,Europe,AIM,No,6.66,,,,,,,
London,GEM DIAMONDS LIMITED,Basic Materials,2007-2-19 0:00,British Virgin Islands,North America,MAIN MARKET,Yes,51.29,,,,,,,
London,GEMFIELDS GROUP LIMITED,Basic Materials,2020-2-14 0:00,Guernsey,Europe,AIM,No,68.8,,,,,,,
London,GLENCORE PLC,Basic Materials,2011-5-24 0:00,Jersey,Europe,MAIN MARKET,No,20772.6,,,,,,,
London,HILL & SMITH HOLDINGS PLC,Basic Materials,1969-3-26 0:00,United Kingdom,Europe,MAIN MARKET,No,953.63,,,,,,,
London,HOCHSCHILD MINING PLC,Basic Materials,2006-11-8 0:00,United Kingdom,Europe,MAIN MARKET,No,1130.53,,,,,,,
London,HORIZONTE MINERALS PLC,Basic Materials,2010-8-17 0:00,United Kingdom,Europe,AIM,No,83.34,,,,,,,
London,JOHNSON MATTHEY PLC,Basic Materials,2012-8-6 0:00,United Kingdom,Europe,MAIN MARKET,No,4159.03,,,,,,,
London,KENMARE RESOURCES PLC,Basic Materials,1994-11-17 0:00,Ireland,Europe,MAIN MARKET,Yes,318.24,,,,,,,
London,LEEDS GROUP PLC,Basic Materials,2002-3-13 0:00,United Kingdom,Europe,AIM,No,3.69,,,,,,,
London,MONDI PLC,Basic Materials,2007-7-3 0:00,United Kingdom,Europe,MAIN MARKET,No,7103.65,,,,,,,
London,PAN AFRICAN RESOURCES PLC,Basic Materials,2007-7-31 0:00,United Kingdom,Europe,AIM,No,376.99,,,,,,,
London,PLANT HEALTH CARE PLC,Basic Materials,2004-7-6 0:00,United Kingdom,Europe,AIM,No,21.8,,,,,,,
London,POWER METAL RESOURCES PLC,Basic Materials,2012-10-9 0:00,United Kingdom,Europe,AIM,No,16.75,,,,,,,
London,PREMIER AFRICAN MINERALS LIMITED,Basic Materials,2012-12-10 0:00,British Virgin Islands,North America,AIM,Yes,7.38,,,,,,,
London,RHI MAGNESITA N.V.,Basic Materials,2017-10-27 0:00,Netherlands,Europe,MAIN MARKET,Yes,1256.39,,,,,,,
London,RIO TINTO PLC,Basic Materials,1973-11-1 0:00,United Kingdom,Europe,MAIN MARKET,No,54318.8,,,,,,,
London,SAVANNAH RESOURCES PLC,Basic Materials,2010-11-1 0:00,United Kingdom,Europe,AIM,No,32.91,,,,,,,
London,SCAPA GROUP PLC,Basic Materials,2006-8-23 0:00,United Kingdom,Europe,AIM,No,227.24,,,,,,,
London,SOLGOLD PLC,Basic Materials,2006-2-10 0:00,United Kingdom,Europe,MAIN MARKET,No,709.73,,,,,,,
London,SOUTH32 LIMITED,Basic Materials,2015-5-26 0:00,Australia,Pacific,MAIN MARKET,Yes,5335.74,,,,,,,
London,SUNRISE RESOURCES PLC,Basic Materials,2005-6-6 0:00,United Kingdom,Europe,AIM,No,9.19,,,,,,,
London,SYNTHOMER PLC,Basic Materials,1971-10-14 0:00,United Kingdom,Europe,MAIN MARKET,No,1602.54,,,,,,,
London,TATA STEEL LIMITED,Basic Materials,2009-7-27 0:00,India,Asia,PROFESSIONAL SECURITIES MARKET,Yes,,,,,,,,
London,TRANS-SIBERIAN GOLD PLC,Basic Materials,2003-11-25 0:00,United Kingdom,Europe,AIM,No,85.85,,,,,,,
London,VAST RESOURCES PLC,Basic Materials,2006-6-30 0:00,United Kingdom,Europe,AIM,No,22.76,,,,,,,
London,VICTREX PLC,Basic Materials,1995-12-21 0:00,United Kingdom,Europe,MAIN MARKET,No,1598.09,,,,,,,
London,WORTHINGTON GROUP PLC,Basic Materials,1954-1-11 0:00,United Kingdom,Europe,MAIN MARKET,No,21.76,,,,,,,
London,W RESOURCES PLC,Basic Materials,2004-11-4 0:00,United Kingdom,Europe,AIM,No,8.25,,,,,,,
London,XTRACT RESOURCES PLC,Basic Materials,2006-2-20 0:00,United Kingdom,Europe,AIM,No,6.62,,,,,,,
London,YAMANA GOLD INC.,Basic Materials,2020-10-13 0:00,Canada,North America,MAIN MARKET,Yes,4044.57,,,,,,,
London,ZOTEFOAMS PLC,Basic Materials,1995-2-28 0:00,United Kingdom,Europe,MAIN MARKET,No,199.83,,,,,,,
Hong Kong,Aluminum Corporation Of China Limited,Basic Materials,,,,,,,2600.0,Current,CHAN Yuen Sau Kelly,Independent Non Executive Director - A/F,,2021-06-29,
Hong Kong,Angang Steel Company Limited,Basic Materials,,,,,,,347.0,Current,HU Cai Mei,Independent Non Executive Director,,2024-05-29,
Hong Kong,Aowei Holding Limited,Basic Materials,,,,,,,1370.0,Current,CHEN Li Xian,Executive Director,,2024-11-28,
Hong Kong,China BlueChemical Ltd.,Basic Materials,,,,,,,3983.0,Current,HE Qi Zhong,Non Executive Director,,2025-05-29,
Hong Kong,China Gold International Resources Corp. Ltd.,Basic Materials,,,,,,,2099.0,Current,FU Yuan Hui,Executive Director,,2022-10-27,
Hong Kong,China Hongqiao Group Limited,Basic Materials,,,,,,,1378.0,Current,DONG Xin Yi,Independent Non Executive Director - A/F,,2017-12-11,
Hong Kong,China Nonferrous Mining Corporation Limited,Basic Materials,,,,,,,1258.0,Current,CHEN Zhi Jiang,Non Executive Director,,2025-10-28,
Hong Kong,China Oriental Group Company Limited,Basic Materials,,,,,,,581.0,Current,HAN Jing Yuan,Executive Director,"Chairman, CEO",2003-11-13,
Hong Kong,Chongqing Iron & Steel Company Limited,Basic Materials,,,,,,,1053.0,Current,GUO Jie Bin,Independent Non Executive Director - A/F,,2021-08-13,
Hong Kong,CMOC Group Limited,Basic Materials,,,,,,,3993.0,Current,CHENG Gordon,Independent Non Executive Director,,2024-06-07,
Hong Kong,CNNC International Limited,Basic Materials,,,,,,,2302.0,Current,CHAN Yee Hoi Robert,Independent Non Executive Director - A/F,,2020-03-09,
Hong Kong,CWT International Limited,Basic Materials,,,,,,,521.0,Current,LAM Kin Fung Jeffrey,Independent Non Executive Director,,2013-10-24,
Hong Kong,Dragon Mining Limited,Basic Materials,,,,,,,1712.0,Current,DEW Arthur George,Non Executive Director,Chairman,2014-02-07,
Hong Kong,GANFENG LITHIUM GROUP COMPANY LIMITED,Basic Materials,,,,,,,1772.0,Current,HUANG Ting,Executive Director,,2025-04-28,
Hong Kong,Global Bio-Chem Technology Group Company Limited,Basic Materials,,,,,,,809.0,Current,JIANG Fang Fang,Independent Non Executive Director - A/F,,2023-08-10,
Hong Kong,Greenheart Group Limited,Basic Materials,,,,,,,94.0,Current,CHENG Chi Him,Non Executive Director,Chairman,2015-06-04,
Hong Kong,Greentech Technology International Limited,Basic Materials,,,,,,,195.0,Current,CHONG Lee Hui,Executive Director,,2024-02-29,
Hong Kong,Hong Kong Shanghai Alliance Holdings Limited,Basic Materials,,,,,,,1001.0,Current,CHEUNG Marn Kay,Independent Non Executive Director,,2025-06-27,
Hong Kong,Hong Wei (Asia) Holdings Company Limited,Basic Materials,,,,,,,8191.0,Current,CHEUNG Wai Yin Wilson,Independent Non Executive Director - A/F,,2023-10-06,
Hong Kong,Hop Fung Group Holdings Limited,Basic Materials,,,,,,,2320.0,Current,CHAU Suk Ming,Independent Non Executive Director,,2019-01-01,
Hong Kong,Infinity Development Holdings Company Limited,Basic Materials,,,,,,,640.0,Current,CHAN Wing Yau George,Independent Non Executive Director,,2010-03-26,
Hong Kong,Integrated Waste Solutions Group Holdings Limited,Basic Materials,,,,,,,923.0,Current,CHAN Ting Bond Michael,Independent Non Executive Director - A/F,,2018-05-01,
Hong Kong,IRC Limited,Basic Materials,,,,,,,1029.0,Current,CHEREDNICHENKO Denis Vitalievich,Executive Director,CEO,2022-07-01,
Hong Kong,Jiangxi Copper Company Limited,Basic Materials,,,,,,,358.0,Current,GAO Jian Min,Executive Director,,1997-01-18,
Hong Kong,Jinchuan Group International Resources Co. Ltd,Basic Materials,,,,,,,2362.0,Current,CHENG Yong Hong,Executive Director,Chairman,2020-04-21,
Hong Kong,Lee & Man Paper Manufacturing Limited,Basic Materials,,,,,,,2314.0,Current,CHAN Wai Yan Ronald,Independent Non Executive Director,,2023-08-02,
Hong Kong,Lee Kee Holdings Limited,Basic Materials,,,,,,,637.0,Current,CHAN Ka Chun Patrick,Executive Director,,2017-10-01,
Hong Kong,Lingbao Gold Group Company Ltd.,Basic Materials,,,,,,,3330.0,Current,BO Shao Chuan,Independent Non Executive Director,,2024-05-29,
Hong Kong,Maanshan Iron & Steel Company Limited,Basic Materials,,,,,,,323.0,Current,GUAN Bing Chun,Independent Non Executive Director,,2022-12-01,
Hong Kong,New Times Corporation Limited,Basic Materials,,,,,,,166.0,Current,CHENG Kam Chiu Stewart,Executive Director,Chairman,2008-02-05,
Hong Kong,Nine Dragons Paper (Holdings) Limited,Basic Materials,,,,,,,2689.0,Current,CAO Zhen Lei,Independent Non Executive Director,,2024-10-02,
Hong Kong,Prosper One International Holdings Company Limited,Basic Materials,,,,,,,1470.0,Current,GAO Ji Zhong,Independent Non Executive Director,,2024-02-15,
Hong Kong,PT International Development Corporation Limited,Basic Materials,,,,,,,372.0,Current,CHING Man Chun Louis,Executive Director,"Chairman, Managing Director",2017-06-01,
Hong Kong,Reliance Global Holdings Limited,Basic Materials,,,,,,,723.0,Current,FUNG Kim Shun,Independent Non Executive Director,,2024-12-23,
Hong Kong,Sinopec Shanghai Petrochemical Company Limited,Basic Materials,,,,,,,338.0,Current,CHEN Hai Feng,Independent Non Executive Director,,2020-06-18,
Hong Kong,Tiangong International Company Limited,Basic Materials,,,,,,,826.0,Current,JIANG Guang Qing,Executive Director,,2013-03-27,
Hong Kong,Tianqi Lithium Corporation,Basic Materials,,,,,,,9696.0,Current,HA Chun Shing Frank,Executive Director,CEO,2021-02-01,
Hong Kong,Xingye Alloy Materials Group Limited,Basic Materials,,,,,,,505.0,Current,CHAI Chao Ming,Independent Non Executive Director,,2009-05-11,
Hong Kong,"Xinjiang Xinxin Mining Industry Co., Ltd.",Basic Materials,,,,,,,3833.0,Current,CHEN Yin,Non Executive Director,Chairman,2025-08-29,
Hong Kong,Zhaojin Mining Industry Company Limited,Basic Materials,,,,,,,1818.0,Current,CHEN Jin Rong,Independent Non Executive Director,,2007-04-16,
Hong Kong,Zijin Gold International Company Limited,Basic Materials,,,,,,,2259.0,Current,CHAN Hon,Independent Non Executive Director,,2025-09-30,
Hong Kong,"Zijin Mining Group Co., Ltd.",Basic Materials,,,,,,,2899.0,Current,BO Shao Chuan,Independent Non Executive Director,,2020-12-29,
London,KAZ MINERALS PLC,Basic Materials,2005-10-12 0:00,United Kingdom,Europe,MAIN MARKET,No,2976.36,,,,,,,
Hong Kong,Rare Earth Magnesium Technology Group Holdings Limited,Basic Materials,,,,,,,601.0,Current,CHEUNG Sound Poon,Independent Non Executive Director - A/F,,2015-03-05,
Hong Kong,GT Gold Holdings Limited,Basic Materials,,,,,,,8299.0,Current,CHEUNG Wai Hung,Independent Non Executive Director - A/F,,2018-08-27,
London,APPLIED GRAPHENE MATERIALS PLC,Basic Materials,2013-11-20 0:00,United Kingdom,Europe,AIM,No,14.41,,,,,,,
London,VERSARIEN PLC,Basic Materials,2013-6-12 0:00,United Kingdom,Europe,AIM,No,50.9,,,,,,,
London,SALT LAKE POTASH LIMITED,Basic Materials,2011-8-2 0:00,Australia,Pacific,AIM,Yes,166.81,,,,,,,
Hong Kong,Modern Innovative Digital Technology Company Limited,Basic Materials,,,,,,,2322.0,Current,CAO Li,Executive Director,,2024-12-11,
London,PJSC ACRON,Basic Materials,2008-8-12 0:00,Russian Federation,Europe,MAIN MARKET,Yes,,,,,,,,
London,ADM ENERGY PLC,Energy,2005-12-16 0:00,United Kingdom,Europe,AIM,No,5.0,,,,,,,
London,AFC ENERGY PLC,Energy,2007-4-24 0:00,United Kingdom,Europe,AIM,No,116.81,,,,,,,
London,ARGOS RESOURCES LIMITED,Energy,2010-7-29 0:00,Falkland Islands,Latin America,AIM,Yes,3.86,,,,,,,
London,BARON OIL PLC,Energy,2004-7-14 0:00,United Kingdom,Europe,AIM,No,3.32,,,,,,,
London,BISICHI PLC,Energy,1948-3-14 0:00,United Kingdom,Europe,MAIN MARKET,No,5.87,,,,,,,
London,BP PLC,Energy,1954-3-29 0:00,United Kingdom,Europe,MAIN MARKET,No,39866.08,,,,,,,
London,CAIRN ENERGY PLC,Energy,1988-12-22 0:00,United Kingdom,Europe,MAIN MARKET,No,819.48,,,,,,,
London,CERES POWER HOLDINGS PLC,Energy,2004-11-25 0:00,United Kingdom,Europe,AIM,No,1203.41,,,,,,,
London,CHINA PETROLEUM & CHEMICAL CORPORATION,Energy,2000-10-18 0:00,China,Asia,MAIN MARKET,Yes,,,,,,,,
London,EMPYREAN ENERGY PLC,Energy,2005-7-27 0:00,United Kingdom,Europe,AIM,No,16.89,,,,,,,
London,ENDEAVOUR INTERNATIONAL CORPORATION,Energy,2007-12-17 0:00,United States,North America,MAIN MARKET,Yes,0.94,,,,,,,
London,ENERGEAN PLC,Energy,2018-3-16 0:00,United Kingdom,Europe,MAIN MARKET,No,919.27,,,,,,,
London,ENQUEST PLC,Energy,2010-4-6 0:00,United Kingdom,Europe,MAIN MARKET,No,160.59,,,,,,,
London,EQTEC PLC,Energy,2008-10-20 0:00,Ireland,Europe,AIM,Yes,32.97,,,,,,,
London,EXILLON ENERGY PLC,Energy,2009-12-17 0:00,Isle of Man,Europe,MAIN MARKET,No,66.54,,,,,,,
London,GCM RESOURCES PLC,Energy,2004-4-19 0:00,United Kingdom,Europe,AIM,No,11.82,,,,,,,
London,GENEL ENERGY PLC,Energy,2011-6-22 0:00,Jersey,Europe,MAIN MARKET,No,311.55,,,,,,,
London,GLOBAL PETROLEUM LIMITED,Energy,2005-3-7 0:00,Australia,Pacific,AIM,Yes,1.63,,,,,,,
London,GULF KEYSTONE PETROLEUM LTD,Energy,2004-9-8 0:00,Bermuda,North America,MAIN MARKET,Yes,147.26,,,,,,,
London,GULF MARINE SERVICES PLC,Energy,2014-3-19 0:00,United Kingdom,Europe,MAIN MARKET,No,22.22,,,,,,,
London,HUNTING PLC,Energy,1985-6-28 0:00,United Kingdom,Europe,MAIN MARKET,No,230.09,,,,,,,
London,HWANGE COLLIERY COMPANY LIMITED,Energy,1950-4-27 0:00,Zimbabwe,Africa,MAIN MARKET,Yes,,,,,,,,
London,IGAS ENERGY PLC,Energy,2007-12-31 0:00,United Kingdom,Europe,AIM,No,13.79,,,,,,,
London,INDEPENDENT OIL & GAS PLC,Energy,2013-9-30 0:00,United Kingdom,Europe,AIM,No,58.24,,,,,,,
London,INDUS GAS LIMITED,Energy,2008-6-6 0:00,Guernsey,Europe,AIM,No,363.2,,,,,,,
London,IOFINA PLC,Energy,2008-5-9 0:00,United Kingdom,Europe,AIM,No,23.5,,,,,,,
London,ITM POWER PLC,Energy,2004-6-11 0:00,United Kingdom,Europe,AIM,No,1102.94,,,,,,,
London,JKX OIL & GAS PLC,Energy,1995-7-18 0:00,United Kingdom,Europe,MAIN MARKET,No,43.62,,,,,,,
London,LAMPRELL PLC,Energy,2008-11-6 0:00,Isle of Man,Europe,MAIN MARKET,No,102.86,,,,,,,
London,LEKOIL LIMITED,Energy,2013-5-17 0:00,Cayman Islands,North America,AIM,Yes,10.73,,,,,,,
London,OIL AND GAS DEVELOPMENT COMPANY LIMITED,Energy,2006-12-6 0:00,Pakistan,Asia,MAIN MARKET,Yes,,,,,,,,
London,ORACLE POWER PLC,Energy,2011-4-20 0:00,United Kingdom,Europe,AIM,No,13.03,,,,,,,
London,PJSC GAZPROM,Energy,1996-10-28 0:00,Russian Federation,Europe,MAIN MARKET,Yes,,,,,,,,
London,PJSC LUKOIL,Energy,1997-5-7 0:00,Russian Federation,Europe,MAIN MARKET,Yes,26792.95,,,,,,,
London,PJSC TATNEFT,Energy,1996-12-13 0:00,Russian Federation,Europe,MAIN MARKET,Yes,,,,,,,,
London,PREMIER OIL PLC,Energy,1973-2-20 0:00,United Kingdom,Europe,MAIN MARKET,No,104.21,,,,,,,
